method_key,method,bits,ip_bias,ip_variance,score_relative_mse,softmax_kl,topk_overlap,output_cosine
hadamard_lm_k2,hadamard_lm_k2,K2,4.233070197091862,131.79256619106638,0.04214329704303633,0.5654136030511423,0.5342606969855048,0.9272402741692283
hadamard_lm_k2_qjl,hadamard_lm_k2_qjl,K2+QJL,0.498622711409222,219.448476227847,0.059467667544429954,0.9660176863385872,0.49169589443640277,0.889142020182176
hadamard_lm_k3,hadamard_lm_k3,K3,1.0115192705257372,41.0589499744502,0.011560839431529695,0.18343329192562538,0.6902121766047045,0.9764420850710436
hadamard_lm_k3_qjl,hadamard_lm_k3_qjl,K3+QJL,0.20423483713106674,63.913760510357946,0.017579463522203943,0.2974452440711585,0.645228158343922,0.9604732150381262
