layer_index,method_key,projection_relative_mse,score_relative_mse,softmax_kl,topk_overlap,layer_output_relative_mse,layer_output_cosine
14,attn_rot_absmax_w4a4_hlm_k4v4,0.09022968262434006,0.03237563744187355,0.136339008808136,0.677783191204071,1.2219325304031372,0.6349106431007385
14,attn_rot_lm_w3a4_hlm_k3v4,0.03148328699171543,0.022309379652142525,0.19700193405151367,0.6564697027206421,0.22597356140613556,0.8840332627296448
14,attn_rot_lm_w4a3_hlm_k4v3,0.030596012560029823,0.007745854556560516,0.07160856574773788,0.755297839641571,0.1581880748271942,0.9177671670913696
14,attn_rot_lm_w4a4_hlm_k4v4,0.013188218077023825,0.005649672821164131,0.05511414259672165,0.771044909954071,0.0848778784275055,0.956622302532196
14,fp16,0.0,0.0,0.0,1.0,0.0,1.0
15,attn_direct_absmax_w4a4_absmax_k4v4,0.3934751699368159,0.129336416721344,0.7468643188476562,0.4534668028354645,1.6886236667633057,0.13337013125419617
15,attn_rot_absmax_w4a4_hlm_k4v4,0.09030959662050009,0.02347468212246895,0.18960356712341309,0.709228515625,1.4678412675857544,0.6217277646064758
15,attn_rot_lm_w3a4_hlm_k3v4,0.031524920370429754,0.015994610264897346,0.19902031123638153,0.672436535358429,0.28721195459365845,0.8581607341766357
15,attn_rot_lm_w4a3_hlm_k4v3,0.029860297373185556,0.008715858682990074,0.07888463884592056,0.7891601324081421,0.17903217673301697,0.9061753749847412
15,attn_rot_lm_w4a4_hlm_k4v4,0.01297558902297169,0.005256415344774723,0.06726820766925812,0.7879638671875,0.10459433495998383,0.9473752379417419
15,fp16,0.0,0.0,0.0,1.0,0.0,1.0
16,attn_direct_absmax_w4a4_absmax_k4v4,0.39680227885643643,0.21640321612358093,0.5521116256713867,0.465576171875,1.3981139659881592,0.2624099552631378
16,attn_rot_absmax_w4a4_hlm_k4v4,0.12959328883637986,0.06952279806137085,0.2116217017173767,0.703857421875,1.5710171461105347,0.6071410179138184
16,attn_rot_lm_w3a4_hlm_k3v4,0.04307685373350978,0.0244443416595459,0.25382691621780396,0.644824206829071,0.23366107046604156,0.8863757848739624
16,attn_rot_lm_w4a3_hlm_k4v3,0.04504083298767606,0.009592876769602299,0.0872565507888794,0.769335925579071,0.16060088574886322,0.9167068004608154
16,attn_rot_lm_w4a4_hlm_k4v4,0.01938632398378104,0.0065370118245482445,0.08449013531208038,0.762939453125,0.09345079213380814,0.9533845782279968
16,fp16,0.0,0.0,0.0,1.0,0.0,1.0
17,attn_direct_absmax_w4a4_absmax_k4v4,0.38518499583005905,0.09919218719005585,0.6242623329162598,0.4552001953125,1.7630946636199951,0.202305406332016
17,attn_rot_absmax_w4a4_hlm_k4v4,0.13386812340468168,0.020696651190519333,0.20403622090816498,0.708251953125,2.497457981109619,0.5115445852279663
