base_k_bits,bits,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,key_relative_mse,key_scale_granularity,kv_quantizer,kv_rotation,layer,layer_index,method,method_key,output_cosine,output_relative_mse,projection_dim,qjl_seed,residual_bits,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,value_relative_mse,value_scale_granularity
3,K3,pure Hadamard-LM key reconstruction,0.03799604997038841,0.02982414700090885,1.9845632314682007,0.03274708613753319,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.0.self_attn,0,hadamard_lm_k3,hadamard_lm_k3,0.966417670249939,0.06727977097034454,64,0,0,0.031031355261802673,0.02982414700090885,0.013260754756629467,1.0,4,0.007661884650588036,per_token_head_rms
2,K2,aggressive pure Hadamard-LM key reconstruction,-0.22937223315238953,0.08156148344278336,5.378613471984863,0.10657688975334167,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.0.self_attn,0,hadamard_lm_k2,hadamard_lm_k2,0.9623898267745972,0.07612375915050507,64,0,0,0.08486288785934448,0.08156148344278336,0.028200499713420868,1.0,4,0.007661884650588036,per_token_head_rms
2,K2+QJL,Hadamard-LM key plus QJL residual correction,-0.005213482771068811,0.10503291338682175,6.994173526763916,0.10657688975334167,per_token_head_rms,gaussian_lloyd_max+qjl,headwise_hadamard,model.layers.0.self_attn,0,hadamard_lm_k2_qjl,hadamard_lm_k2_qjl,0.9294660091400146,0.14833717048168182,64,0,1,0.10928438603878021,0.10503291338682175,0.04393241927027702,1.0,4,0.007661884650588036,per_token_head_rms
3,K3+QJL,stronger Hadamard-LM key plus QJL residual correction,-0.10012591630220413,0.03709664195775986,2.4602608680725098,0.03274708613753319,per_token_head_rms,gaussian_lloyd_max+qjl,headwise_hadamard,model.layers.0.self_attn,0,hadamard_lm_k3_qjl,hadamard_lm_k3_qjl,0.9672179818153381,0.06685029715299606,64,0,1,0.03859822079539299,0.03709664195775986,0.016127394512295723,1.0,4,0.007661884650588036,per_token_head_rms
