activation_bits,bits,block_size,codebook,compute_interpretation,cosine,element_format,layer_index,levels,method,mxfp4_group_size,original_finite_ratio,original_inf_count,original_kurtosis,original_max_mean_ratio,original_mean,original_nan_count,original_numel,original_outlier_ratio_3sigma,original_std,quantizer_type,relative_mse,rotated_finite_ratio,rotated_inf_count,rotated_kurtosis,rotated_max_mean_ratio,rotated_mean,rotated_nan_count,rotated_numel,rotated_outlier_ratio_3sigma,rotated_std,rotation,rotation_backend,rotation_seed,scale_count,scale_format,scale_granularity,site,sqnr_db
4,4,64,,MXFP4 E2M1 fake quant with 32-value group scales,0.9940468072891235,E2M1,0,,mxfp4,32,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,mxfp4_e2m1_fake_quant,0.012929882854223251,1.0,0,19.02524757385254,15.986835479736328,-5.965489435766358e-07,0,1048576,0.02275371551513672,0.08895429968833923,none,none,,32768,E8M0_like_power2,group_power2,attn_input,18.88405418395996
4,4,64,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9955957531929016,E2M1,0,,rot_mxfp4,32,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,mxfp4_e2m1_fake_quant,0.009957917034626007,1.0,0,19.02524757385254,15.986835479736328,-5.965489435766358e-07,0,1048576,0.02275371551513672,0.08895429968833923,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,attn_input,20.018314361572266
4,4,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9978944659233093,,0,16,rot_lm,,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,non-uniform codebook,0.005908931139856577,1.0,0,19.02524757385254,15.986835479736328,-5.965489435766358e-07,0,1048576,0.02275371551513672,0.08895429968833923,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,22.284910202026367
3,3,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9790346026420593,,0,8,rot_lm,,1.0,0,1095.0552978515625,410.7300720214844,0.0010684215230867267,0,1048576,0.0063877105712890625,0.08894845843315125,non-uniform codebook,0.045215070247650146,1.0,0,19.02524757385254,15.986835479736328,-5.965489435766358e-07,0,1048576,0.02275371551513672,0.08895429968833923,block_hadamard_last_dim,hadamard,11,,,block_rms,attn_input,13.447168350219727
4,4,64,,MXFP4 E2M1 fake quant with 32-value group scales,0.9890280365943909,E2M1,0,,mxfp4,32,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,mxfp4_e2m1_fake_quant,0.02246028557419777,1.0,0,14.315138816833496,22.655988693237305,-0.015762604773044586,0,1048576,0.025472640991210938,0.47440627217292786,none,none,,32768,E8M0_like_power2,group_power2,q_proj_out,16.48584747314453
4,4,64,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9936659932136536,E2M1,0,,rot_mxfp4,32,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,mxfp4_e2m1_fake_quant,0.012958760373294353,1.0,0,14.315138816833496,22.655988693237305,-0.015762604773044586,0,1048576,0.025472640991210938,0.47440627217292786,block_hadamard_last_dim,hadamard,11,32768,E8M0_like_power2,group_power2,q_proj_out,18.874364852905273
4,4,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9958924055099487,,0,16,rot_lm,,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,non-uniform codebook,0.008541532792150974,1.0,0,14.315138816833496,22.655988693237305,-0.015762604773044586,0,1048576,0.025472640991210938,0.47440627217292786,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,20.684642791748047
3,3,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9850552082061768,,0,8,rot_lm,,1.0,0,52.08960723876953,55.546573638916016,-0.0040247198194265366,0,1048576,0.020374298095703125,0.47464969754219055,non-uniform codebook,0.030295919626951218,1.0,0,14.315138816833496,22.655988693237305,-0.015762604773044586,0,1048576,0.025472640991210938,0.47440627217292786,block_hadamard_last_dim,hadamard,11,,,block_rms,q_proj_out,15.186158180236816
4,4,64,,MXFP4 E2M1 fake quant with 32-value group scales,0.990007758140564,E2M1,0,,mxfp4,32,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,mxfp4_e2m1_fake_quant,0.020126059651374817,1.0,0,7.366006374359131,10.98331069946289,-0.03466729074716568,0,131072,0.0195159912109375,1.3207612037658691,none,none,,4096,E8M0_like_power2,group_power2,k_proj_out,16.962411880493164
4,4,64,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9932834506034851,E2M1,0,,rot_mxfp4,32,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,mxfp4_e2m1_fake_quant,0.013486376963555813,1.0,0,7.366006374359131,10.98331069946289,-0.03466729074716568,0,131072,0.0195159912109375,1.3207612037658691,block_hadamard_last_dim,hadamard,11,4096,E8M0_like_power2,group_power2,k_proj_out,18.701045989990234
4,4,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9957140684127808,,0,16,rot_lm,,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,non-uniform codebook,0.008553452789783478,1.0,0,7.366006374359131,10.98331069946289,-0.03466729074716568,0,131072,0.0195159912109375,1.3207612037658691,block_hadamard_last_dim,hadamard,11,,,block_rms,k_proj_out,20.678585052490234
3,3,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9844168424606323,,0,8,rot_lm,,1.0,0,23.16770362854004,17.709583282470703,-0.09696276485919952,0,131072,0.01363372802734375,1.317663550376892,non-uniform codebook,0.031248819082975388,1.0,0,7.366006374359131,10.98331069946289,-0.03466729074716568,0,131072,0.0195159912109375,1.3207612037658691,block_hadamard_last_dim,hadamard,11,,,block_rms,k_proj_out,15.051664352416992
4,4,64,,MXFP4 E2M1 fake quant with 32-value group scales,0.9880917072296143,E2M1,0,,mxfp4,32,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,mxfp4_e2m1_fake_quant,0.02375303953886032,1.0,0,4.854580879211426,7.880154609680176,4.4905646063853055e-05,0,131072,0.0125885009765625,0.012889762409031391,none,none,,4096,E8M0_like_power2,group_power2,v_proj_out,16.242807388305664
4,4,64,,Hadamard rotation + MXFP4 E2M1 fake quant,0.9938345551490784,E2M1,0,,rot_mxfp4,32,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,mxfp4_e2m1_fake_quant,0.012426610104739666,1.0,0,4.854580879211426,7.880154609680176,4.4905646063853055e-05,0,131072,0.0125885009765625,0.012889762409031391,block_hadamard_last_dim,hadamard,11,4096,E8M0_like_power2,group_power2,v_proj_out,19.056472778320312
4,4,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9958293437957764,,0,16,rot_lm,,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,non-uniform codebook,0.008348592557013035,1.0,0,4.854580879211426,7.880154609680176,4.4905646063853055e-05,0,131072,0.0125885009765625,0.012889762409031391,block_hadamard_last_dim,hadamard,11,,,block_rms,v_proj_out,20.78386688232422
3,3,64,gaussian_lloyd_max_standard_normal,non-uniform codebook fake quant; not native INT GEMM,0.9849534630775452,,0,8,rot_lm,,1.0,0,45.647823333740234,45.938453674316406,-0.0001999708911171183,0,131072,0.024261474609375,0.012888249009847641,non-uniform codebook,0.03019353188574314,1.0,0,4.854580879211426,7.880154609680176,4.4905646063853055e-05,0,131072,0.0125885009765625,0.012889762409031391,block_hadamard_last_dim,hadamard,11,,,block_rms,v_proj_out,15.200860977172852
