projection,method,bits,relative_mse_mean,relative_mse_median,relative_mse_min,relative_mse_max,cosine_mean,cosine_median,cosine_min,cosine_max,sqnr_db_mean,sqnr_db_median,sqnr_db_min,sqnr_db_max,relative_mse_p90,cosine_p90,sqnr_db_p90
q_proj,hadamard_absmax,2,0.5856792520393025,0.5869733393192291,0.559753954410553,0.5879325866699219,0.7437290359627117,0.7426691949367523,0.7419446706771851,0.764651894569397,2.3236126574602993,2.3138163089752197,2.306724548339844,2.5200283527374268,0.5877826988697052,0.7437623381614685,2.3216944217681883
q_proj,hadamard_absmax,3,0.07431960376826195,0.07467828691005704,0.0676293820142746,0.0749265551567077,0.9655697074803439,0.9654184579849243,0.9652861952781676,0.9687803983688354,11.289869785308838,11.268056392669678,11.253642082214355,11.698646545410156,0.07484822496771809,0.9656208157539368,11.292222023010254
q_proj,hadamard_absmax,4,0.013641285837035238,0.013708110898733101,0.0123777640983462,0.0137497875839471,0.9939478635787964,0.9939121007919312,0.9937852621078492,0.9947838187217712,18.652402791109953,18.630224227905273,18.617040634155273,19.073577880859375,0.01373534267768254,0.9940172135829926,18.655463027954102
q_proj,hadamard_lm,2,0.11547746746377507,0.11579479277133935,0.1098703891038894,0.1159781813621521,0.9411374736915935,0.9409745037555695,0.9408445954322816,0.9442326426506042,9.375283674760299,9.363109588623047,9.356237411499023,9.591193199157717,0.11590810343623159,0.9412257552146912,9.3769549369812
q_proj,hadamard_lm,3,0.0338316644457253,0.03390400856733315,0.0323857776820659,0.0339654274284839,0.9836236807433042,0.9835860133171082,0.983426570892334,0.984550416469574,14.706966400146484,14.697488784790039,14.68962860107422,14.896455764770508,0.03395145609974853,0.9837045133113862,14.713012313842773
q_proj,hadamard_lm,4,0.009294277057051614,0.009309801273047851,0.0089598894119262,0.0093463649973273,0.9960371635176919,0.9960273504257202,0.9958987236022948,0.9964129328727722,20.31798960945823,20.310595512390137,20.29357147216797,20.476972579956055,0.00932979807257643,0.9961026787757874,20.327914810180665
q_proj,mxfp4,4,0.014445519625124546,0.01407518517225975,0.0138233546167612,0.0210092738270759,0.9938336610794067,0.9939771592617035,0.991227924823761,0.9942450523376464,18.420398885553535,18.515460968017578,16.775890350341797,18.5938663482666,0.01444435557350513,0.9941715717315674,18.574587249755858
q_proj,randhadamard_lm,2,0.11553088440136472,0.11575706303119654,0.1103738024830818,0.1159982904791832,0.9411098496480421,0.9409679174423218,0.9408149123191832,0.943954348564148,9.37323609265414,9.364524841308594,9.355484008789062,9.57133960723877,0.11599115654826163,0.9410768389701843,9.374556255340575
q_proj,randhadamard_lm,3,0.03384086303412911,0.0339064728468656,0.0324805937707424,0.0340082161128521,0.9836192374879663,0.9835859835147858,0.98343688249588,0.9845008254051208,14.705765160647305,14.697174072265625,14.684161186218262,14.883760452270508,0.033988333120942085,0.9837064683437347,14.707158470153809
q_proj,randhadamard_lm,4,0.009299979629841677,0.0093095265328884,0.0089776292443275,0.009356933645904,0.9960348524830558,0.9960305988788605,0.9958911538124084,0.996412456035614,20.315318367697976,20.310723304748535,20.288665771484375,20.4683837890625,0.009343953337520331,0.9961078047752381,20.31821002960205
q_proj,randortho_lm,2,0.11607854068279262,0.11608609184622759,0.1157719567418098,0.1166648045182228,0.9408120106567036,0.9408193528652191,0.940545618534088,0.94107323884964,9.352485700087113,9.352198123931885,9.330601692199709,9.363966941833496,0.11622134149074546,0.9409374952316284,9.35789794921875
