bits,block_size,codebook,cosine,element_format,int_gemm_friendly,layer,levels,method,mxfp4_group_size,qmax,quantizer_type,relative_mse,rotation,rotation_backend,rotation_seed,scale_count,scale_format,scale_granularity,sqnr_db,weight_finite_ratio,weight_inf_count,weight_kurtosis,weight_max_mean_ratio,weight_mean,weight_nan_count,weight_numel,weight_outlier_ratio_3sigma,weight_std
4,128,gaussian_lloyd_max_standard_normal,0.997833251953125,,No; needs LUT/dequant or codebook-aware MAC,model.layers.1.mlp.down_proj,16,randhadamard_lm,,,non-uniform codebook,0.009316351264715195,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,20.307540893554688,1.0,0,4.195178985595703,42.341304779052734,1.8209451582151814e-06,0,11534336,0.0033922195434570312,0.017108453437685966
3,128,gaussian_lloyd_max_standard_normal,0.9853647351264954,,No; needs LUT/dequant or codebook-aware MAC,model.layers.1.mlp.down_proj,8,randhadamard_lm,,,non-uniform codebook,0.033939335495233536,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,14.69296646118164,1.0,0,4.195178985595703,42.341304779052734,1.8209451582151814e-06,0,11534336,0.0033922195434570312,0.017108453437685966
2,128,gaussian_lloyd_max_standard_normal,0.9427052140235901,,No; needs LUT/dequant or codebook-aware MAC,model.layers.1.mlp.down_proj,4,randhadamard_lm,,,non-uniform codebook,0.11585208773612976,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,9.360960960388184,1.0,0,4.195178985595703,42.341304779052734,1.8209451582151814e-06,0,11534336,0.0033922195434570312,0.017108453437685966
4,128,gaussian_lloyd_max_standard_normal,0.9978287220001221,,No; dense random rotation is numeric-only in this experiment,model.layers.1.mlp.down_proj,16,randortho_lm,,,non-uniform codebook,0.009311323054134846,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,20.309886932373047,1.0,0,4.195178985595703,42.341304779052734,1.8209451582151814e-06,0,11534336,0.0033922195434570312,0.017108453437685966
3,128,gaussian_lloyd_max_standard_normal,0.9853686690330505,,No; dense random rotation is numeric-only in this experiment,model.layers.1.mlp.down_proj,8,randortho_lm,,,non-uniform codebook,0.03392772004008293,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,14.694453239440918,1.0,0,4.195178985595703,42.341304779052734,1.8209451582151814e-06,0,11534336,0.0033922195434570312,0.017108453437685966
2,128,gaussian_lloyd_max_standard_normal,0.9426562786102295,,No; dense random rotation is numeric-only in this experiment,model.layers.1.mlp.down_proj,4,randortho_lm,,,non-uniform codebook,0.11594162881374359,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,9.357605934143066,1.0,0,4.195178985595703,42.341304779052734,1.8209451582151814e-06,0,11534336,0.0033922195434570312,0.017108453437685966
4,128,,0.9925118684768677,,Yes,model.layers.2.self_attn.q_proj,,direct_absmax,,7,uniform integer-like,0.01566162519156933,none,none,,32768,,flat_block_absmax,18.051631927490234,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
3,128,,0.9603680968284607,,Yes,model.layers.2.self_attn.q_proj,,direct_absmax,,3,uniform integer-like,0.08498930186033249,none,none,,32768,,flat_block_absmax,10.706357955932617,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
2,128,,0.724392831325531,,Yes,model.layers.2.self_attn.q_proj,,direct_absmax,,1,uniform integer-like,0.603874921798706,none,none,,32768,,flat_block_absmax,2.1905298233032227,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
4,128,,0.993853747844696,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.2.self_attn.q_proj,,mxfp4,32,,mxfp4_e2m1_fake_quant,0.014129554852843285,none,none,,131072,E8M0_like_power2,group_power2,18.498714447021484,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
4,128,,0.9937852621078491,,Yes-ish; needs rotation handling,model.layers.2.self_attn.q_proj,,hadamard_absmax,,7,uniform integer-like,0.013715178705751896,polar_hadamard_blockwise,hadamard,11,32768,,last_dim_block_absmax,18.62798500061035,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
3,128,,0.9652861952781677,,Yes-ish; needs rotation handling,model.layers.2.self_attn.q_proj,,hadamard_absmax,,3,uniform integer-like,0.0746912956237793,polar_hadamard_blockwise,hadamard,11,32768,,last_dim_block_absmax,11.26729965209961,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
2,128,,0.7426044940948486,,Yes-ish; needs rotation handling,model.layers.2.self_attn.q_proj,,hadamard_absmax,,1,uniform integer-like,0.5871844291687012,polar_hadamard_blockwise,hadamard,11,32768,,last_dim_block_absmax,2.3122546672821045,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
4,128,gaussian_lloyd_max_standard_normal,0.9958987236022949,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.q_proj,16,hadamard_lm,,,non-uniform codebook,0.00930099654942751,polar_hadamard_blockwise,hadamard,11,,,,20.31470489501953,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
3,128,gaussian_lloyd_max_standard_normal,0.983426570892334,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.q_proj,8,hadamard_lm,,,non-uniform codebook,0.033918462693691254,polar_hadamard_blockwise,hadamard,11,,,,14.695638656616211,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
2,128,gaussian_lloyd_max_standard_normal,0.9408777952194214,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.q_proj,4,hadamard_lm,,,non-uniform codebook,0.11574298143386841,polar_hadamard_blockwise,hadamard,11,,,,9.365053176879883,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
4,128,gaussian_lloyd_max_standard_normal,0.9958911538124084,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.q_proj,16,randhadamard_lm,,,non-uniform codebook,0.009311052970588207,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,20.31001091003418,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
3,128,gaussian_lloyd_max_standard_normal,0.9834368824958801,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.q_proj,8,randhadamard_lm,,,non-uniform codebook,0.03390970826148987,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,14.696759223937988,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
2,128,gaussian_lloyd_max_standard_normal,0.9408935904502869,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.q_proj,4,randhadamard_lm,,,non-uniform codebook,0.11571845412254333,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,9.365974426269531,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
4,128,gaussian_lloyd_max_standard_normal,0.9958838224411011,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.q_proj,16,randortho_lm,,,non-uniform codebook,0.009324516169726849,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,20.30373764038086,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
3,128,gaussian_lloyd_max_standard_normal,0.983383297920227,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.q_proj,8,randortho_lm,,,non-uniform codebook,0.03400152176618576,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,14.685016632080078,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
2,128,gaussian_lloyd_max_standard_normal,0.9406768679618835,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.q_proj,4,randortho_lm,,,non-uniform codebook,0.11610326170921326,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,9.351555824279785,1.0,0,4.871168613433838,20.76357650756836,2.9707451176363975e-05,0,4194304,0.00926971435546875,0.03221216797828674
4,128,,0.9901657104492188,,Yes,model.layers.2.self_attn.k_proj,,direct_absmax,,7,uniform integer-like,0.01999766193330288,none,none,,4096,,flat_block_absmax,16.99020767211914,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
3,128,,0.9500851631164551,,Yes,model.layers.2.self_attn.k_proj,,direct_absmax,,3,uniform integer-like,0.10780242085456848,none,none,,4096,,flat_block_absmax,9.673715591430664,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
2,128,,0.6841659545898438,,Yes,model.layers.2.self_attn.k_proj,,direct_absmax,,1,uniform integer-like,0.6403207778930664,none,none,,4096,,flat_block_absmax,1.9360241889953613,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
4,128,,0.9924682378768921,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.2.self_attn.k_proj,,mxfp4,32,,mxfp4_e2m1_fake_quant,0.015074774622917175,none,none,,16384,E8M0_like_power2,group_power2,18.217491149902344,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
4,128,,0.9932911992073059,,Yes-ish; needs rotation handling,model.layers.2.self_attn.k_proj,,hadamard_absmax,,7,uniform integer-like,0.013592511415481567,polar_hadamard_blockwise,hadamard,11,4096,,last_dim_block_absmax,18.667003631591797,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
3,128,,0.9649178981781006,,Yes-ish; needs rotation handling,model.layers.2.self_attn.k_proj,,hadamard_absmax,,3,uniform integer-like,0.07441018521785736,polar_hadamard_blockwise,hadamard,11,4096,,last_dim_block_absmax,11.283676147460938,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
2,128,,0.7446097135543823,,Yes-ish; needs rotation handling,model.layers.2.self_attn.k_proj,,hadamard_absmax,,1,uniform integer-like,0.5855810642242432,polar_hadamard_blockwise,hadamard,11,4096,,last_dim_block_absmax,2.324129581451416,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
4,128,gaussian_lloyd_max_standard_normal,0.9953826665878296,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.k_proj,16,hadamard_lm,,,non-uniform codebook,0.009243938140571117,polar_hadamard_blockwise,hadamard,11,,,,20.3414306640625,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
3,128,gaussian_lloyd_max_standard_normal,0.9829607009887695,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.k_proj,8,hadamard_lm,,,non-uniform codebook,0.03381743282079697,polar_hadamard_blockwise,hadamard,11,,,,14.70859432220459,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
2,128,gaussian_lloyd_max_standard_normal,0.9407234191894531,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.k_proj,4,hadamard_lm,,,non-uniform codebook,0.11506596952676773,polar_hadamard_blockwise,hadamard,11,,,,9.390531539916992,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
4,128,gaussian_lloyd_max_standard_normal,0.9953542947769165,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.k_proj,16,randhadamard_lm,,,non-uniform codebook,0.00929879117757082,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,20.31573486328125,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
3,128,gaussian_lloyd_max_standard_normal,0.9829734563827515,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.k_proj,8,randhadamard_lm,,,non-uniform codebook,0.03380002826452255,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,14.71082878112793,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
2,128,gaussian_lloyd_max_standard_normal,0.9406102895736694,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.k_proj,4,randhadamard_lm,,,non-uniform codebook,0.11527672410011292,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,9.382583618164062,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
4,128,gaussian_lloyd_max_standard_normal,0.9953352212905884,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.k_proj,16,randortho_lm,,,non-uniform codebook,0.00933980941772461,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,20.296619415283203,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
3,128,gaussian_lloyd_max_standard_normal,0.9828072190284729,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.k_proj,8,randortho_lm,,,non-uniform codebook,0.0341215580701828,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,14.66971206665039,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
2,128,gaussian_lloyd_max_standard_normal,0.9399911761283875,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.k_proj,4,randortho_lm,,,non-uniform codebook,0.11643834412097931,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,9.33903980255127,1.0,0,5.996884346008301,16.830820083618164,9.297170618083328e-05,0,524288,0.011598587036132812,0.054195597767829895
4,128,,0.9926398992538452,,Yes,model.layers.2.self_attn.v_proj,,direct_absmax,,7,uniform integer-like,0.014879494905471802,none,none,,4096,,flat_block_absmax,18.274118423461914,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
3,128,,0.9623247981071472,,Yes,model.layers.2.self_attn.v_proj,,direct_absmax,,3,uniform integer-like,0.08004225790500641,none,none,,4096,,flat_block_absmax,10.966806411743164,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
2,128,,0.7344415187835693,,Yes,model.layers.2.self_attn.v_proj,,direct_absmax,,1,uniform integer-like,0.5921357870101929,none,none,,4096,,flat_block_absmax,2.2757866382598877,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
4,128,,0.9929758310317993,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.2.self_attn.v_proj,,mxfp4,32,,mxfp4_e2m1_fake_quant,0.01401995774358511,none,none,,16384,E8M0_like_power2,group_power2,18.53253173828125,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
4,128,,0.9932580590248108,,Yes-ish; needs rotation handling,model.layers.2.self_attn.v_proj,,hadamard_absmax,,7,uniform integer-like,0.013632899150252342,polar_hadamard_blockwise,hadamard,11,4096,,last_dim_block_absmax,18.654117584228516,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
3,128,,0.9647631049156189,,Yes-ish; needs rotation handling,model.layers.2.self_attn.v_proj,,hadamard_absmax,,3,uniform integer-like,0.07443221658468246,polar_hadamard_blockwise,hadamard,11,4096,,last_dim_block_absmax,11.282390594482422,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
2,128,,0.7439284324645996,,Yes-ish; needs rotation handling,model.layers.2.self_attn.v_proj,,hadamard_absmax,,1,uniform integer-like,0.5840052366256714,polar_hadamard_blockwise,hadamard,11,4096,,last_dim_block_absmax,2.3358325958251953,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
4,128,gaussian_lloyd_max_standard_normal,0.995344340801239,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.v_proj,16,hadamard_lm,,,non-uniform codebook,0.009296009317040443,polar_hadamard_blockwise,hadamard,11,,,,20.317035675048828,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
3,128,gaussian_lloyd_max_standard_normal,0.9829510450363159,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.v_proj,8,hadamard_lm,,,non-uniform codebook,0.03381067141890526,polar_hadamard_blockwise,hadamard,11,,,,14.70946216583252,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
2,128,gaussian_lloyd_max_standard_normal,0.9405033588409424,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.v_proj,4,hadamard_lm,,,non-uniform codebook,0.11545247584581375,polar_hadamard_blockwise,hadamard,11,,,,9.375967025756836,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
4,128,gaussian_lloyd_max_standard_normal,0.9953075647354126,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.v_proj,16,randhadamard_lm,,,non-uniform codebook,0.009363234974443913,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,20.28573989868164,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
3,128,gaussian_lloyd_max_standard_normal,0.9828352332115173,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.v_proj,8,randhadamard_lm,,,non-uniform codebook,0.034032005816698074,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,14.681124687194824,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
2,128,gaussian_lloyd_max_standard_normal,0.9400762319564819,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.v_proj,4,randhadamard_lm,,,non-uniform codebook,0.11625542491674423,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,9.345867156982422,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
4,128,gaussian_lloyd_max_standard_normal,0.9953196048736572,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.v_proj,16,randortho_lm,,,non-uniform codebook,0.00933977123349905,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,20.29663848876953,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
3,128,gaussian_lloyd_max_standard_normal,0.9828019142150879,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.v_proj,8,randortho_lm,,,non-uniform codebook,0.03410026431083679,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,14.672422409057617,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
2,128,gaussian_lloyd_max_standard_normal,0.9403183460235596,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.v_proj,4,randortho_lm,,,non-uniform codebook,0.1158020868897438,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,9.362835884094238,1.0,0,3.414846897125244,7.755634307861328,-1.3335360563360155e-05,0,524288,0.004993438720703125,0.011770345270633698
4,128,,0.9927083253860474,,Yes,model.layers.2.self_attn.o_proj,,direct_absmax,,7,uniform integer-like,0.015346775762736797,none,none,,32768,,flat_block_absmax,18.139827728271484,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
3,128,,0.961736798286438,,Yes,model.layers.2.self_attn.o_proj,,direct_absmax,,3,uniform integer-like,0.08192792534828186,none,none,,32768,,flat_block_absmax,10.865679740905762,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
2,128,,0.7315126061439514,,Yes,model.layers.2.self_attn.o_proj,,direct_absmax,,1,uniform integer-like,0.5950932502746582,none,none,,32768,,flat_block_absmax,2.254149913787842,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
4,128,,0.993743360042572,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.2.self_attn.o_proj,,mxfp4,32,,mxfp4_e2m1_fake_quant,0.013600844889879227,none,none,,131072,E8M0_like_power2,group_power2,18.66434097290039,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
4,128,,0.9935380220413208,,Yes-ish; needs rotation handling,model.layers.2.self_attn.o_proj,,hadamard_absmax,,7,uniform integer-like,0.014249882660806179,polar_hadamard_blockwise,hadamard,11,32768,,last_dim_block_absmax,18.46188735961914,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
3,128,,0.9639047980308533,,Yes-ish; needs rotation handling,model.layers.2.self_attn.o_proj,,hadamard_absmax,,3,uniform integer-like,0.0778278112411499,polar_hadamard_blockwise,hadamard,11,32768,,last_dim_block_absmax,11.088652610778809,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
2,128,,0.7353806495666504,,Yes-ish; needs rotation handling,model.layers.2.self_attn.o_proj,,hadamard_absmax,,1,uniform integer-like,0.5939648747444153,polar_hadamard_blockwise,hadamard,11,32768,,last_dim_block_absmax,2.262392520904541,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
4,128,gaussian_lloyd_max_standard_normal,0.995764434337616,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.o_proj,16,hadamard_lm,,,non-uniform codebook,0.009629786014556885,polar_hadamard_blockwise,hadamard,11,,,,20.163833618164062,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
3,128,gaussian_lloyd_max_standard_normal,0.9829303026199341,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.o_proj,8,hadamard_lm,,,non-uniform codebook,0.03502063825726509,polar_hadamard_blockwise,hadamard,11,,,,14.55675983428955,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
2,128,gaussian_lloyd_max_standard_normal,0.9393430352210999,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.o_proj,4,hadamard_lm,,,non-uniform codebook,0.11868821829557419,polar_hadamard_blockwise,hadamard,11,,,,9.2559232711792,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
4,128,gaussian_lloyd_max_standard_normal,0.9959282279014587,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.o_proj,16,randhadamard_lm,,,non-uniform codebook,0.009308726526796818,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,20.311098098754883,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
3,128,gaussian_lloyd_max_standard_normal,0.9834897518157959,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.o_proj,8,randhadamard_lm,,,non-uniform codebook,0.03391345962882042,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,14.69627857208252,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
2,128,gaussian_lloyd_max_standard_normal,0.9409889578819275,,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.self_attn.o_proj,4,randhadamard_lm,,,non-uniform codebook,0.11561523377895355,polar_randomized_hadamard_blockwise,randomized_hadamard,11,,,,9.36984920501709,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
4,128,gaussian_lloyd_max_standard_normal,0.9959089756011963,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.o_proj,16,randortho_lm,,,non-uniform codebook,0.009335319511592388,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,20.298707962036133,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
3,128,gaussian_lloyd_max_standard_normal,0.9835036396980286,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.o_proj,8,randortho_lm,,,non-uniform codebook,0.03388051316142082,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,14.700499534606934,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
2,128,gaussian_lloyd_max_standard_normal,0.9409337043762207,,No; dense random rotation is numeric-only in this experiment,model.layers.2.self_attn.o_proj,4,randortho_lm,,,non-uniform codebook,0.11569710075855255,polar_random_orthogonal_blockwise,random_orthogonal,11,,,,9.366775512695312,1.0,0,18.460073471069336,55.632286071777344,-3.392967073523323e-06,0,4194304,0.004909038543701172,0.014069211669266224
4,128,,0.9928796291351318,,Yes,model.layers.2.mlp.gate_proj,,direct_absmax,,7,uniform integer-like,0.014591570012271404,none,none,,90112,,flat_block_absmax,18.358980178833008,1.0,0,14.806329727172852,79.67435455322266,-4.5748052798444405e-05,0,11534336,0.0029554367065429688,0.018459690734744072
3,128,,0.9638316631317139,,Yes,model.layers.2.mlp.gate_proj,,direct_absmax,,3,uniform integer-like,0.07909637689590454,none,none,,90112,,flat_block_absmax,11.018433570861816,1.0,0,14.806329727172852,79.67435455322266,-4.5748052798444405e-05,0,11534336,0.0029554367065429688,0.018459690734744072
2,128,,0.7368640899658203,,Yes,model.layers.2.mlp.gate_proj,,direct_absmax,,1,uniform integer-like,0.5921738147735596,none,none,,90112,,flat_block_absmax,2.275507926940918,1.0,0,14.806329727172852,79.67435455322266,-4.5748052798444405e-05,0,11534336,0.0029554367065429688,0.018459690734744072
4,128,,0.9976977109909058,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.2.mlp.gate_proj,,mxfp4,32,,mxfp4_e2m1_fake_quant,0.013992276042699814,none,none,,360448,E8M0_like_power2,group_power2,18.54111671447754,1.0,0,14.806329727172852,79.67435455322266,-4.5748052798444405e-05,0,11534336,0.0029554367065429688,0.018459690734744072
4,128,,0.9954166412353516,,Yes-ish; needs rotation handling,model.layers.2.mlp.gate_proj,,hadamard_absmax,,7,uniform integer-like,0.013726030476391315,polar_hadamard_blockwise,hadamard,11,90112,,last_dim_block_absmax,18.624549865722656,1.0,0,14.806329727172852,79.67435455322266,-4.5748052798444405e-05,0,11534336,0.0029554367065429688,0.018459690734744072
3,128,,0.9667912125587463,,Yes-ish; needs rotation handling,model.layers.2.mlp.gate_proj,,hadamard_absmax,,3,uniform integer-like,0.07488042861223221,polar_hadamard_blockwise,hadamard,11,90112,,last_dim_block_absmax,11.256317138671875,1.0,0,14.806329727172852,79.67435455322266,-4.5748052798444405e-05,0,11534336,0.0029554367065429688,0.018459690734744072
