method_key,method,bits,ip_bias,ip_variance,score_relative_mse,softmax_kl,topk_overlap,value_relative_mse,output_cosine
absmax_k4v4,absmax,K4V4,0.44917646050453186,2.8348214626312256,0.0456007681787014,0.012718480080366135,1.0,0.026279166340827942,0.9683602452278137
fp16,fp16,K16V16,0.0,0.0,0.0,0.0,1.0,0.0,1.0000003576278687
hadamard_lm_k3v4,hadamard_lm,K3V4,0.03799624368548393,1.9845637083053589,0.029824158176779747,0.013260751962661743,1.0,0.007661884650588036,0.966417670249939
hadamard_lm_k4v4,hadamard_lm,K4V4,0.07896365225315094,0.47626370191574097,0.007245756220072508,0.002742252079769969,1.0,0.007661884650588036,0.9925957322120667
