method_key,method,bits,relative_mse,cosine,sqnr_db
mxfp4_w4a4,mxfp4,W4A4,0.024439650043458133,0.9881903366609053,17.20245583645709
rot_lm_w3a4,rot_lm,W3A4,0.034287871650795075,0.9835741976638893,16.663450344816432
rot_lm_w4a4,rot_lm,W4A4,0.014331551583925286,0.9929988202336547,20.44940387428581
rot_mxfp4_w4a4,rot_mxfp4,W4A4,0.021604773258887135,0.9895266124180385,18.53509648744162
