a_bits,activation_quantizer_type,activation_scale_granularity,bits,block_size,compute_interpretation,cosine,layer,method,method_key,mxfp4_group_size,relative_mse,rotation,rotation_backend,rotation_seed,site,sqnr_db,w_bits,weight_quantizer_type,weight_scale_granularity
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9874585270881653,model.layers.0.mlp.up_proj,mxfp4,mxfp4_w4a4,32,0.025044243782758713,none,none,,linear,16.012920379638672,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9916866421699524,model.layers.0.mlp.up_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.016659744083881378,block_hadamard_last_dim,hadamard,11,linear,17.783315658569336,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9944702982902527,model.layers.0.mlp.up_proj,rot_lm,rot_lm_w4a4,,0.011131332255899906,block_hadamard_last_dim,hadamard,11,linear,19.534528732299805,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9868655204772949,model.layers.0.mlp.up_proj,rot_lm,rot_lm_w3a4,,0.026209000498056412,block_hadamard_last_dim,hadamard,11,linear,15.815495491027832,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.992226243019104,model.layers.0.mlp.down_proj,mxfp4,mxfp4_w4a4,32,0.01574234664440155,none,none,,linear,18.02930450439453,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9943203926086426,model.layers.0.mlp.down_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.011408631689846516,block_hadamard_last_dim,hadamard,11,linear,19.427663803100586,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9963786005973816,model.layers.0.mlp.down_proj,rot_lm,rot_lm_w4a4,,0.007314801681786776,block_hadamard_last_dim,hadamard,11,linear,21.357975006103516,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9909228682518005,model.layers.0.mlp.down_proj,rot_lm,rot_lm_w3a4,,0.018286073580384254,block_hadamard_last_dim,hadamard,11,linear,17.378795623779297,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9924854040145874,model.layers.1.self_attn.q_proj,mxfp4,mxfp4_w4a4,32,0.017208663746714592,none,none,,linear,17.642528533935547,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9976634979248047,model.layers.1.self_attn.q_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.0048109688796103,block_hadamard_last_dim,hadamard,11,linear,23.17767333984375,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9985588192939758,model.layers.1.self_attn.q_proj,rot_lm,rot_lm_w4a4,,0.003226350760087371,block_hadamard_last_dim,hadamard,11,linear,24.912883758544922,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9968635439872742,model.layers.1.self_attn.q_proj,rot_lm,rot_lm_w3a4,,0.007149631157517433,block_hadamard_last_dim,hadamard,11,linear,21.457164764404297,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9933807849884033,model.layers.1.self_attn.k_proj,mxfp4,mxfp4_w4a4,32,0.015217702835798264,none,none,,linear,18.176509857177734,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9990996718406677,model.layers.1.self_attn.k_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.0019841829780489206,block_hadamard_last_dim,hadamard,11,linear,27.02418327331543,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9993489384651184,model.layers.1.self_attn.k_proj,rot_lm,rot_lm_w4a4,,0.0015654299641028047,block_hadamard_last_dim,hadamard,11,linear,28.05366325378418,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9986430406570435,model.layers.1.self_attn.k_proj,rot_lm,rot_lm_w3a4,,0.003206876339390874,block_hadamard_last_dim,hadamard,11,linear,24.939176559448242,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9471372961997986,model.layers.1.self_attn.v_proj,mxfp4,mxfp4_w4a4,32,0.1035686731338501,none,none,,linear,9.847715377807617,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.8828866481781006,model.layers.1.self_attn.v_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.2709738612174988,block_hadamard_last_dim,hadamard,11,linear,5.670726299285889,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9076489806175232,model.layers.1.self_attn.v_proj,rot_lm,rot_lm_w4a4,,0.21127982437610626,block_hadamard_last_dim,hadamard,11,linear,6.751420021057129,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.8034073710441589,model.layers.1.self_attn.v_proj,rot_lm,rot_lm_w3a4,,0.5188358426094055,block_hadamard_last_dim,hadamard,11,linear,2.8497002124786377,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9860112071037292,model.layers.1.self_attn.o_proj,mxfp4,mxfp4_w4a4,32,0.027843479067087173,none,none,,linear,15.552764892578125,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9889679551124573,model.layers.1.self_attn.o_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.02194869890809059,block_hadamard_last_dim,hadamard,11,linear,16.585912704467773,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9926214218139648,model.layers.1.self_attn.o_proj,rot_lm,rot_lm_w4a4,,0.014711330644786358,block_hadamard_last_dim,hadamard,11,linear,18.3234806060791,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9829391241073608,model.layers.1.self_attn.o_proj,rot_lm,rot_lm_w3a4,,0.03383907675743103,block_hadamard_last_dim,hadamard,11,linear,14.705815315246582,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9921122193336487,model.layers.1.mlp.gate_proj,mxfp4,mxfp4_w4a4,32,0.015781745314598083,none,none,,linear,18.018449783325195,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9929426908493042,model.layers.1.mlp.gate_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.014144903980195522,block_hadamard_last_dim,hadamard,11,linear,18.493999481201172,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9954106211662292,model.layers.1.mlp.gate_proj,rot_lm,rot_lm_w4a4,,0.009232967160642147,block_hadamard_last_dim,hadamard,11,linear,20.346586227416992,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9891870617866516,model.layers.1.mlp.gate_proj,rot_lm,rot_lm_w3a4,,0.021696893498301506,block_hadamard_last_dim,hadamard,11,linear,16.636024475097656,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.989295244216919,model.layers.1.mlp.up_proj,mxfp4,mxfp4_w4a4,32,0.02135271579027176,none,none,,linear,16.705469131469727,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9900303483009338,model.layers.1.mlp.up_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.01989101432263851,block_hadamard_last_dim,hadamard,11,linear,17.013431549072266,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9934720993041992,model.layers.1.mlp.up_proj,rot_lm,rot_lm_w4a4,,0.013086681254208088,block_hadamard_last_dim,hadamard,11,linear,18.83170509338379,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.984741747379303,model.layers.1.mlp.up_proj,rot_lm,rot_lm_w3a4,,0.03035862185060978,block_hadamard_last_dim,hadamard,11,linear,15.177179336547852,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9876748323440552,model.layers.1.mlp.down_proj,mxfp4,mxfp4_w4a4,32,0.024527903646230698,none,none,,linear,16.103395462036133,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9909048676490784,model.layers.1.mlp.down_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.018114164471626282,block_hadamard_last_dim,hadamard,11,linear,17.419816970825195,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9940717816352844,model.layers.1.mlp.down_proj,rot_lm,rot_lm_w4a4,,0.01183895580470562,block_hadamard_last_dim,hadamard,11,linear,19.26686668395996,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9857722520828247,model.layers.1.mlp.down_proj,rot_lm,rot_lm_w3a4,,0.028283165767788887,block_hadamard_last_dim,hadamard,11,linear,15.484719276428223,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9950580596923828,model.layers.2.self_attn.q_proj,mxfp4,mxfp4_w4a4,32,0.00990249589085579,none,none,,linear,20.042552947998047,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9976609945297241,model.layers.2.self_attn.q_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.004926544148474932,block_hadamard_last_dim,hadamard,11,linear,23.07457733154297,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9984567165374756,model.layers.2.self_attn.q_proj,rot_lm,rot_lm_w4a4,,0.0031370818614959717,block_hadamard_last_dim,hadamard,11,linear,25.03474235534668,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9963428378105164,model.layers.2.self_attn.q_proj,rot_lm,rot_lm_w3a4,,0.0076544866897165775,block_hadamard_last_dim,hadamard,11,linear,21.160839080810547,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9961975812911987,model.layers.2.self_attn.k_proj,mxfp4,mxfp4_w4a4,32,0.0077926162630319595,none,none,,linear,21.083166122436523,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9987848401069641,model.layers.2.self_attn.k_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.0028000716120004654,block_hadamard_last_dim,hadamard,11,linear,25.528308868408203,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9993337988853455,model.layers.2.self_attn.k_proj,rot_lm,rot_lm_w4a4,,0.0013891041744500399,block_hadamard_last_dim,hadamard,11,linear,28.57265281677246,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9983596205711365,model.layers.2.self_attn.k_proj,rot_lm,rot_lm_w3a4,,0.003832689020782709,block_hadamard_last_dim,hadamard,11,linear,24.16496467590332,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9444854259490967,model.layers.2.self_attn.v_proj,mxfp4,mxfp4_w4a4,32,0.11027113348245621,none,none,,linear,9.5753812789917,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9332356452941895,model.layers.2.self_attn.v_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.14262527227401733,block_hadamard_last_dim,hadamard,11,linear,8.45803451538086,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.954398512840271,model.layers.2.self_attn.v_proj,rot_lm,rot_lm_w4a4,,0.09551367163658142,block_hadamard_last_dim,hadamard,11,linear,10.199344635009766,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.8926267623901367,model.layers.2.self_attn.v_proj,rot_lm,rot_lm_w3a4,,0.23588156700134277,block_hadamard_last_dim,hadamard,11,linear,6.273059844970703,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9877985119819641,model.layers.2.self_attn.o_proj,mxfp4,mxfp4_w4a4,32,0.0242779403924942,none,none,,linear,16.14788246154785,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9895696043968201,model.layers.2.self_attn.o_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.02082192525267601,block_hadamard_last_dim,hadamard,11,linear,16.814790725708008,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9930133819580078,model.layers.2.self_attn.o_proj,rot_lm,rot_lm_w4a4,,0.013952584937214851,block_hadamard_last_dim,hadamard,11,linear,18.55345344543457,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9834963083267212,model.layers.2.self_attn.o_proj,rot_lm,rot_lm_w3a4,,0.032753836363554,block_hadamard_last_dim,hadamard,11,linear,14.847378730773926,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9919271469116211,model.layers.2.mlp.gate_proj,mxfp4,mxfp4_w4a4,32,0.016183972358703613,none,none,,linear,17.909149169921875,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.992112934589386,model.layers.2.mlp.gate_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.015798520296812057,block_hadamard_last_dim,hadamard,11,linear,18.013835906982422,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.994921088218689,model.layers.2.mlp.gate_proj,rot_lm,rot_lm_w4a4,,0.010231819935142994,block_hadamard_last_dim,hadamard,11,linear,19.900470733642578,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.987985372543335,model.layers.2.mlp.gate_proj,rot_lm,rot_lm_w3a4,,0.024038899689912796,block_hadamard_last_dim,hadamard,11,linear,16.190855026245117,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9891284108161926,model.layers.2.mlp.up_proj,mxfp4,mxfp4_w4a4,32,0.02166822925209999,none,none,,linear,16.641765594482422,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9893518090248108,model.layers.2.mlp.up_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.02122461050748825,block_hadamard_last_dim,hadamard,11,linear,16.731603622436523,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9930511116981506,model.layers.2.mlp.up_proj,rot_lm,rot_lm_w4a4,,0.013912171125411987,block_hadamard_last_dim,hadamard,11,linear,18.566051483154297,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9836850166320801,model.layers.2.mlp.up_proj,rot_lm,rot_lm_w3a4,,0.032422710210084915,block_hadamard_last_dim,hadamard,11,linear,14.89150619506836,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.998812735080719,model.layers.2.mlp.down_proj,mxfp4,mxfp4_w4a4,32,0.09134536236524582,none,none,,linear,10.393135070800781,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9966840744018555,model.layers.2.mlp.down_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.024161536246538162,block_hadamard_last_dim,hadamard,11,linear,16.16875457763672,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9979521036148071,model.layers.2.mlp.down_proj,rot_lm,rot_lm_w4a4,,0.006857806351035833,block_hadamard_last_dim,hadamard,11,linear,21.638147354125977,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9913079142570496,model.layers.2.mlp.down_proj,rot_lm,rot_lm_w3a4,,0.020885268226265907,block_hadamard_last_dim,hadamard,11,linear,16.801599502563477,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9970293641090393,model.layers.3.self_attn.q_proj,mxfp4,mxfp4_w4a4,32,0.006139678880572319,none,none,,linear,22.118545532226562,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9986120462417603,model.layers.3.self_attn.q_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.003044742625206709,block_hadamard_last_dim,hadamard,11,linear,25.164493560791016,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,32,non-uniform codebook fake quant; not native INT GEMM,0.999082624912262,model.layers.3.self_attn.q_proj,rot_lm,rot_lm_w4a4,,0.0019072763388976455,block_hadamard_last_dim,hadamard,11,linear,27.195863723754883,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,32,non-uniform codebook fake quant; not native INT GEMM,0.9977831244468689,model.layers.3.self_attn.q_proj,rot_lm,rot_lm_w3a4,,0.004829885438084602,block_hadamard_last_dim,hadamard,11,linear,23.16063117980957,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,MXFP4 E2M1 fake quant with 32-value group scales,0.9972092509269714,model.layers.3.self_attn.k_proj,mxfp4,mxfp4_w4a4,32,0.006044476293027401,none,none,,linear,22.186412811279297,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,32,Hadamard rotation + MXFP4 E2M1 fake quant,0.9988918304443359,model.layers.3.self_attn.k_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.0024555432610213757,block_hadamard_last_dim,hadamard,11,linear,26.098522186279297,4,mxfp4_e2m1_fake_quant,group_power2
