bits,block_size,codebook,cosine,int_gemm_friendly,layer,levels,method,mxfp4_group_size,qmax,quantizer_type,relative_mse,rotation,rotation_backend,rotation_seed,scale_count,scale_granularity,sqnr_db,weight_finite_ratio,weight_inf_count,weight_kurtosis,weight_max_mean_ratio,weight_mean,weight_nan_count,weight_numel,weight_outlier_ratio_3sigma,weight_std
4,128,,1.0030790567398071,Yes-ish; needs rotation handling,model.layers.2.mlp.down_proj,,hadamard_absmax,,7,uniform integer-like,0.013729679398238659,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,18.623395919799805,1.0,0,3.668131113052368,63.860233306884766,1.97027202375466e-06,0,58720256,0.0032553502824157476,0.010639929212629795
3,128,,0.9741169214248657,Yes-ish; needs rotation handling,model.layers.2.mlp.down_proj,,hadamard_absmax,,3,uniform integer-like,0.07480927556753159,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,11.260444641113281,1.0,0,3.668131113052368,63.860233306884766,1.97027202375466e-06,0,58720256,0.0032553502824157476,0.010639929212629795
2,128,,0.7491985559463501,Yes-ish; needs rotation handling,model.layers.2.mlp.down_proj,,hadamard_absmax,,1,uniform integer-like,0.5874109864234924,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,2.310579538345337,1.0,0,3.668131113052368,63.860233306884766,1.97027202375466e-06,0,58720256,0.0032553502824157476,0.010639929212629795
4,128,gaussian_lloyd_max_standard_normal,1.0052708387374878,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.mlp.down_proj,16,hadamard_lm,,,non-uniform codebook,0.009324382990598679,polar_hadamard_blockwise,hadamard,0,,,20.303800582885742,1.0,0,3.668131113052368,63.860233306884766,1.97027202375466e-06,0,58720256,0.0032553502824157476,0.010639929212629795
3,128,gaussian_lloyd_max_standard_normal,0.9927722215652466,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.mlp.down_proj,8,hadamard_lm,,,non-uniform codebook,0.03394964337348938,polar_hadamard_blockwise,hadamard,0,,,14.69164752960205,1.0,0,3.668131113052368,63.860233306884766,1.97027202375466e-06,0,58720256,0.0032553502824157476,0.010639929212629795
2,128,gaussian_lloyd_max_standard_normal,0.9499045014381409,No; needs LUT/dequant or codebook-aware MAC,model.layers.2.mlp.down_proj,4,hadamard_lm,,,non-uniform codebook,0.11589264869689941,polar_hadamard_blockwise,hadamard,0,,,9.359441757202148,1.0,0,3.668131113052368,63.860233306884766,1.97027202375466e-06,0,58720256,0.0032553502824157476,0.010639929212629795
4,128,,0.9932916760444641,Yes,model.layers.3.self_attn.q_proj,,direct_absmax,,7,uniform integer-like,0.015141818672418594,none,none,,131072,flat_block_absmax,18.198219299316406,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
3,128,,0.9620157480239868,Yes,model.layers.3.self_attn.q_proj,,direct_absmax,,3,uniform integer-like,0.08219526708126068,none,none,,131072,flat_block_absmax,10.851531982421875,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
2,128,,0.728675127029419,Yes,model.layers.3.self_attn.q_proj,,direct_absmax,,1,uniform integer-like,0.5989047884941101,none,none,,131072,flat_block_absmax,2.226422071456909,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
4,128,,0.9950574040412903,Yes-ish; needs rotation handling,model.layers.3.self_attn.q_proj,,hadamard_absmax,,7,uniform integer-like,0.013735758140683174,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,18.62147331237793,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
3,128,,0.9664632678031921,Yes-ish; needs rotation handling,model.layers.3.self_attn.q_proj,,hadamard_absmax,,3,uniform integer-like,0.07482828944921494,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,11.2593412399292,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
2,128,,0.7432767152786255,Yes-ish; needs rotation handling,model.layers.3.self_attn.q_proj,,hadamard_absmax,,1,uniform integer-like,0.587528645992279,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,2.3097095489501953,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
4,128,gaussian_lloyd_max_standard_normal,0.9971534609794617,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.q_proj,16,hadamard_lm,,,non-uniform codebook,0.009325237013399601,polar_hadamard_blockwise,hadamard,0,,,20.303401947021484,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
3,128,gaussian_lloyd_max_standard_normal,0.9846793413162231,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.q_proj,8,hadamard_lm,,,non-uniform codebook,0.03396162763237953,polar_hadamard_blockwise,hadamard,0,,,14.690114974975586,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
2,128,gaussian_lloyd_max_standard_normal,0.9420102834701538,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.q_proj,4,hadamard_lm,,,non-uniform codebook,0.11587120592594147,polar_hadamard_blockwise,hadamard,0,,,9.360244750976562,1.0,0,4.191164970397949,15.527647972106934,-8.67579331043089e-07,0,16777216,0.008406400680541992,0.017574386671185493
4,128,,0.992563009262085,Yes,model.layers.3.self_attn.k_proj,,direct_absmax,,7,uniform integer-like,0.015054372139275074,none,none,,32768,flat_block_absmax,18.223373413085938,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
3,128,,0.961724042892456,Yes,model.layers.3.self_attn.k_proj,,direct_absmax,,3,uniform integer-like,0.08159680664539337,none,none,,32768,flat_block_absmax,10.883268356323242,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
2,128,,0.7282562255859375,Yes,model.layers.3.self_attn.k_proj,,direct_absmax,,1,uniform integer-like,0.5993619561195374,none,none,,32768,flat_block_absmax,2.2231080532073975,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
4,128,,0.9933357238769531,Yes-ish; needs rotation handling,model.layers.3.self_attn.k_proj,,hadamard_absmax,,7,uniform integer-like,0.013738961890339851,polar_hadamard_blockwise,hadamard,0,32768,last_dim_block_absmax,18.620460510253906,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
3,128,,0.9648159146308899,Yes-ish; needs rotation handling,model.layers.3.self_attn.k_proj,,hadamard_absmax,,3,uniform integer-like,0.07482020556926727,polar_hadamard_blockwise,hadamard,0,32768,last_dim_block_absmax,11.259811401367188,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
2,128,,0.7416004538536072,Yes-ish; needs rotation handling,model.layers.3.self_attn.k_proj,,hadamard_absmax,,1,uniform integer-like,0.588040828704834,polar_hadamard_blockwise,hadamard,0,32768,last_dim_block_absmax,2.3059253692626953,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
4,128,gaussian_lloyd_max_standard_normal,0.9954584836959839,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.k_proj,16,hadamard_lm,,,non-uniform codebook,0.009315417148172855,polar_hadamard_blockwise,hadamard,0,,,20.3079776763916,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
3,128,gaussian_lloyd_max_standard_normal,0.9829983115196228,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.k_proj,8,hadamard_lm,,,non-uniform codebook,0.033957239240407944,polar_hadamard_blockwise,hadamard,0,,,14.690675735473633,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
2,128,gaussian_lloyd_max_standard_normal,0.9403844475746155,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.k_proj,4,hadamard_lm,,,non-uniform codebook,0.11589232832193375,polar_hadamard_blockwise,hadamard,0,,,9.359453201293945,1.0,0,4.450153827667236,13.590669631958008,-1.9018265447812155e-05,0,4194304,0.009895801544189453,0.0268423929810524
4,128,,0.9927719235420227,Yes,model.layers.3.self_attn.v_proj,,direct_absmax,,7,uniform integer-like,0.014479981735348701,none,none,,32768,flat_block_absmax,18.392318725585938,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
3,128,,0.9629722833633423,Yes,model.layers.3.self_attn.v_proj,,direct_absmax,,3,uniform integer-like,0.07854416966438293,none,none,,32768,flat_block_absmax,11.048860549926758,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
2,128,,0.7349100708961487,Yes,model.layers.3.self_attn.v_proj,,direct_absmax,,1,uniform integer-like,0.592324435710907,none,none,,32768,flat_block_absmax,2.2744033336639404,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
4,128,,0.9932101368904114,Yes-ish; needs rotation handling,model.layers.3.self_attn.v_proj,,hadamard_absmax,,7,uniform integer-like,0.013763098046183586,polar_hadamard_blockwise,hadamard,0,32768,last_dim_block_absmax,18.612838745117188,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
3,128,,0.9646620750427246,Yes-ish; needs rotation handling,model.layers.3.self_attn.v_proj,,hadamard_absmax,,3,uniform integer-like,0.07496574521064758,polar_hadamard_blockwise,hadamard,0,32768,last_dim_block_absmax,11.251371383666992,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
2,128,,0.741161048412323,Yes-ish; needs rotation handling,model.layers.3.self_attn.v_proj,,hadamard_absmax,,1,uniform integer-like,0.58808833360672,polar_hadamard_blockwise,hadamard,0,32768,last_dim_block_absmax,2.305574655532837,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
4,128,gaussian_lloyd_max_standard_normal,0.9953383207321167,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.v_proj,16,hadamard_lm,,,non-uniform codebook,0.009340178221464157,polar_hadamard_blockwise,hadamard,0,,,20.29644775390625,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
3,128,gaussian_lloyd_max_standard_normal,0.9828876256942749,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.v_proj,8,hadamard_lm,,,non-uniform codebook,0.03397137299180031,polar_hadamard_blockwise,hadamard,0,,,14.688868522644043,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
2,128,gaussian_lloyd_max_standard_normal,0.9402127861976624,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.v_proj,4,hadamard_lm,,,non-uniform codebook,0.11604281514883041,polar_hadamard_blockwise,hadamard,0,,,9.353816986083984,1.0,0,3.498784303665161,20.461383819580078,-3.26935537486861e-06,0,4194304,0.005213260650634766,0.007742066401988268
4,128,,0.9930943250656128,Yes,model.layers.3.self_attn.o_proj,,direct_absmax,,7,uniform integer-like,0.01410756167024374,none,none,,131072,flat_block_absmax,18.50547981262207,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
3,128,,0.9642876982688904,Yes,model.layers.3.self_attn.o_proj,,direct_absmax,,3,uniform integer-like,0.07685501873493195,none,none,,131072,flat_block_absmax,11.143278121948242,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
2,128,,0.7367193102836609,Yes,model.layers.3.self_attn.o_proj,,direct_absmax,,1,uniform integer-like,0.5922027230262756,none,none,,131072,flat_block_absmax,2.275296211242676,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
4,128,,0.9946612119674683,Yes-ish; needs rotation handling,model.layers.3.self_attn.o_proj,,hadamard_absmax,,7,uniform integer-like,0.013755060732364655,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,18.615375518798828,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
3,128,,0.9660141468048096,Yes-ish; needs rotation handling,model.layers.3.self_attn.o_proj,,hadamard_absmax,,3,uniform integer-like,0.07493771612644196,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,11.252995491027832,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
2,128,,0.7429015636444092,Yes-ish; needs rotation handling,model.layers.3.self_attn.o_proj,,hadamard_absmax,,1,uniform integer-like,0.5877730250358582,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,2.30790376663208,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
4,128,gaussian_lloyd_max_standard_normal,0.9967867732048035,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.o_proj,16,hadamard_lm,,,non-uniform codebook,0.009332636371254921,polar_hadamard_blockwise,hadamard,0,,,20.299957275390625,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
3,128,gaussian_lloyd_max_standard_normal,0.9843063950538635,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.o_proj,8,hadamard_lm,,,non-uniform codebook,0.03396974131464958,polar_hadamard_blockwise,hadamard,0,,,14.689077377319336,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
2,128,gaussian_lloyd_max_standard_normal,0.941535234451294,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.o_proj,4,hadamard_lm,,,non-uniform codebook,0.1160275861620903,polar_hadamard_blockwise,hadamard,0,,,9.354387283325195,1.0,0,4.6856255531311035,47.20991516113281,1.573148892930476e-06,0,16777216,0.004193782806396484,0.00888141430914402
4,128,,1.0035239458084106,Yes,model.layers.3.mlp.gate_proj,,direct_absmax,,7,uniform integer-like,0.014492940157651901,none,none,,458752,flat_block_absmax,18.38843536376953,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
3,128,,0.9674232602119446,Yes,model.layers.3.mlp.gate_proj,,direct_absmax,,3,uniform integer-like,0.078123077750206,none,none,,458752,flat_block_absmax,11.072206497192383,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
2,128,,0.7394894957542419,Yes,model.layers.3.mlp.gate_proj,,direct_absmax,,1,uniform integer-like,0.5909759998321533,none,none,,458752,flat_block_absmax,2.2843017578125,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
4,128,,1.0036933422088623,Yes-ish; needs rotation handling,model.layers.3.mlp.gate_proj,,hadamard_absmax,,7,uniform integer-like,0.013737466186285019,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,18.620933532714844,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
3,128,,0.9749693274497986,Yes-ish; needs rotation handling,model.layers.3.mlp.gate_proj,,hadamard_absmax,,3,uniform integer-like,0.07483237981796265,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,11.259103775024414,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
2,128,,0.7495537400245667,Yes-ish; needs rotation handling,model.layers.3.mlp.gate_proj,,hadamard_absmax,,1,uniform integer-like,0.5873554944992065,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,2.3109898567199707,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
4,128,gaussian_lloyd_max_standard_normal,1.00577974319458,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.gate_proj,16,hadamard_lm,,,non-uniform codebook,0.009327939711511135,polar_hadamard_blockwise,hadamard,0,,,20.302143096923828,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
3,128,gaussian_lloyd_max_standard_normal,0.9931049346923828,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.gate_proj,8,hadamard_lm,,,non-uniform codebook,0.033969756215810776,polar_hadamard_blockwise,hadamard,0,,,14.689075469970703,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
2,128,gaussian_lloyd_max_standard_normal,0.9495834708213806,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.gate_proj,4,hadamard_lm,,,non-uniform codebook,0.11596014350652695,polar_hadamard_blockwise,hadamard,0,,,9.356912612915039,1.0,0,3.7501885890960693,45.985557556152344,-2.807513055813615e-06,0,58720256,0.004594394005835056,0.012790583074092865
4,128,,1.0054984092712402,Yes,model.layers.3.mlp.up_proj,,direct_absmax,,7,uniform integer-like,0.014402741566300392,none,none,,458752,flat_block_absmax,18.41554832458496,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
3,128,,0.9693444967269897,Yes,model.layers.3.mlp.up_proj,,direct_absmax,,3,uniform integer-like,0.0778937116265297,none,none,,458752,flat_block_absmax,11.084976196289062,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
2,128,,0.7394360899925232,Yes,model.layers.3.mlp.up_proj,,direct_absmax,,1,uniform integer-like,0.5908175706863403,none,none,,458752,flat_block_absmax,2.285466432571411,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
4,128,,1.0032968521118164,Yes-ish; needs rotation handling,model.layers.3.mlp.up_proj,,hadamard_absmax,,7,uniform integer-like,0.013737587258219719,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,18.620895385742188,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
3,128,,0.9743190407752991,Yes-ish; needs rotation handling,model.layers.3.mlp.up_proj,,hadamard_absmax,,3,uniform integer-like,0.0748584046959877,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,11.25759506225586,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
2,128,,0.7492654919624329,Yes-ish; needs rotation handling,model.layers.3.mlp.up_proj,,hadamard_absmax,,1,uniform integer-like,0.5874162316322327,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,2.3105406761169434,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
4,128,gaussian_lloyd_max_standard_normal,1.0054763555526733,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.up_proj,16,hadamard_lm,,,non-uniform codebook,0.009327199310064316,polar_hadamard_blockwise,hadamard,0,,,20.302488327026367,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
3,128,gaussian_lloyd_max_standard_normal,0.9929646253585815,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.up_proj,8,hadamard_lm,,,non-uniform codebook,0.033975377678871155,polar_hadamard_blockwise,hadamard,0,,,14.68835735321045,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
2,128,gaussian_lloyd_max_standard_normal,0.9500209093093872,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.up_proj,4,hadamard_lm,,,non-uniform codebook,0.11594971269369125,polar_hadamard_blockwise,hadamard,0,,,9.357303619384766,1.0,0,3.2013721466064453,30.15509033203125,8.557026376365684e-07,0,58720256,0.00322524132207036,0.010407834313809872
4,128,,1.0056345462799072,Yes,model.layers.3.mlp.down_proj,,direct_absmax,,7,uniform integer-like,0.014581549912691116,none,none,,458752,flat_block_absmax,18.361963272094727,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
3,128,,0.9688451886177063,Yes,model.layers.3.mlp.down_proj,,direct_absmax,,3,uniform integer-like,0.07880733907222748,none,none,,458752,flat_block_absmax,11.034334182739258,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
2,128,,0.7375794649124146,Yes,model.layers.3.mlp.down_proj,,direct_absmax,,1,uniform integer-like,0.5928940176963806,none,none,,458752,flat_block_absmax,2.2702293395996094,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
4,128,,1.003353238105774,Yes-ish; needs rotation handling,model.layers.3.mlp.down_proj,,hadamard_absmax,,7,uniform integer-like,0.01372932456433773,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,18.62350845336914,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
3,128,,0.974388062953949,Yes-ish; needs rotation handling,model.layers.3.mlp.down_proj,,hadamard_absmax,,3,uniform integer-like,0.07482080906629562,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,11.25977611541748,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
2,128,,0.7493575811386108,Yes-ish; needs rotation handling,model.layers.3.mlp.down_proj,,hadamard_absmax,,1,uniform integer-like,0.5874462127685547,polar_hadamard_blockwise,hadamard,0,458752,last_dim_block_absmax,2.310318946838379,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
4,128,gaussian_lloyd_max_standard_normal,1.00555419921875,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.down_proj,16,hadamard_lm,,,non-uniform codebook,0.009324385784566402,polar_hadamard_blockwise,hadamard,0,,,20.30379867553711,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
3,128,gaussian_lloyd_max_standard_normal,0.9930251836776733,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.down_proj,8,hadamard_lm,,,non-uniform codebook,0.03395325317978859,polar_hadamard_blockwise,hadamard,0,,,14.69118595123291,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
2,128,gaussian_lloyd_max_standard_normal,0.950096607208252,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.down_proj,4,hadamard_lm,,,non-uniform codebook,0.11590273678302765,polar_hadamard_blockwise,hadamard,0,,,9.359063148498535,1.0,0,3.581942319869995,58.81375503540039,-1.2538624787339359e-06,0,58720256,0.0032616343814879656,0.010388308204710484
4,128,,0.9929342865943909,Yes,model.layers.4.self_attn.q_proj,,direct_absmax,,7,uniform integer-like,0.01572425290942192,none,none,,131072,flat_block_absmax,18.034299850463867,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
3,128,,0.960646390914917,Yes,model.layers.4.self_attn.q_proj,,direct_absmax,,3,uniform integer-like,0.08498615026473999,none,none,,131072,flat_block_absmax,10.70651912689209,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
2,128,,0.7263322472572327,Yes,model.layers.4.self_attn.q_proj,,direct_absmax,,1,uniform integer-like,0.6004891991615295,none,none,,131072,flat_block_absmax,2.2149477005004883,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
4,128,,0.9948736429214478,Yes-ish; needs rotation handling,model.layers.4.self_attn.q_proj,,hadamard_absmax,,7,uniform integer-like,0.01368631049990654,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,18.637136459350586,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
3,128,,0.9664319753646851,Yes-ish; needs rotation handling,model.layers.4.self_attn.q_proj,,hadamard_absmax,,3,uniform integer-like,0.07454598695039749,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,11.275757789611816,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
2,128,,0.7439512014389038,Yes-ish; needs rotation handling,model.layers.4.self_attn.q_proj,,hadamard_absmax,,1,uniform integer-like,0.586400032043457,polar_hadamard_blockwise,hadamard,0,131072,last_dim_block_absmax,2.3180601596832275,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
4,128,gaussian_lloyd_max_standard_normal,0.9969572424888611,No; needs LUT/dequant or codebook-aware MAC,model.layers.4.self_attn.q_proj,16,hadamard_lm,,,non-uniform codebook,0.009303022176027298,polar_hadamard_blockwise,hadamard,0,,,20.313758850097656,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
3,128,gaussian_lloyd_max_standard_normal,0.9844951033592224,No; needs LUT/dequant or codebook-aware MAC,model.layers.4.self_attn.q_proj,8,hadamard_lm,,,non-uniform codebook,0.033877503126859665,polar_hadamard_blockwise,hadamard,0,,,14.700885772705078,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
2,128,gaussian_lloyd_max_standard_normal,0.9417980313301086,No; needs LUT/dequant or codebook-aware MAC,model.layers.4.self_attn.q_proj,4,hadamard_lm,,,non-uniform codebook,0.11575815081596375,polar_hadamard_blockwise,hadamard,0,,,9.364483833312988,1.0,0,4.8743486404418945,24.3635196685791,-1.8108221411239356e-06,0,16777216,0.008814096450805664,0.017348334193229675
4,128,,0.9919267296791077,Yes,model.layers.4.self_attn.k_proj,,direct_absmax,,7,uniform integer-like,0.016345936805009842,none,none,,32768,flat_block_absmax,17.865901947021484,1.0,0,4.6558146476745605,16.079084396362305,-1.9420280295889825e-05,0,4194304,0.00830531120300293,0.026395635679364204
3,128,,0.9589546322822571,Yes,model.layers.4.self_attn.k_proj,,direct_absmax,,3,uniform integer-like,0.0873970091342926,none,none,,32768,flat_block_absmax,10.585033416748047,1.0,0,4.6558146476745605,16.079084396362305,-1.9420280295889825e-05,0,4194304,0.00830531120300293,0.026395635679364204
2,128,,0.7251214981079102,Yes,model.layers.4.self_attn.k_proj,,direct_absmax,,1,uniform integer-like,0.6001102328300476,none,none,,32768,flat_block_absmax,2.2176895141601562,1.0,0,4.6558146476745605,16.079084396362305,-1.9420280295889825e-05,0,4194304,0.00830531120300293,0.026395635679364204
