a_bits,activation_quantizer_type,activation_scale_granularity,bits,block_size,compute_interpretation,cosine,down_activation_quantizer_type,down_weight_quantizer_type,layer,method,method_key,mxfp4_group_size,relative_mse,rotation,rotation_backend,rotation_seed,site,sqnr_db,w_bits,weight_quantizer_type,weight_scale_granularity
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.951282262802124,non-uniform codebook,non-uniform codebook,model.layers.12.mlp,rot_lm,ffn_rot_lm_w4a3,,0.09510112553834915,block_hadamard_last_dim,hadamard,0,ffn,10.218143463134766,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9238154888153076,non-uniform codebook,non-uniform codebook,model.layers.12.mlp,rot_lm,ffn_rot_lm_w3a3,,0.1468675434589386,block_hadamard_last_dim,hadamard,0,ffn,8.330741882324219,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999932050704956,,,model.layers.13.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,94.02801513671875,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9375185966491699,uniform integer-like,uniform integer-like,model.layers.13.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.13570019602775574,none,none,,ffn,8.674195289611816,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9701403379440308,uniform integer-like,uniform integer-like,model.layers.13.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.06265734136104584,block_hadamard_last_dim,hadamard,0,ffn,12.030281066894531,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9787049293518066,non-uniform codebook,non-uniform codebook,model.layers.13.mlp,rot_lm,ffn_rot_lm_w4a4,,0.04214581474661827,block_hadamard_last_dim,hadamard,0,ffn,13.752455711364746,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9509934782981873,non-uniform codebook,non-uniform codebook,model.layers.13.mlp,rot_lm,ffn_rot_lm_w3a4,,0.09574096649885178,block_hadamard_last_dim,hadamard,0,ffn,10.189022064208984,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9504870176315308,non-uniform codebook,non-uniform codebook,model.layers.13.mlp,rot_lm,ffn_rot_lm_w4a3,,0.09660068899393082,block_hadamard_last_dim,hadamard,0,ffn,10.150197982788086,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9234333634376526,non-uniform codebook,non-uniform codebook,model.layers.13.mlp,rot_lm,ffn_rot_lm_w3a3,,0.14744020998477936,block_hadamard_last_dim,hadamard,0,ffn,8.313840866088867,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.999994695186615,,,model.layers.14.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,94.70592498779297,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9366035461425781,uniform integer-like,uniform integer-like,model.layers.14.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.1378086507320404,none,none,,ffn,8.607234954833984,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9695872068405151,uniform integer-like,uniform integer-like,model.layers.14.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.06366310268640518,block_hadamard_last_dim,hadamard,0,ffn,11.961121559143066,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9785407781600952,non-uniform codebook,non-uniform codebook,model.layers.14.mlp,rot_lm,ffn_rot_lm_w4a4,,0.04246414080262184,block_hadamard_last_dim,hadamard,0,ffn,13.71977710723877,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9505868554115295,non-uniform codebook,non-uniform codebook,model.layers.14.mlp,rot_lm,ffn_rot_lm_w3a4,,0.0965384766459465,block_hadamard_last_dim,hadamard,0,ffn,10.152996063232422,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9501050114631653,non-uniform codebook,non-uniform codebook,model.layers.14.mlp,rot_lm,ffn_rot_lm_w4a3,,0.09730717539787292,block_hadamard_last_dim,hadamard,0,ffn,10.118551254272461,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9226245284080505,non-uniform codebook,non-uniform codebook,model.layers.14.mlp,rot_lm,ffn_rot_lm_w3a3,,0.14890557527542114,block_hadamard_last_dim,hadamard,0,ffn,8.270891189575195,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999920129776001,,,model.layers.15.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,95.77291870117188,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9408408403396606,uniform integer-like,uniform integer-like,model.layers.15.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.12665213644504547,none,none,,ffn,8.97387409210205,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9718852639198303,uniform integer-like,uniform integer-like,model.layers.15.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05871868133544922,block_hadamard_last_dim,hadamard,0,ffn,12.312236785888672,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9798955321311951,non-uniform codebook,non-uniform codebook,model.layers.15.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03981132432818413,block_hadamard_last_dim,hadamard,0,ffn,13.999934196472168,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9542151093482971,non-uniform codebook,non-uniform codebook,model.layers.15.mlp,rot_lm,ffn_rot_lm_w3a4,,0.0897558182477951,block_hadamard_last_dim,hadamard,0,ffn,10.46937370300293,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9530694484710693,non-uniform codebook,non-uniform codebook,model.layers.15.mlp,rot_lm,ffn_rot_lm_w4a3,,0.09171441942453384,block_hadamard_last_dim,hadamard,0,ffn,10.37562370300293,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9279837608337402,non-uniform codebook,non-uniform codebook,model.layers.15.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13930977880954742,block_hadamard_last_dim,hadamard,0,ffn,8.56018352508545,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.999993085861206,,,model.layers.16.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,96.19471740722656,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.945808470249176,uniform integer-like,uniform integer-like,model.layers.16.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.11568813771009445,none,none,,ffn,9.367112159729004,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9733397960662842,uniform integer-like,uniform integer-like,model.layers.16.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05526949465274811,block_hadamard_last_dim,hadamard,0,ffn,12.57514476776123,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9811139702796936,non-uniform codebook,non-uniform codebook,model.layers.16.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03744162246584892,block_hadamard_last_dim,hadamard,0,ffn,14.266453742980957,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9560274481773376,non-uniform codebook,non-uniform codebook,model.layers.16.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08663201332092285,block_hadamard_last_dim,hadamard,0,ffn,10.62321662902832,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9551264643669128,non-uniform codebook,non-uniform codebook,model.layers.16.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08796659857034683,block_hadamard_last_dim,hadamard,0,ffn,10.556821823120117,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9303519129753113,non-uniform codebook,non-uniform codebook,model.layers.16.mlp,rot_lm,ffn_rot_lm_w3a3,,0.1354982703924179,block_hadamard_last_dim,hadamard,0,ffn,8.680662155151367,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999971389770508,,,model.layers.17.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,97.00131225585938,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9478921890258789,uniform integer-like,uniform integer-like,model.layers.17.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.11034006625413895,none,none,,ffn,9.572667121887207,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.974632978439331,uniform integer-like,uniform integer-like,model.layers.17.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05293533578515053,block_hadamard_last_dim,hadamard,0,ffn,12.762542724609375,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.981728196144104,non-uniform codebook,non-uniform codebook,model.layers.17.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03626741096377373,block_hadamard_last_dim,hadamard,0,ffn,14.404834747314453,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9571830630302429,non-uniform codebook,non-uniform codebook,model.layers.17.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08449248969554901,block_hadamard_last_dim,hadamard,0,ffn,10.731819152832031,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9568862915039062,non-uniform codebook,non-uniform codebook,model.layers.17.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08462634682655334,block_hadamard_last_dim,hadamard,0,ffn,10.724944114685059,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9325515627861023,non-uniform codebook,non-uniform codebook,model.layers.17.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13139303028583527,block_hadamard_last_dim,hadamard,0,ffn,8.814276695251465,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999977946281433,,,model.layers.18.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,97.03899383544922,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9500073790550232,uniform integer-like,uniform integer-like,model.layers.18.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.10588477551937103,none,none,,ffn,9.751665115356445,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9745739698410034,uniform integer-like,uniform integer-like,model.layers.18.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05295450985431671,block_hadamard_last_dim,hadamard,0,ffn,12.760971069335938,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9817504286766052,non-uniform codebook,non-uniform codebook,model.layers.18.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03625282645225525,block_hadamard_last_dim,hadamard,0,ffn,14.406580924987793,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9572367072105408,non-uniform codebook,non-uniform codebook,model.layers.18.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08442897349596024,block_hadamard_last_dim,hadamard,0,ffn,10.735084533691406,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9573820233345032,non-uniform codebook,non-uniform codebook,model.layers.18.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08383025974035263,block_hadamard_last_dim,hadamard,0,ffn,10.765992164611816,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9332846999168396,non-uniform codebook,non-uniform codebook,model.layers.18.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13039366900920868,block_hadamard_last_dim,hadamard,0,ffn,8.847434997558594,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999961256980896,,,model.layers.19.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,96.84668731689453,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9487735033035278,uniform integer-like,uniform integer-like,model.layers.19.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.10890057682991028,none,none,,ffn,9.629698753356934,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.972877562046051,uniform integer-like,uniform integer-like,model.layers.19.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05649278685450554,block_hadamard_last_dim,hadamard,0,ffn,12.480070114135742,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9807273149490356,non-uniform codebook,non-uniform codebook,model.layers.19.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03824874386191368,block_hadamard_last_dim,hadamard,0,ffn,14.173828125,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9549787640571594,non-uniform codebook,non-uniform codebook,model.layers.19.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08843418955802917,block_hadamard_last_dim,hadamard,0,ffn,10.533798217773438,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9554076790809631,non-uniform codebook,non-uniform codebook,model.layers.19.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08752701431512833,block_hadamard_last_dim,hadamard,0,ffn,10.57857894897461,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9300479888916016,non-uniform codebook,non-uniform codebook,model.layers.19.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13582897186279297,block_hadamard_last_dim,hadamard,0,ffn,8.670075416564941,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999977946281433,,,model.layers.20.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,97.2449951171875,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9502786993980408,uniform integer-like,uniform integer-like,model.layers.20.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.1058763936161995,none,none,,ffn,9.752008438110352,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9736323952674866,uniform integer-like,uniform integer-like,model.layers.20.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05521503463387489,block_hadamard_last_dim,hadamard,0,ffn,12.579426765441895,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.981264591217041,non-uniform codebook,non-uniform codebook,model.layers.20.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03719305992126465,block_hadamard_last_dim,hadamard,0,ffn,14.295381546020508,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9553359150886536,non-uniform codebook,non-uniform codebook,model.layers.20.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08783893287181854,block_hadamard_last_dim,hadamard,0,ffn,10.563129425048828,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9564794301986694,non-uniform codebook,non-uniform codebook,model.layers.20.mlp,rot_lm,ffn_rot_lm_w4a3,,0.085519939661026,block_hadamard_last_dim,hadamard,0,ffn,10.679326057434082,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9309365749359131,non-uniform codebook,non-uniform codebook,model.layers.20.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13439936935901642,block_hadamard_last_dim,hadamard,0,ffn,8.716028213500977,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999988675117493,,,model.layers.21.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,98.2369155883789,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9502266645431519,uniform integer-like,uniform integer-like,model.layers.21.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.10469162464141846,none,none,,ffn,9.800880432128906,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9742509126663208,uniform integer-like,uniform integer-like,model.layers.21.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05344918370246887,block_hadamard_last_dim,hadamard,0,ffn,12.720589637756348,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9815946817398071,non-uniform codebook,non-uniform codebook,model.layers.21.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03650481626391411,block_hadamard_last_dim,hadamard,0,ffn,14.376498222351074,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9567686319351196,non-uniform codebook,non-uniform codebook,model.layers.21.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08516661822795868,block_hadamard_last_dim,hadamard,0,ffn,10.697306632995605,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9577820897102356,non-uniform codebook,non-uniform codebook,model.layers.21.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08292984962463379,block_hadamard_last_dim,hadamard,0,ffn,10.812891006469727,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9331279397010803,non-uniform codebook,non-uniform codebook,model.layers.21.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13042382895946503,block_hadamard_last_dim,hadamard,0,ffn,8.846430778503418,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999999403953552,,,model.layers.22.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,98.58253479003906,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9528238773345947,uniform integer-like,uniform integer-like,model.layers.22.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.09942930191755295,none,none,,ffn,10.024856567382812,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9745822548866272,uniform integer-like,uniform integer-like,model.layers.22.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05366678163409233,block_hadamard_last_dim,hadamard,0,ffn,12.702943801879883,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.981576144695282,non-uniform codebook,non-uniform codebook,model.layers.22.mlp,rot_lm,ffn_rot_lm_w4a4,,0.036618806421756744,block_hadamard_last_dim,hadamard,0,ffn,14.362958908081055,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9567193984985352,non-uniform codebook,non-uniform codebook,model.layers.22.mlp,rot_lm,ffn_rot_lm_w3a4,,0.0854993388056755,block_hadamard_last_dim,hadamard,0,ffn,10.68037223815918,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9576613903045654,non-uniform codebook,non-uniform codebook,model.layers.22.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08339495956897736,block_hadamard_last_dim,hadamard,0,ffn,10.788601875305176,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9332491755485535,non-uniform codebook,non-uniform codebook,model.layers.22.mlp,rot_lm,ffn_rot_lm_w3a3,,0.1305709034204483,block_hadamard_last_dim,hadamard,0,ffn,8.841535568237305,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999976754188538,,,model.layers.23.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,99.08287048339844,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9530195593833923,uniform integer-like,uniform integer-like,model.layers.23.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.0987585112452507,none,none,,ffn,10.054254531860352,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9745352268218994,uniform integer-like,uniform integer-like,model.layers.23.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05267798900604248,block_hadamard_last_dim,hadamard,0,ffn,12.783708572387695,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9817713499069214,non-uniform codebook,non-uniform codebook,model.layers.23.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03616488724946976,block_hadamard_last_dim,hadamard,0,ffn,14.417128562927246,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9571244716644287,non-uniform codebook,non-uniform codebook,model.layers.23.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08470938354730606,block_hadamard_last_dim,hadamard,0,ffn,10.720684051513672,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9578672051429749,non-uniform codebook,non-uniform codebook,model.layers.23.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08279790729284286,block_hadamard_last_dim,hadamard,0,ffn,10.819806098937988,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9332795739173889,non-uniform codebook,non-uniform codebook,model.layers.23.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13041932880878448,block_hadamard_last_dim,hadamard,0,ffn,8.846580505371094,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999969601631165,,,model.layers.24.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,99.36186981201172,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9522215723991394,uniform integer-like,uniform integer-like,model.layers.24.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.10099653154611588,none,none,,ffn,9.95693588256836,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9730216264724731,uniform integer-like,uniform integer-like,model.layers.24.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.05610813573002815,block_hadamard_last_dim,hadamard,0,ffn,12.50974178314209,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9807996153831482,non-uniform codebook,non-uniform codebook,model.layers.24.mlp,rot_lm,ffn_rot_lm_w4a4,,0.03809208422899246,block_hadamard_last_dim,hadamard,0,ffn,14.191652297973633,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9550685882568359,non-uniform codebook,non-uniform codebook,model.layers.24.mlp,rot_lm,ffn_rot_lm_w3a4,,0.08836233615875244,block_hadamard_last_dim,hadamard,0,ffn,10.537328720092773,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9555029273033142,non-uniform codebook,non-uniform codebook,model.layers.24.mlp,rot_lm,ffn_rot_lm_w4a3,,0.08729160577058792,block_hadamard_last_dim,hadamard,0,ffn,10.590275764465332,4,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W3A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9301234483718872,non-uniform codebook,non-uniform codebook,model.layers.24.mlp,rot_lm,ffn_rot_lm_w3a3,,0.13581416010856628,block_hadamard_last_dim,hadamard,0,ffn,8.670549392700195,3,non-uniform codebook,block_rms
16,,,FP16,,baseline,0.9999949336051941,,,model.layers.25.mlp,fp16,ffn_fp16,,0.0,none,,,ffn,99.61415100097656,16,,
4,uniform integer-like,last_dim_block_absmax,W4A4,128,block-wise uniform fake quant; future INT mapping is plausible,0.9501913785934448,uniform integer-like,uniform integer-like,model.layers.25.mlp,direct_absmax,ffn_direct_absmax_w4a4,,0.10576394945383072,none,none,,ffn,9.756623268127441,4,uniform integer-like,last_dim_block_absmax
4,uniform integer-like,last_dim_block_absmax,W4A4,128,rotation + uniform fake quant; needs rotation handling,0.9714962840080261,uniform integer-like,uniform integer-like,model.layers.25.mlp,rot_absmax,ffn_rot_absmax_w4a4,,0.059972211718559265,block_hadamard_last_dim,hadamard,0,ffn,12.220499038696289,4,uniform integer-like,last_dim_block_absmax
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9794373512268066,non-uniform codebook,non-uniform codebook,model.layers.25.mlp,rot_lm,ffn_rot_lm_w4a4,,0.04072202742099762,block_hadamard_last_dim,hadamard,0,ffn,13.901705741882324,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.952186644077301,non-uniform codebook,non-uniform codebook,model.layers.25.mlp,rot_lm,ffn_rot_lm_w3a4,,0.0936698243021965,block_hadamard_last_dim,hadamard,0,ffn,10.284003257751465,3,non-uniform codebook,block_rms
3,non-uniform codebook,block_rms,W4A3,128,non-uniform codebook fake quant; not native INT GEMM,0.9522839784622192,non-uniform codebook,non-uniform codebook,model.layers.25.mlp,rot_lm,ffn_rot_lm_w4a3,,0.09332690387964249,block_hadamard_last_dim,hadamard,0,ffn,10.299931526184082,4,non-uniform codebook,block_rms
