layer_index,method_key,bits,ip_bias,ip_variance,score_relative_mse,softmax_kl,topk_overlap,value_relative_mse,output_cosine
18,hadamard_lm_k4v4,K4V4,0.17936012148857117,4.76555061340332,0.0031205154955387115,0.009266015142202377,0.9231201410293579,0.009095010347664356,0.9907070398330688
18,hadamard_lm_k4v4_h32,K4V4,0.1792464256286621,4.833315849304199,0.0031645644921809435,0.010112171992659569,0.921215832233429,0.009150042198598385,0.9888619780540466
19,fp16,K16V16,0.0,0.0,0.0,0.0,1.0,0.0,1.0000237226486206
19,hadamard_lm_k3v4,K3V4,0.9077872037887573,18.845359802246094,0.011337650939822197,0.03312791511416435,0.8614501953125,0.0092077124863863,0.960547685623169
19,hadamard_lm_k3v4_h32,K3V4,0.6250770092010498,18.081159591674805,0.010647367686033249,0.03037397563457489,0.866943359375,0.009064779616892338,0.9633689522743225
19,hadamard_lm_k4v4,K4V4,0.18429557979106903,5.067114353179932,0.0029403106309473515,0.008585899136960506,0.9236084222793579,0.0092077124863863,0.9870771169662476
19,hadamard_lm_k4v4_h32,K4V4,0.14645014703273773,5.240321159362793,0.0030329336877912283,0.008792715147137642,0.923632800579071,0.009064779616892338,0.9876488447189331
20,fp16,K16V16,0.0,0.0,0.0,0.0,1.0,0.0,1.000032663345337
20,hadamard_lm_k3v4,K3V4,0.5897789001464844,21.224002838134766,0.013103421777486801,0.039910510182380676,0.856518566608429,0.00883630383759737,0.9652768969535828
20,hadamard_lm_k3v4_h32,K3V4,0.6388446688652039,20.362825393676758,0.01261693425476551,0.039346255362033844,0.8604491949081421,0.009107918478548527,0.9668396711349487
20,hadamard_lm_k4v4,K4V4,0.2968308925628662,5.951962471008301,0.0036689310800284147,0.011285110376775265,0.9194580316543579,0.00883630383759737,0.9896526336669922
20,hadamard_lm_k4v4_h32,K4V4,0.2742258906364441,5.476559638977051,0.0033723153173923492,0.010118205100297928,0.923168957233429,0.009107918478548527,0.9885058999061584
21,fp16,K16V16,0.0,0.0,0.0,0.0,1.0,0.0,1.0000263452529907
21,hadamard_lm_k3v4,K3V4,0.3453948497772217,19.93368911743164,0.020573120564222336,0.055307596921920776,0.854052722454071,0.009238463826477528,0.9694850444793701
21,hadamard_lm_k3v4_h32,K3V4,0.4292929172515869,17.284303665161133,0.017921697348356247,0.04977770894765854,0.8651367425918579,0.009122718125581741,0.9755081534385681
21,hadamard_lm_k4v4,K4V4,0.15893472731113434,5.217752933502197,0.005379006266593933,0.014307945966720581,0.919116199016571,0.009238463826477528,0.9906046390533447
21,hadamard_lm_k4v4_h32,K4V4,0.07242117822170258,4.4023213386535645,0.004521890077739954,0.013050926849246025,0.9272705316543579,0.009122718125581741,0.9913620352745056
