bits,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,key_relative_mse,key_scale_granularity,kv_block_size,kv_quantizer,kv_rotation,layer,layer_index,method,method_key,output_cosine,output_relative_mse,rotation_backend,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,value_relative_mse,value_scale_granularity
K4V4,head-internal H32 non-uniform KV fake quant,0.12326269596815109,0.003876772942021489,5.569944381713867,4,0.008950327523052692,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.14.self_attn,14,hadamard_lm,hadamard_lm_k4v4_h32,0.9882119297981262,0.023674199357628822,hadamard,0.08726778626441956,0.003876772942021489,0.013937091454863548,0.9238525629043579,4,0.009350876323878765,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.5697309970855713,0.013546375557780266,19.191221237182617,3,0.03130299225449562,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.14.self_attn,14,hadamard_lm,hadamard_lm_k3v4,0.9583770036697388,0.08569318056106567,hadamard,0.3049345910549164,0.013546375557780266,0.055731840431690216,0.858325183391571,4,0.00935897883027792,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.7583659887313843,0.014221379533410072,19.913150787353516,3,0.032106462866067886,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.14.self_attn,14,hadamard_lm,hadamard_lm_k3v4_h32,0.9616528749465942,0.08012374490499496,hadamard,0.3201292157173157,0.014221379533410072,0.053849734365940094,0.8622802495956421,4,0.009350876323878765,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.15.self_attn,15,fp16,fp16,1.0000535249710083,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.17013776302337646,0.0025680058170109987,5.684548377990723,4,0.00865709874778986,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.15.self_attn,15,hadamard_lm,hadamard_lm_k4v4,0.9890381693840027,0.022379567846655846,hadamard,0.0892733633518219,0.0025680058170109987,0.011318383738398552,0.9167236089706421,4,0.00908949039876461,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.2246427983045578,0.002605021931231022,5.745386600494385,4,0.008943167515099049,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.15.self_attn,15,hadamard_lm,hadamard_lm_k4v4_h32,0.9890218377113342,0.02196514420211315,hadamard,0.0905601754784584,0.002605021931231022,0.011210523545742035,0.917407214641571,4,0.008987012319266796,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.7828900814056396,0.008580821566283703,18.478349685668945,3,0.03093668818473816,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.15.self_attn,15,hadamard_lm,hadamard_lm_k3v4,0.9687045812606812,0.06632199138402939,hadamard,0.2983010411262512,0.008580821566283703,0.0367414765059948,0.858593761920929,4,0.00908949039876461,per_token_head_rms
K3V4,head-internal H32 key bit reduction,1.2231078147888184,0.009621216915547848,19.910024642944336,3,0.03249666467308998,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.15.self_attn,15,hadamard_lm,hadamard_lm_k3v4_h32,0.9683263301849365,0.06603999435901642,hadamard,0.3344690203666687,0.009621216915547848,0.03893355280160904,0.8608154058456421,4,0.008987012319266796,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.16.self_attn,16,fp16,fp16,1.0000373125076294,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.07534932345151901,0.004080140497535467,5.872174263000488,4,0.008693650364875793,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.16.self_attn,16,hadamard_lm,hadamard_lm_k4v4,0.9909664392471313,0.018364887684583664,hadamard,0.0918414369225502,0.004080140497535467,0.012944595888257027,0.9147704839706421,4,0.009206283837556839,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.17666076123714447,0.0038177070673555136,5.468580722808838,4,0.009010959416627884,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.16.self_attn,16,hadamard_lm,hadamard_lm_k4v4_h32,0.9900773167610168,0.02047666534781456,hadamard,0.08593422174453735,0.0038177070673555136,0.013333210721611977,0.919482409954071,4,0.009152107872068882,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.6374643445014954,0.01561402902007103,22.087215423583984,3,0.03150201588869095,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.16.self_attn,16,hadamard_lm,hadamard_lm_k3v4,0.9692450165748596,0.07065191119909286,hadamard,0.35146212577819824,0.01561402902007103,0.05387871712446213,0.8475586175918579,4,0.009206283837556839,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.7462683320045471,0.014585713855922222,20.45526885986328,3,0.03346109762787819,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.16.self_attn,16,hadamard_lm,hadamard_lm_k3v4_h32,0.9716930985450745,0.060183119028806686,hadamard,0.3283153772354126,0.014585713855922222,0.04677911847829819,0.857373058795929,4,0.009152107872068882,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.17.self_attn,17,fp16,fp16,1.0000247955322266,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.1585041880607605,0.0033015210647135973,5.667211055755615,4,0.00875397864729166,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.17.self_attn,17,hadamard_lm,hadamard_lm_k4v4,0.982424795627594,0.03545470908284187,hadamard,0.08894272893667221,0.0033015210647135973,0.009346498176455498,0.919189453125,4,0.009001046419143677,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.3914262056350708,0.003264035563915968,5.474489212036133,4,0.009090487845242023,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.17.self_attn,17,hadamard_lm,hadamard_lm_k4v4_h32,0.9807870388031006,0.03963521122932434,hadamard,0.08793286979198456,0.003264035563915968,0.009835542179644108,0.92138671875,4,0.009292293339967728,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.7308690547943115,0.01131720282137394,18.978443145751953,3,0.03151743486523628,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.17.self_attn,17,hadamard_lm,hadamard_lm_k3v4,0.9463686943054199,0.12297453731298447,hadamard,0.30488458275794983,0.01131720282137394,0.03666221722960472,0.860791027545929,4,0.009001046419143677,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.973127007484436,0.012382552027702332,20.4024658203125,3,0.03261379525065422,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.17.self_attn,17,hadamard_lm,hadamard_lm_k3v4_h32,0.9471262097358704,0.11049400269985199,hadamard,0.3335850238800049,0.012382552027702332,0.034665994346141815,0.860034167766571,4,0.009292293339967728,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.18.self_attn,18,fp16,fp16,1.0000412464141846,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.17936012148857117,0.0031205154955387115,4.76555061340332,4,0.00868724100291729,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.18.self_attn,18,hadamard_lm,hadamard_lm_k4v4,0.9907070398330688,0.0187428817152977,hadamard,0.07496438920497894,0.0031205154955387115,0.009266015142202377,0.9231201410293579,4,0.009095010347664356,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.1792464256286621,0.0031645644921809435,4.833315849304199,4,0.009007962420582771,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.18.self_attn,18,hadamard_lm,hadamard_lm_k4v4_h32,0.9888619780540466,0.022247226908802986,hadamard,0.07602258026599884,0.0031645644921809435,0.010112171992659569,0.921215832233429,4,0.009150042198598385,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.569058358669281,0.012902033515274525,19.512752532958984,3,0.031254928559064865,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.18.self_attn,18,hadamard_lm,hadamard_lm_k3v4,0.9573807716369629,0.08352731913328171,hadamard,0.30994656682014465,0.012902033515274525,0.04302794113755226,0.856249988079071,4,0.009095010347664356,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.8469598889350891,0.011436650529503822,16.866247177124023,3,0.032621122896671295,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.18.self_attn,18,hadamard_lm,hadamard_lm_k3v4_h32,0.9743902683258057,0.050676897168159485,hadamard,0.27474355697631836,0.011436650529503822,0.03126469999551773,0.866162121295929,4,0.009150042198598385,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.19.self_attn,19,fp16,fp16,1.0000237226486206,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.18429557979106903,0.0029403106309473515,5.067114353179932,4,0.008709647692739964,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.19.self_attn,19,hadamard_lm,hadamard_lm_k4v4,0.9870771169662476,0.026117488741874695,hadamard,0.07970436662435532,0.0029403106309473515,0.008585899136960506,0.9236084222793579,4,0.0092077124863863,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.14645014703273773,0.0030329336877912283,5.240321159362793,4,0.008665953762829304,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.19.self_attn,19,hadamard_lm,hadamard_lm_k4v4_h32,0.9876488447189331,0.0254528671503067,hadamard,0.08221513777971268,0.0030329336877912283,0.008792715147137642,0.923632800579071,4,0.009064779616892338,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.9077872037887573,0.011337650939822197,18.845359802246094,3,0.0309465192258358,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.19.self_attn,19,hadamard_lm,hadamard_lm_k3v4,0.960547685623169,0.0900646448135376,hadamard,0.3073349595069885,0.011337650939822197,0.03312791511416435,0.8614501953125,4,0.0092077124863863,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.6250770092010498,0.010647367686033249,18.081159591674805,3,0.03138012811541557,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.19.self_attn,19,hadamard_lm,hadamard_lm_k3v4_h32,0.9633689522743225,0.07587714493274689,hadamard,0.2886231243610382,0.010647367686033249,0.03037397563457489,0.866943359375,4,0.009064779616892338,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.20.self_attn,20,fp16,fp16,1.000032663345337,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.2968308925628662,0.0036689310800284147,5.951962471008301,4,0.00856988038867712,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.20.self_attn,20,hadamard_lm,hadamard_lm_k4v4,0.9896526336669922,0.02229827642440796,hadamard,0.0943761095404625,0.0036689310800284147,0.011285110376775265,0.9194580316543579,4,0.00883630383759737,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.2742258906364441,0.0033723153173923492,5.476559638977051,4,0.008779004216194153,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.20.self_attn,20,hadamard_lm,hadamard_lm_k4v4_h32,0.9885058999061584,0.023177875205874443,hadamard,0.08674624562263489,0.0033723153173923492,0.010118205100297928,0.923168957233429,4,0.009107918478548527,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.5897789001464844,0.013103421777486801,21.224002838134766,3,0.0308842770755291,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.20.self_attn,20,hadamard_lm,hadamard_lm_k3v4,0.9652768969535828,0.07455550879240036,hadamard,0.33706000447273254,0.013103421777486801,0.039910510182380676,0.856518566608429,4,0.00883630383759737,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.6388446688652039,0.01261693425476551,20.362825393676758,3,0.031142812222242355,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.20.self_attn,20,hadamard_lm,hadamard_lm_k3v4_h32,0.9668396711349487,0.07143041491508484,hadamard,0.32454606890678406,0.01261693425476551,0.039346255362033844,0.8604491949081421,4,0.009107918478548527,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,,none,none,model.layers.21.self_attn,21,fp16,fp16,1.0000263452529907,0.0,,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,rotated non-uniform KV fake quant,0.15893472731113434,0.005379006266593933,5.217752933502197,4,0.008714443072676659,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.21.self_attn,21,hadamard_lm,hadamard_lm_k4v4,0.9906046390533447,0.01875559240579605,hadamard,0.08192207664251328,0.005379006266593933,0.014307945966720581,0.919116199016571,4,0.009238463826477528,per_token_head_rms
K4V4,head-internal H32 non-uniform KV fake quant,0.07242117822170258,0.004521890077739954,4.4023213386535645,4,0.008853034116327763,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.21.self_attn,21,hadamard_lm,hadamard_lm_k4v4_h32,0.9913620352745056,0.01725565642118454,hadamard,0.0688682273030281,0.004521890077739954,0.013050926849246025,0.9272705316543579,4,0.009122718125581741,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.3453948497772217,0.020573120564222336,19.93368911743164,3,0.031128793954849243,per_token_head_h64_rms,64,gaussian_lloyd_max,headwise_hadamard,model.layers.21.self_attn,21,hadamard_lm,hadamard_lm_k3v4,0.9694850444793701,0.06265795230865479,hadamard,0.3133279085159302,0.020573120564222336,0.055307596921920776,0.854052722454071,4,0.009238463826477528,per_token_head_rms
K3V4,head-internal H32 key bit reduction,0.4292929172515869,0.017921697348356247,17.284303665161133,3,0.031840283423662186,per_token_head_h32_rms,32,gaussian_lloyd_max,headwise_hadamard_h32,model.layers.21.self_attn,21,hadamard_lm,hadamard_lm_k3v4_h32,0.9755081534385681,0.04895828291773796,hadamard,0.272946834564209,0.017921697348356247,0.04977770894765854,0.8651367425918579,4,0.009122718125581741,per_token_head_rms
