method_key,method,bits,relative_mse,cosine,sqnr_db
ffn_fp16,fp16,FP16,0.0,1.0000254999507556,96.06340997869319
ffn_mxfp4_w4a4,mxfp4,W4A4,0.0599078011106361,0.9727196855978533,12.332545410503041
ffn_rot_lm_w3a4,rot_lm,W3A4,0.07240230200642889,0.9648190357468345,11.570336471904408
ffn_rot_lm_w4a4,rot_lm,W4A4,0.030790967485782774,0.9850089658390392,15.374483021822842
ffn_rot_mxfp4_w4a4,rot_mxfp4,W4A4,0.04725896939635277,0.9776144298640165,13.383884950117631
