method_key,method,linear_method,linear_bits,w_bits,a_bits,kv_method,kv_bits,k_bits,v_bits,kv_rotation_backend,kv_block_size,linear_rotation_backend,value_path,o_proj_domain_block_size,compute_interpretation,quantized_attention_modules,block_size,mxfp4_group_size,ppl,dataset,dataset_config,split,max_samples,sequence_length,stride
attn_kv_hlm_k4v4_h32,attn_kv_hlm_k4v4_h32,fp16,FP16,16,16,hadamard_lm,K4V4,4,4,hadamard,32,none,o_proj_absorb,32,KV-only HLM K4V4 with head-internal H32 value rotation absorbed into o_proj,22,32,32,8.214716402051591,wikitext,wikitext-2-raw-v1,test,512,2048,2048
