method_key,linear_bits,kv_bits,value_path,block_size,kv_block_size,o_proj_domain_block_size,projection_relative_mse,score_relative_mse,softmax_kl,topk_overlap,pre_o_output_relative_mse,pre_o_output_cosine,layer_output_relative_mse,layer_output_cosine
attn_mxfp4_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,128,64.0,64.0,0.02376679325419845,0.012066083134744655,0.02453803010708229,0.8885908614505421,0.1258240823041309,0.9416261152787642,0.12004023409363898,0.9425162700089541
attn_rot_lm_w3a4_hlm_k3v4,W3A4,K3V4,o_proj_absorb,128,64.0,64.0,0.041716818577807506,0.02098504284566099,0.0465992454608733,0.8467196388678118,0.4883417168801481,0.8517033064907248,0.25579961795698514,0.8816721710291776
attn_rot_lm_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,128,64.0,64.0,0.01742981045302286,0.005677257992581211,0.013770633885128931,0.908910022540526,0.1632652279328216,0.9365477182648398,0.08909828402101994,0.9568992907350714
attn_rot_mxfp4_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,128,64.0,64.0,0.025364952001396115,0.007046882973306559,0.01603400292382999,0.9052479104562239,0.22154469974339008,0.9203248565847223,0.12234972535886547,0.9413419311696832
fp16,FP16,K16V16,reference,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
