bits,block_size,codebook,cosine,element_format,int_gemm_friendly,layer,levels,method,mxfp4_group_size,quantizer_type,relative_mse,rotation,rotation_backend,rotation_seed,scale_count,scale_format,scale_granularity,sqnr_db,weight_finite_ratio,weight_inf_count,weight_kurtosis,weight_max_mean_ratio,weight_mean,weight_nan_count,weight_numel,weight_outlier_ratio_3sigma,weight_std
4,64,,0.9933926463127136,E2M1,Yes-ish; rotated MXFP4 needs rotation handling,model.layers.3.self_attn.v_proj,,hadamard_mxfp4,32,mxfp4_e2m1_fake_quant,0.013177868910133839,polar_hadamard_blockwise,hadamard,11,16384,E8M0_like_power2,group_power2,18.80154800415039,1.0,0,3.2501673698425293,9.278438568115234,-3.2152474886970595e-06,0,524288,0.0040912628173828125,0.011424575932323933
4,64,gaussian_lloyd_max_standard_normal,0.9953920841217041,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.v_proj,16,hadamard_lm,,non-uniform codebook,0.009193881414830685,polar_hadamard_blockwise,hadamard,11,,,,20.36501121520996,1.0,0,3.2501673698425293,9.278438568115234,-3.2152474886970595e-06,0,524288,0.0040912628173828125,0.011424575932323933
3,64,gaussian_lloyd_max_standard_normal,0.9830575585365295,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.v_proj,8,hadamard_lm,,non-uniform codebook,0.03360059857368469,polar_hadamard_blockwise,hadamard,11,,,,14.736529350280762,1.0,0,3.2501673698425293,9.278438568115234,-3.2152474886970595e-06,0,524288,0.0040912628173828125,0.011424575932323933
4,64,,0.9936132431030273,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.3.self_attn.o_proj,,mxfp4,32,mxfp4_e2m1_fake_quant,0.013504679314792156,none,none,,131072,E8M0_like_power2,group_power2,18.695158004760742,1.0,0,4.893553733825684,31.73046875,7.779981388011947e-06,0,4194304,0.0038492679595947266,0.014256181195378304
4,64,,0.9939531683921814,E2M1,Yes-ish; rotated MXFP4 needs rotation handling,model.layers.3.self_attn.o_proj,,hadamard_mxfp4,32,mxfp4_e2m1_fake_quant,0.013158298097550869,polar_hadamard_blockwise,hadamard,11,131072,E8M0_like_power2,group_power2,18.808002471923828,1.0,0,4.893553733825684,31.73046875,7.779981388011947e-06,0,4194304,0.0038492679595947266,0.014256181195378304
4,64,gaussian_lloyd_max_standard_normal,0.9959595203399658,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.o_proj,16,hadamard_lm,,non-uniform codebook,0.009176776744425297,polar_hadamard_blockwise,hadamard,11,,,,20.373098373413086,1.0,0,4.893553733825684,31.73046875,7.779981388011947e-06,0,4194304,0.0038492679595947266,0.014256181195378304
3,64,gaussian_lloyd_max_standard_normal,0.9836825728416443,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.self_attn.o_proj,8,hadamard_lm,,non-uniform codebook,0.033439841121435165,polar_hadamard_blockwise,hadamard,11,,,,14.757357597351074,1.0,0,4.893553733825684,31.73046875,7.779981388011947e-06,0,4194304,0.0038492679595947266,0.014256181195378304
4,64,,0.9974699020385742,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.3.mlp.gate_proj,,mxfp4,32,mxfp4_e2m1_fake_quant,0.013948448933660984,none,none,,360448,E8M0_like_power2,group_power2,18.55474090576172,1.0,0,3.2244980335235596,24.542011260986328,-4.733593959826976e-05,0,11534336,0.00324249267578125,0.018700968474149704
4,64,,0.9955955147743225,E2M1,Yes-ish; rotated MXFP4 needs rotation handling,model.layers.3.mlp.gate_proj,,hadamard_mxfp4,32,mxfp4_e2m1_fake_quant,0.013164266012609005,polar_hadamard_blockwise,hadamard,11,360448,E8M0_like_power2,group_power2,18.806034088134766,1.0,0,3.2244980335235596,24.542011260986328,-4.733593959826976e-05,0,11534336,0.00324249267578125,0.018700968474149704
4,64,gaussian_lloyd_max_standard_normal,0.9975995421409607,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.gate_proj,16,hadamard_lm,,non-uniform codebook,0.00917299184948206,polar_hadamard_blockwise,hadamard,11,,,,20.374889373779297,1.0,0,3.2244980335235596,24.542011260986328,-4.733593959826976e-05,0,11534336,0.00324249267578125,0.018700968474149704
3,64,gaussian_lloyd_max_standard_normal,0.9853411316871643,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.gate_proj,8,hadamard_lm,,non-uniform codebook,0.033418264240026474,polar_hadamard_blockwise,hadamard,11,,,,14.760160446166992,1.0,0,3.2244980335235596,24.542011260986328,-4.733593959826976e-05,0,11534336,0.00324249267578125,0.018700968474149704
4,64,,0.9988325238227844,E2M1,Yes-ish; MXFP4-style block floating-point path,model.layers.3.mlp.up_proj,,mxfp4,32,mxfp4_e2m1_fake_quant,0.01376238651573658,none,none,,360448,E8M0_like_power2,group_power2,18.61306381225586,1.0,0,3.17008376121521,25.5991153717041,-3.4729198432614794e-06,0,11534336,0.002981445984914899,0.01739555038511753
4,64,,0.9958481788635254,E2M1,Yes-ish; rotated MXFP4 needs rotation handling,model.layers.3.mlp.up_proj,,hadamard_mxfp4,32,mxfp4_e2m1_fake_quant,0.013165939599275589,polar_hadamard_blockwise,hadamard,11,360448,E8M0_like_power2,group_power2,18.80548095703125,1.0,0,3.17008376121521,25.5991153717041,-3.4729198432614794e-06,0,11534336,0.002981445984914899,0.01739555038511753
4,64,gaussian_lloyd_max_standard_normal,0.9978291988372803,,No; needs LUT/dequant or codebook-aware MAC,model.layers.3.mlp.up_proj,16,hadamard_lm,,non-uniform codebook,0.009188476018607616,polar_hadamard_blockwise,hadamard,11,,,,20.367565155029297,1.0,0,3.17008376121521,25.5991153717041,-3.4729198432614794e-06,0,11534336,0.002981445984914899,0.01739555038511753
