bits,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,key_relative_mse,key_scale_granularity,kv_quantizer,kv_rotation,layer,layer_index,method,method_key,output_cosine,output_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,value_relative_mse,value_scale_granularity
K4V4,uniform fake quant KV baseline,0.0019188392907381058,0.005068114027380943,3.1718108654022217,4,0.013263832777738571,per_token_head_absmax,absmax_per_token_head,none,model.layers.1.self_attn,1,absmax,absmax_k4v4,0.973589301109314,0.05345781520009041,0.04955960065126419,0.005068114027380943,0.017616266384720802,0.8631591796875,4,0.028501423075795174,per_token_head_absmax
K3V4,uniform fake quant with lower key bits,-1.165030598640442,0.02550395205616951,14.604025840759277,3,0.07355265319347382,per_token_head_absmax,absmax_per_token_head,none,model.layers.1.self_attn,1,absmax,absmax_k3v4,0.9295079112052917,0.14166389405727386,0.24939566850662231,0.02550395205616951,0.08566950261592865,0.7280517816543579,4,0.028501423075795174,per_token_head_absmax
K4V3,uniform fake quant with lower value bits,0.0019188392907381058,0.005068114027380943,3.1718108654022217,4,0.013263832777738571,per_token_head_absmax,absmax_per_token_head,none,model.layers.1.self_attn,1,absmax,absmax_k4v3,0.938277542591095,0.13008978962898254,0.04955960065126419,0.005068114027380943,0.017616266384720802,0.8631591796875,3,0.11503229290246964,per_token_head_absmax
K4V4,rotated non-uniform KV fake quant,0.12957754731178284,0.003679439425468445,2.2859396934509277,4,0.009767267853021622,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.1.self_attn,1,hadamard_lm,hadamard_lm_k4v4,0.9856017231941223,0.02862023375928402,0.03598015755414963,0.003679439425468445,0.013118136674165726,0.8810790777206421,4,0.008711626753211021,per_token_head_rms
K3V4,rotated non-uniform key bit reduction,0.35604995489120483,0.01364000141620636,8.409649848937988,3,0.03545171022415161,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.1.self_attn,1,hadamard_lm,hadamard_lm_k3v4,0.959017276763916,0.08049499988555908,0.13338157534599304,0.01364000141620636,0.04553644359111786,0.7948974370956421,4,0.008711626753211021,per_token_head_rms
K4V3,rotated non-uniform value bit reduction,0.12957754731178284,0.003679439425468445,2.2859396934509277,4,0.009767267853021622,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.1.self_attn,1,hadamard_lm,hadamard_lm_k4v3,0.975524365901947,0.04840924218297005,0.03598015755414963,0.003679439425468445,0.013118136674165726,0.8810790777206421,3,0.031618207693099976,per_token_head_rms
K3V3,aggressive rotated non-uniform KV fake quant,0.35604995489120483,0.01364000141620636,8.409649848937988,3,0.03545171022415161,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.1.self_attn,1,hadamard_lm,hadamard_lm_k3v3,0.9498951435089111,0.09794481843709946,0.13338157534599304,0.01364000141620636,0.04553644359111786,0.7948974370956421,3,0.031618207693099976,per_token_head_rms
K2V4,key 2-bit failure boundary,1.6925675868988037,0.052609775215387344,30.06036949157715,2,0.12096286565065384,per_token_head_rms,gaussian_lloyd_max,headwise_hadamard,model.layers.1.self_attn,1,hadamard_lm,hadamard_lm_k2v4,0.8702309727668762,0.2485329806804657,0.5144555568695068,0.052609775215387344,0.15184569358825684,0.6523193120956421,4,0.008711626753211021,per_token_head_rms
K16V16,baseline,0.0,0.0,0.0,16,0.0,none,none,none,model.layers.2.self_attn,2,fp16,fp16,1.000016212463379,0.0,0.0,0.0,0.0,1.0,16,0.0,none
K4V4,uniform fake quant KV baseline,0.05263721942901611,0.00794311985373497,2.29917311668396,4,0.012791777029633522,per_token_head_absmax,absmax_per_token_head,none,model.layers.2.self_attn,2,absmax,absmax_k4v4,0.9788241386413574,0.04420028626918793,0.0359678715467453,0.00794311985373497,0.014375104568898678,0.890185534954071,4,0.01598414219915867,per_token_head_absmax
K3V4,uniform fake quant with lower key bits,0.018835842609405518,0.04296537861227989,12.45116138458252,3,0.0691090002655983,per_token_head_absmax,absmax_per_token_head,none,model.layers.2.self_attn,2,absmax,absmax_k3v4,0.9257588982582092,0.17334526777267456,0.19455495476722717,0.04296537861227989,0.07620055973529816,0.7701660394668579,4,0.01598414219915867,per_token_head_absmax
