a_bits,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,k_proj_relative_mse,key_relative_mse,kv_bits,kv_method,kv_rotation_backend,layer,layer_index,layer_output_cosine,layer_output_relative_mse,linear_bits,linear_method,linear_rotation_backend,method,method_key,output_cosine,output_relative_mse,pre_o_output_cosine,pre_o_output_relative_mse,projection_cosine,projection_relative_mse,q_proj_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,v_proj_relative_mse,value_path,value_relative_mse,w_bits
4,randomized Hadamard LM W3A4 plus randomized HLM K3V4,3.674239158630371,0.01496333722025156,19.103214263916016,3,0.006476602051407099,0.0373443141579628,K3V4,hadamard_lm,randomized_hadamard,model.layers.4.self_attn,4,0.8950060606002808,0.23309502005577087,W3A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w3a4_hlm_k3v4,attn_randhadamard_lm_w3a4_hlm_k3v4,0.8816593885421753,0.28780949115753174,0.8816568851470947,0.28781116008758545,0.9887054959932963,0.022919786162674427,0.007502031046897173,0.5094257593154907,0.01496333722025156,0.02114209719002247,0.8340820074081421,4,0.05478072538971901,o_proj_absorb,0.06411609798669815,3
4,dense random orthogonal LM W4A4 plus random-orthogonal K4V4,1.6223530769348145,0.00411527743563056,6.334646701812744,4,0.0026273897383362055,0.011847374960780144,K4V4,hadamard_lm,random_orthogonal,model.layers.4.self_attn,4,0.9605951309204102,0.08070790767669678,W4A4,randortho_lm,random_orthogonal,attn_randortho_lm_w4a4_hlm_k4v4,attn_randortho_lm_w4a4_hlm_k4v4,0.9539976716041565,0.10184929519891739,0.9539945721626282,0.10185065865516663,0.9952498475710551,0.009591927286237478,0.0030947255436331034,0.14010432362556458,0.00411527743563056,0.006276407279074192,0.9029296636581421,4,0.023053666576743126,o_proj_absorb,0.03171465918421745,4
4,dense random orthogonal LM W3A4 plus random-orthogonal K3V4,4.35276460647583,0.017736172303557396,19.698348999023438,3,0.006670637056231499,0.04041554406285286,K3V4,hadamard_lm,random_orthogonal,model.layers.4.self_attn,4,0.8860664367675781,0.25674986839294434,W3A4,randortho_lm,random_orthogonal,attn_randortho_lm_w3a4_hlm_k3v4,attn_randortho_lm_w3a4_hlm_k3v4,0.8758367300033569,0.3180720806121826,0.875835657119751,0.3180709183216095,0.9884393612543741,0.023625710668663185,0.007965008728206158,0.6038267612457275,0.017736172303557396,0.030026646330952644,0.8315674066543579,4,0.056241486221551895,o_proj_absorb,0.06487467139959335,3
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,,model.layers.5.self_attn,5,1.0,0.0,FP16,fp16,,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.1197040006518364,0.002274640602990985,4.358340263366699,4,4.0142126067621575e-08,0.0085567906498909,K4V4,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.9827463626861572,0.03845782205462456,FP16,fp16,none,attn_kv_hlm_k4v4,attn_kv_hlm_k4v4,0.9795380234718323,0.04613481089472771,0.9795343279838562,0.046133819967508316,1.0000036756197612,4.1403097839065595e-08,4.135767994739581e-08,0.06832295656204224,0.002274640602990985,0.0051045771688222885,0.907397449016571,4,4.27094875021794e-08,o_proj_absorb,0.009401379153132439,16
4,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.8945473432540894,0.006827022414654493,9.534658432006836,4,0.005584601312875748,0.014014022424817085,K4V4,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.934157133102417,0.16747888922691345,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,0.9315580129623413,0.1893399953842163,0.9315544366836548,0.18933825194835663,0.9908241828282675,0.018634264046947163,0.006071543321013451,0.20506200194358826,0.006827022414654493,0.015703342854976654,0.887451171875,4,0.044246647506952286,o_proj_absorb,0.05357949808239937,4
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.9682236909866333,0.003351818071678281,5.505930423736572,4,0.0018731201998889446,0.010354449041187763,K4V4,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.9587382078170776,0.08430759608745575,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,0.9473952651023865,0.11602970212697983,0.9473916888237,0.11602859199047089,0.995545506477356,0.008931280967469016,0.0023688434157520533,0.10067793726921082,0.003351818071678281,0.006448269356042147,0.9002685546875,4,0.022551879286766052,o_proj_absorb,0.031714241951704025,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,3.309190273284912,0.015100701712071896,18.07818603515625,3,0.0053396583534777164,0.03566688671708107,K3V4,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.885486364364624,0.2646465301513672,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,0.8707228899002075,0.33936768770217896,0.8707199692726135,0.33936455845832825,0.9892702301343282,0.02189326984807849,0.006291918456554413,0.4535769522190094,0.015100701712071896,0.026888618245720863,0.8301025629043579,4,0.05404823273420334,o_proj_absorb,0.06285518407821655,3
4,randomized Hadamard LM W4A4 plus randomized HLM K4V4,1.1649749279022217,0.0035999787505716085,5.563274383544922,4,0.00187966029625386,0.010536455549299717,K4V4,hadamard_lm,randomized_hadamard,model.layers.5.self_attn,5,0.9567115306854248,0.0898594781756401,W4A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w4a4_hlm_k4v4,attn_randhadamard_lm_w4a4_hlm_k4v4,0.9455893039703369,0.12085620313882828,0.9455857276916504,0.1208549216389656,0.9953518907229105,0.009336918941698968,0.0024003118742257357,0.10813189297914505,0.0035999787505716085,0.006670369766652584,0.9010009765625,4,0.02373078465461731,o_proj_absorb,0.03313946723937988,4
4,randomized Hadamard LM W3A4 plus randomized HLM K3V4,3.4549129009246826,0.014858458191156387,16.6268253326416,3,0.0049863336607813835,0.03526375815272331,K3V4,hadamard_lm,randomized_hadamard,model.layers.5.self_attn,5,0.8858413100242615,0.271939218044281,W3A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w3a4_hlm_k3v4,attn_randhadamard_lm_w3a4_hlm_k3v4,0.8760282397270203,0.34749844670295715,0.8760240077972412,0.34749835729599,0.9891781409581503,0.02191779265801112,0.006267395801842213,0.446300745010376,0.014858458191156387,0.028292842209339142,0.8381592035293579,4,0.05449964851140976,o_proj_absorb,0.06315173953771591,3
4,dense random orthogonal LM W4A4 plus random-orthogonal K4V4,1.7132993936538696,0.004761786200106144,6.218453884124756,4,0.002074838848784566,0.011235869489610195,K4V4,hadamard_lm,random_orthogonal,model.layers.5.self_attn,5,0.9555426836013794,0.09521080553531647,W4A4,randortho_lm,random_orthogonal,attn_randortho_lm_w4a4_hlm_k4v4,attn_randortho_lm_w4a4_hlm_k4v4,0.9446768760681152,0.12894998490810394,0.944673478603363,0.12894821166992188,0.9953533808390299,0.00941279709028701,0.0026779365725815296,0.1430288851261139,0.004761786200106144,0.008132508024573326,0.895581066608429,4,0.023485615849494934,o_proj_absorb,0.03222784399986267,4
4,dense random orthogonal LM W3A4 plus random-orthogonal K3V4,4.722369194030762,0.022697720676660538,21.332332611083984,3,0.005824890453368425,0.03868775814771652,K3V4,hadamard_lm,random_orthogonal,model.layers.5.self_attn,5,0.880978524684906,0.3896428644657135,W3A4,randortho_lm,random_orthogonal,attn_randortho_lm_w3a4_hlm_k3v4,attn_randortho_lm_w3a4_hlm_k3v4,0.868654191493988,0.491777628660202,0.8686505556106567,0.49177518486976624,0.989425778388977,0.021865601806590956,0.00708747748285532,0.6817672252655029,0.022697720676660538,0.04053385555744171,0.826586902141571,4,0.05268443748354912,o_proj_absorb,0.0612422376871109,3
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,,model.layers.6.self_attn,6,1.0,0.0,FP16,fp16,,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.2812483310699463,0.002642606385052204,5.7894768714904785,4,3.79032059072415e-08,0.008816944435238838,K4V4,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.983542799949646,0.03356015309691429,FP16,fp16,none,attn_kv_hlm_k4v4,attn_kv_hlm_k4v4,0.9799656271934509,0.041072580963373184,0.9799626469612122,0.04107271507382393,1.0000046094258626,4.0988116012385944e-08,4.2477857675748965e-08,0.09169651567935944,0.002642606385052204,0.008258618414402008,0.9048827886581421,4,4.258328445416737e-08,o_proj_absorb,0.009110302664339542,16
4,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.669679045677185,0.006914351135492325,12.567240715026855,4,0.005028602667152882,0.013779704459011555,K4V4,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.9411690831184387,0.13839058578014374,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,0.9391535520553589,0.14876008033752441,0.9391506314277649,0.14876121282577515,0.9899890422821045,0.02020727765435974,0.006339338142424822,0.23992295563220978,0.006914351135492325,0.02073477767407894,0.882153332233429,4,0.04925389215350151,o_proj_absorb,0.05787106975913048,4
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.454966425895691,0.004533109255135059,7.949989318847656,4,0.0019465662771835923,0.01067781075835228,K4V4,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.9567903280258179,0.09169789403676987,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,0.9521453380584717,0.10832066088914871,0.9521424174308777,0.10832149535417557,0.9948656360308329,0.010367578555208942,0.0024799969978630543,0.1572955846786499,0.004533109255135059,0.011810756288468838,0.9005126953125,4,0.026676172390580177,o_proj_absorb,0.03543371707201004,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,3.352814197540283,0.01603974960744381,24.378969192504883,3,0.005294313188642263,0.035939544439315796,K3V4,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.8777841925621033,0.2642395496368408,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,0.8687707781791687,0.3108217716217041,0.8687681555747986,0.31082355976104736,0.9883735378583273,0.02370757268120845,0.006563748698681593,0.5565676689147949,0.01603974960744381,0.03952382877469063,0.8278564214706421,4,0.0592646561563015,o_proj_absorb,0.06751199811697006,3
4,randomized Hadamard LM W4A4 plus randomized HLM K4V4,1.142240047454834,0.0039031761698424816,7.363278388977051,4,0.001877572387456894,0.010632308200001717,K4V4,hadamard_lm,randomized_hadamard,model.layers.6.self_attn,6,0.9556457996368408,0.0952029600739479,W4A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w4a4_hlm_k4v4,attn_randhadamard_lm_w4a4_hlm_k4v4,0.9500657320022583,0.10763854533433914,0.9500629901885986,0.10763873904943466,0.9949498375256857,0.010193064653625091,0.002422438468784094,0.13543736934661865,0.0039031761698424816,0.01127754244953394,0.8992675542831421,4,0.026279183104634285,o_proj_absorb,0.03496506065130234,4
4,randomized Hadamard LM W3A4 plus randomized HLM K3V4,3.4742279052734375,0.016805501654744148,25.250614166259766,3,0.005491699557751417,0.03637973964214325,K3V4,hadamard_lm,randomized_hadamard,model.layers.6.self_attn,6,0.870436429977417,0.3196532726287842,W3A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w3a4_hlm_k3v4,attn_randhadamard_lm_w3a4_hlm_k3v4,0.858188271522522,0.3780716061592102,0.8581858277320862,0.3780740797519684,0.9879365762074789,0.024696403183043003,0.006477463524788618,0.583138644695282,0.016805501654744148,0.04456140100955963,0.820849597454071,4,0.062120046466588974,o_proj_absorb,0.0706692561507225,3
4,dense random orthogonal LM W4A4 plus random-orthogonal K4V4,2.413896083831787,0.006577546242624521,8.7802152633667,4,0.002132214605808258,0.011908421292901039,K4V4,hadamard_lm,random_orthogonal,model.layers.6.self_attn,6,0.948866605758667,0.12597471475601196,W4A4,randortho_lm,random_orthogonal,attn_randortho_lm_w4a4_hlm_k4v4,attn_randortho_lm_w4a4_hlm_k4v4,0.9440958499908447,0.1492038071155548,0.9440931081771851,0.14920483529567719,0.9947684407234192,0.01062057912349701,0.0026595275849103928,0.22823606431484222,0.006577546242624521,0.019930921494960785,0.892016589641571,4,0.027069995179772377,o_proj_absorb,0.03568287193775177,4
4,dense random orthogonal LM W3A4 plus random-orthogonal K3V4,5.442882537841797,0.026844898238778114,29.990928649902344,3,0.005961756221950054,0.041434116661548615,K3V4,hadamard_lm,random_orthogonal,model.layers.6.self_attn,6,0.8412054181098938,0.4369141757488251,W3A4,randortho_lm,random_orthogonal,attn_randortho_lm_w3a4_hlm_k3v4,attn_randortho_lm_w3a4_hlm_k3v4,0.829591691493988,0.5484168529510498,0.8295894265174866,0.5484203696250916,0.9876267115275065,0.025491755300511915,0.007194847334176302,0.9314984083175659,0.026844898238778114,0.08378703892230988,0.8136230707168579,4,0.0633186623454094,o_proj_absorb,0.07216496765613556,3
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,,model.layers.7.self_attn,7,1.0,0.0,FP16,fp16,,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.11459606885910034,0.004065569490194321,3.456268548965454,4,3.838468387584726e-08,0.008660069666802883,K4V4,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9880772233009338,0.024675624445080757,FP16,fp16,none,attn_kv_hlm_k4v4,attn_kv_hlm_k4v4,0.9884403944015503,0.02374153397977352,0.9884366393089294,0.023741217330098152,1.0000042120615642,4.1470735586320494e-08,4.316155965966573e-08,0.0542093887925148,0.004065569490194321,0.008696697652339935,0.8942626714706421,4,4.286596322344849e-08,o_proj_absorb,0.009317967109382153,16
4,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.169034481048584,0.01238262839615345,9.200217247009277,4,0.006944808177649975,0.015359420329332352,K4V4,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9420341849327087,0.13021788001060486,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,0.953538179397583,0.10579331964254379,0.9535344839096069,0.10579320788383484,0.9892072677612305,0.021885891755421955,0.008207150734961033,0.16510717570781708,0.01238262839615345,0.024344898760318756,0.857373058795929,4,0.05050571635365486,o_proj_absorb,0.059605564922094345,4
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.5092148780822754,0.006203120108693838,5.034204483032227,4,0.0023281704634428024,0.010838382877409458,K4V4,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9586309790611267,0.08200576156377792,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,0.9585545063018799,0.08305578678846359,0.958550214767456,0.0830565094947815,0.9943171342213949,0.011429680821796259,0.003011341206729412,0.08271100372076035,0.006203120108693838,0.011386232450604439,0.8818603754043579,4,0.02894953079521656,o_proj_absorb,0.03794412314891815,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,1.8713618516921997,0.02330349013209343,16.384307861328125,3,0.006416607648134232,0.036128778010606766,K3V4,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.8854218125343323,0.24591615796089172,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,0.8879867196083069,0.25487393140792847,0.8879829049110413,0.254874587059021,0.986542820930481,0.027340687811374664,0.007674183696508408,0.3107234835624695,0.02330349013209343,0.043088361620903015,0.801586925983429,4,0.06793127208948135,o_proj_absorb,0.07652244716882706,3
4,randomized Hadamard LM W4A4 plus randomized HLM K4V4,0.6976706385612488,0.006224992219358683,4.825424671173096,4,0.0022908092942088842,0.010751478374004364,K4V4,hadamard_lm,randomized_hadamard,model.layers.7.self_attn,7,0.9552589654922485,0.09072175621986389,W4A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w4a4_hlm_k4v4,attn_randhadamard_lm_w4a4_hlm_k4v4,0.9554030299186707,0.09356113523244858,0.9553985595703125,0.0935625284910202,0.9944968620936075,0.011067672787855068,0.0029929985757917166,0.08300264179706573,0.006224992219358683,0.011181087233126163,0.886425793170929,4,0.027919210493564606,o_proj_absorb,0.036259815096855164,4
4,randomized Hadamard LM W3A4 plus randomized HLM K3V4,1.9518214464187622,0.021982885897159576,14.949743270874023,3,0.005982769187539816,0.03509647771716118,K3V4,hadamard_lm,randomized_hadamard,model.layers.7.self_attn,7,0.8889704942703247,0.25185710191726685,W3A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w3a4_hlm_k3v4,attn_randhadamard_lm_w3a4_hlm_k3v4,0.8933528065681458,0.2628549635410309,0.8933493494987488,0.2628544569015503,0.9870186448097229,0.026361738486836355,0.007721761241555214,0.2931148409843445,0.021982885897159576,0.0412520170211792,0.8064209222793579,4,0.06538068503141403,o_proj_absorb,0.07381100952625275,3
4,dense random orthogonal LM W4A4 plus random-orthogonal K4V4,1.1136598587036133,0.007223580032587051,4.924087047576904,4,0.002574702724814415,0.011531303636729717,K4V4,hadamard_lm,random_orthogonal,model.layers.7.self_attn,7,0.957733154296875,0.08902938663959503,W4A4,randortho_lm,random_orthogonal,attn_randortho_lm_w4a4_hlm_k4v4,attn_randortho_lm_w4a4_hlm_k4v4,0.9580673575401306,0.09006999433040619,0.9580634236335754,0.09007030725479126,0.994168758392334,0.01179867012736698,0.0033602609764784575,0.0963175892829895,0.007223580032587051,0.013976188376545906,0.8873535394668579,4,0.029461046680808067,o_proj_absorb,0.038468532264232635,4
4,dense random orthogonal LM W3A4 plus random-orthogonal K3V4,2.3080379962921143,0.024577369913458824,15.646343231201172,3,0.006531079299747944,0.03898487985134125,K3V4,hadamard_lm,random_orthogonal,model.layers.7.self_attn,7,0.8904861807823181,0.26031380891799927,W3A4,randortho_lm,random_orthogonal,attn_randortho_lm_w3a4_hlm_k3v4,attn_randortho_lm_w3a4_hlm_k3v4,0.892145574092865,0.28045040369033813,0.8921418190002441,0.2804510295391083,0.9869420131047567,0.02683165359000365,0.008414977230131626,0.3277091085910797,0.024577369913458824,0.05523227900266647,0.8101562261581421,4,0.06554890424013138,o_proj_absorb,0.07426604628562927,3
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,,model.layers.8.self_attn,8,1.0,0.0,FP16,fp16,,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.37018078565597534,0.0017711948603391647,6.984274387359619,4,4.02917414987769e-08,0.008826840668916702,K4V4,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.982054591178894,0.03792664408683777,FP16,fp16,none,attn_kv_hlm_k4v4,attn_kv_hlm_k4v4,0.9804946184158325,0.0437299944460392,0.9804924130439758,0.04373031109571457,1.0000034372011821,4.081775391758432e-08,3.962409067526096e-08,0.11127044260501862,0.0017711948603391647,0.008148127235472202,0.9187988042831421,4,4.253742957871509e-08,o_proj_absorb,0.009002355858683586,16
4,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.7001795768737793,0.006230050232261419,22.158079147338867,4,0.008452779613435268,0.017125971615314484,K4V4,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9221961498260498,0.1569090634584427,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,0.9297793507575989,0.1513679176568985,0.9297766089439392,0.15136966109275818,0.9862829645474752,0.027629311196506023,0.009950490668416023,0.3913857638835907,0.006230050232261419,0.018940243870019913,0.890942394733429,4,0.06448466330766678,o_proj_absorb,0.07249027490615845,4
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.7482843399047852,0.003445871639996767,10.798054695129395,4,0.0029636011458933353,0.011743666604161263,K4V4,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9529626369476318,0.09919634461402893,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,0.9578064680099487,0.09549453109502792,0.957804262638092,0.09549512714147568,0.9927178025245667,0.014705022176106771,0.004519147332757711,0.2164773941040039,0.003445871639996767,0.011701956391334534,0.9092041254043579,4,0.036632318049669266,o_proj_absorb,0.045243848115205765,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,5.349735260009766,0.01674673520028591,38.712650299072266,3,0.007621044293045998,0.03847620263695717,K3V4,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.8623940944671631,0.31981170177459717,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,0.8825883865356445,0.3325141668319702,0.8825860619544983,0.33251655101776123,0.9834882020950317,0.0337595601255695,0.011501186527311802,1.052067518234253,0.01674673520028591,0.04636316001415253,0.844799816608429,4,0.08215644955635071,o_proj_absorb,0.0910363420844078,3
4,randomized Hadamard LM W4A4 plus randomized HLM K4V4,1.7137893438339233,0.003360918490216136,10.575913429260254,4,0.002978056436404586,0.011493795551359653,K4V4,hadamard_lm,randomized_hadamard,model.layers.8.self_attn,8,0.9495561718940735,0.10131540894508362,W4A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w4a4_hlm_k4v4,attn_randhadamard_lm_w4a4_hlm_k4v4,0.9553373456001282,0.09384507685899734,0.9553341865539551,0.09384728968143463,0.9930035074551901,0.014128544755900899,0.004406933207064867,0.2111404538154602,0.003360918490216136,0.011304422281682491,0.911669909954071,4,0.035000644624233246,o_proj_absorb,0.04341498762369156,4
4,randomized Hadamard LM W3A4 plus randomized HLM K3V4,4.607622146606445,0.014183983206748962,35.79827880859375,3,0.007828284054994583,0.03816511854529381,K3V4,hadamard_lm,randomized_hadamard,model.layers.8.self_attn,8,0.8657311201095581,0.28529343008995056,W3A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w3a4_hlm_k3v4,attn_randhadamard_lm_w3a4_hlm_k3v4,0.8768039345741272,0.28999224305152893,0.8768026232719421,0.28999194502830505,0.983014444510142,0.03483690042048693,0.011235508136451244,0.8910697102546692,0.014183983206748962,0.039158228784799576,0.848315417766571,4,0.08544690907001495,o_proj_absorb,0.09431865811347961,3
4,dense random orthogonal LM W4A4 plus random-orthogonal K4V4,2.5291881561279297,0.004773970693349838,12.797548294067383,4,0.0033274106681346893,0.012578056193888187,K4V4,hadamard_lm,random_orthogonal,model.layers.8.self_attn,8,0.9418675899505615,0.12273677438497543,W4A4,randortho_lm,random_orthogonal,attn_randortho_lm_w4a4_hlm_k4v4,attn_randortho_lm_w4a4_hlm_k4v4,0.9454631209373474,0.12743228673934937,0.9454605579376221,0.1274338811635971,0.9926770528157552,0.014815940832098326,0.004827598109841347,0.2999115586280823,0.004773970693349838,0.015554344281554222,0.9063476324081421,4,0.03629281371831894,o_proj_absorb,0.04535039886832237,4
4,dense random orthogonal LM W3A4 plus random-orthogonal K3V4,5.661015033721924,0.01896941103041172,44.22178649902344,3,0.007828548550605774,0.041743770241737366,K3V4,hadamard_lm,random_orthogonal,model.layers.8.self_attn,8,0.833020031452179,0.33574000000953674,W3A4,randortho_lm,random_orthogonal,attn_randortho_lm_w3a4_hlm_k3v4,attn_randortho_lm_w3a4_hlm_k3v4,0.8502516150474548,0.3443874418735504,0.8502495288848877,0.3443892002105713,0.9831622044245402,0.034323349284629025,0.01178495492786169,1.191701054573059,0.01896941103041172,0.053415846079587936,0.8375488519668579,4,0.08335654437541962,o_proj_absorb,0.09202203899621964,3
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,,model.layers.9.self_attn,9,1.0,0.0,FP16,fp16,,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.1503899097442627,0.0029259936418384314,5.123547554016113,4,4.201039871531975e-08,0.008585646748542786,K4V4,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.985293984413147,0.030899347737431526,FP16,fp16,none,attn_kv_hlm_k4v4,attn_kv_hlm_k4v4,0.9861494302749634,0.029353853315114975,0.9861472845077515,0.029354572296142578,1.0000048677126567,4.1378468059368366e-08,3.945709536878894e-08,0.08040882647037506,0.0029259936418384314,0.010250292718410492,0.924755871295929,4,4.26679100939964e-08,o_proj_absorb,0.009116741828620434,16
4,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.8547782897949219,0.008078989572823048,10.768921852111816,4,0.005446631461381912,0.013889631256461143,K4V4,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.9421844482421875,0.12120389193296432,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,0.9593534469604492,0.09044444561004639,0.9593514800071716,0.09044500440359116,0.9897609353065491,0.020599661394953728,0.008053330704569817,0.2220175862312317,0.008078989572823048,0.021353015676140785,0.905444324016571,4,0.048299022018909454,o_proj_absorb,0.05732813850045204,4
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.144914984703064,0.0045874821953475475,6.757518768310547,4,0.0020482123363763094,0.010520757175981998,K4V4,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.9583021402359009,0.08782527595758438,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,0.9692928194999695,0.06719820201396942,0.9692909121513367,0.067198745906353,0.9949760039647421,0.01011333412801226,0.0032508803997188807,0.12606796622276306,0.0045874821953475475,0.013768642209470272,0.9159911870956421,4,0.02504090964794159,o_proj_absorb,0.03422946855425835,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.7572519779205322,0.016523288562893867,21.458309173583984,3,0.006022976245731115,0.035761360079050064,K3V4,hadamard_lm,hadamard,model.layers.9.self_attn,9,0.8901023864746094,0.22505486011505127,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,0.9172913432121277,0.18463705480098724,0.9172900319099426,0.18463647365570068,0.9880415002504984,0.024346818681806326,0.00867424812167883,0.4540742039680481,0.016523288562893867,0.043649911880493164,0.8573242425918579,4,0.05834323167800903,o_proj_absorb,0.06694008409976959,3
4,randomized Hadamard LM W4A4 plus randomized HLM K4V4,1.255090594291687,0.004812969826161861,6.889678478240967,4,0.0020270231179893017,0.010604490526020527,K4V4,hadamard_lm,randomized_hadamard,model.layers.9.self_attn,9,0.9586133360862732,0.08315202593803406,W4A4,randhadamard_lm,randomized_hadamard,attn_randhadamard_lm_w4a4_hlm_k4v4,attn_randhadamard_lm_w4a4_hlm_k4v4,0.9682092666625977,0.06473780423402786,0.968207597732544,0.06473734229803085,0.9948549270629883,0.010321915925790867,0.0032400721684098244,0.13226455450057983,0.004812969826161861,0.013782462105154991,0.918017566204071,4,0.025698652490973473,o_proj_absorb,0.03458300605416298,4
