method_key,method,bits,relative_mse,cosine,sqnr_db
ffn_fp16,fp16,FP16,0.0,1.0000254999507556,96.06340997869319
ffn_mxfp4_w4a4,mxfp4,W4A4,0.0599078011106361,0.9727196855978533,12.332545410503041
ffn_rot_lm_w3a4,rot_lm,W3A4,0.07306339354677634,0.9644080861048265,11.562464020468973
ffn_rot_lm_w4a4,rot_lm,W4A4,0.03121174770322713,0.9847824736074968,15.330151081085205
ffn_rot_mxfp4_w4a4,rot_mxfp4,W4A4,0.04562886118550192,0.9775174124674364,13.724341522563588
