a_bits,activation_quantizer_type,activation_scale_granularity,bits,block_size,compute_interpretation,cosine,layer,method,method_key,mxfp4_group_size,relative_mse,rotation,rotation_backend,rotation_seed,site,sqnr_db,w_bits,weight_quantizer_type,weight_scale_granularity
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.815297544002533,model.layers.0.self_attn.v_proj,rot_lm,rot_lm_w3a4,,0.4730895161628723,block_hadamard_last_dim,hadamard,11,linear,3.2505669593811035,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9974169731140137,model.layers.0.self_attn.o_proj,mxfp4,mxfp4_w4a4,32,0.005656827241182327,none,none,,linear,22.47426986694336,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9988946914672852,model.layers.0.self_attn.o_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.002581316512078047,block_hadamard_last_dim,hadamard,11,linear,25.881587982177734,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9990445375442505,model.layers.0.self_attn.o_proj,rot_lm,rot_lm_w4a4,,0.0028340567369014025,block_hadamard_last_dim,hadamard,11,linear,25.475914001464844,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9980457425117493,model.layers.0.self_attn.o_proj,rot_lm,rot_lm_w3a4,,0.006876417901366949,block_hadamard_last_dim,hadamard,11,linear,21.62637710571289,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9905369281768799,model.layers.0.mlp.gate_proj,mxfp4,mxfp4_w4a4,32,0.018947787582874298,none,none,,linear,17.224414825439453,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9955398440361023,model.layers.0.mlp.gate_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.009119278751313686,block_hadamard_last_dim,hadamard,11,linear,20.400394439697266,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9970038533210754,model.layers.0.mlp.gate_proj,rot_lm,rot_lm_w4a4,,0.006125675048679113,block_hadamard_last_dim,hadamard,11,linear,22.128459930419922,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9927345514297485,model.layers.0.mlp.gate_proj,rot_lm,rot_lm_w3a4,,0.014918646775186062,block_hadamard_last_dim,hadamard,11,linear,18.262706756591797,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9874585270881653,model.layers.0.mlp.up_proj,mxfp4,mxfp4_w4a4,32,0.025044243782758713,none,none,,linear,16.012920379638672,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9916085004806519,model.layers.0.mlp.up_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.01681368611752987,block_hadamard_last_dim,hadamard,11,linear,17.743370056152344,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.994251549243927,model.layers.0.mlp.up_proj,rot_lm,rot_lm_w4a4,,0.011572875082492828,block_hadamard_last_dim,hadamard,11,linear,19.36558723449707,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9863013029098511,model.layers.0.mlp.up_proj,rot_lm,rot_lm_w3a4,,0.027419181540608406,block_hadamard_last_dim,hadamard,11,linear,15.619455337524414,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.992226243019104,model.layers.0.mlp.down_proj,mxfp4,mxfp4_w4a4,32,0.01574234664440155,none,none,,linear,18.02930450439453,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9943011403083801,model.layers.0.mlp.down_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.011461510322988033,block_hadamard_last_dim,hadamard,11,linear,19.407581329345703,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9960464835166931,model.layers.0.mlp.down_proj,rot_lm,rot_lm_w4a4,,0.007962735369801521,block_hadamard_last_dim,hadamard,11,linear,20.989377975463867,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9904699325561523,model.layers.0.mlp.down_proj,rot_lm,rot_lm_w3a4,,0.019287440925836563,block_hadamard_last_dim,hadamard,11,linear,17.147253036499023,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9924854040145874,model.layers.1.self_attn.q_proj,mxfp4,mxfp4_w4a4,32,0.017208663746714592,none,none,,linear,17.642528533935547,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9984220862388611,model.layers.1.self_attn.q_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.003288309322670102,block_hadamard_last_dim,hadamard,11,linear,24.830272674560547,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9989098310470581,model.layers.1.self_attn.q_proj,rot_lm,rot_lm_w4a4,,0.0024031121283769608,block_hadamard_last_dim,hadamard,11,linear,26.1922607421875,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9975219368934631,model.layers.1.self_attn.q_proj,rot_lm,rot_lm_w3a4,,0.006010726094245911,block_hadamard_last_dim,hadamard,11,linear,22.210731506347656,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9933807849884033,model.layers.1.self_attn.k_proj,mxfp4,mxfp4_w4a4,32,0.015217702835798264,none,none,,linear,18.176509857177734,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9994369149208069,model.layers.1.self_attn.k_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.0012550876708701253,block_hadamard_last_dim,hadamard,11,linear,29.013259887695312,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9996248483657837,model.layers.1.self_attn.k_proj,rot_lm,rot_lm_w4a4,,0.000888747745193541,block_hadamard_last_dim,hadamard,11,linear,30.51221466064453,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9990677237510681,model.layers.1.self_attn.k_proj,rot_lm,rot_lm_w3a4,,0.0025785977486521006,block_hadamard_last_dim,hadamard,11,linear,25.88616371154785,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9471372961997986,model.layers.1.self_attn.v_proj,mxfp4,mxfp4_w4a4,32,0.1035686731338501,none,none,,linear,9.847715377807617,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.8576154708862305,model.layers.1.self_attn.v_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.3445875644683838,block_hadamard_last_dim,hadamard,11,linear,4.627004146575928,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.8915536999702454,model.layers.1.self_attn.v_proj,rot_lm,rot_lm_w4a4,,0.25226083397865295,block_hadamard_last_dim,hadamard,11,linear,5.981502056121826,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.7893276214599609,model.layers.1.self_attn.v_proj,rot_lm,rot_lm_w3a4,,0.5559291243553162,block_hadamard_last_dim,hadamard,11,linear,2.5498054027557373,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9860112071037292,model.layers.1.self_attn.o_proj,mxfp4,mxfp4_w4a4,32,0.027843479067087173,none,none,,linear,15.552764892578125,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9888871908187866,model.layers.1.self_attn.o_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.02211548388004303,block_hadamard_last_dim,hadamard,11,linear,16.553035736083984,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.991848886013031,model.layers.1.self_attn.o_proj,rot_lm,rot_lm_w4a4,,0.016253428533673286,block_hadamard_last_dim,hadamard,11,linear,17.89055061340332,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9813438057899475,model.layers.1.self_attn.o_proj,rot_lm,rot_lm_w3a4,,0.03705029562115669,block_hadamard_last_dim,hadamard,11,linear,14.312084197998047,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9921122193336487,model.layers.1.mlp.gate_proj,mxfp4,mxfp4_w4a4,32,0.015781745314598083,none,none,,linear,18.018449783325195,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9929500818252563,model.layers.1.mlp.gate_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.014119517989456654,block_hadamard_last_dim,hadamard,11,linear,18.501800537109375,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9951755404472351,model.layers.1.mlp.gate_proj,rot_lm,rot_lm_w4a4,,0.009754550643265247,block_hadamard_last_dim,hadamard,11,linear,20.107927322387695,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9885979890823364,model.layers.1.mlp.gate_proj,rot_lm,rot_lm_w3a4,,0.02309189736843109,block_hadamard_last_dim,hadamard,11,linear,16.36540412902832,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.989295244216919,model.layers.1.mlp.up_proj,mxfp4,mxfp4_w4a4,32,0.02135271579027176,none,none,,linear,16.705469131469727,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9900143146514893,model.layers.1.mlp.up_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.019927192479372025,block_hadamard_last_dim,hadamard,11,linear,17.005538940429688,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9931389093399048,model.layers.1.mlp.up_proj,rot_lm,rot_lm_w4a4,,0.013762692920863628,block_hadamard_last_dim,hadamard,11,linear,18.612964630126953,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9839364886283875,model.layers.1.mlp.up_proj,rot_lm,rot_lm_w3a4,,0.032012082636356354,block_hadamard_last_dim,hadamard,11,linear,14.946861267089844,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9876748323440552,model.layers.1.mlp.down_proj,mxfp4,mxfp4_w4a4,32,0.024527903646230698,none,none,,linear,16.103395462036133,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9907220005989075,model.layers.1.mlp.down_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.01849464140832424,block_hadamard_last_dim,hadamard,11,linear,17.329540252685547,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9937284588813782,model.layers.1.mlp.down_proj,rot_lm,rot_lm_w4a4,,0.012526819482445717,block_hadamard_last_dim,hadamard,11,linear,19.021591186523438,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9850133061408997,model.layers.1.mlp.down_proj,rot_lm,rot_lm_w3a4,,0.029840555042028427,block_hadamard_last_dim,hadamard,11,linear,15.251931190490723,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9950580596923828,model.layers.2.self_attn.q_proj,mxfp4,mxfp4_w4a4,32,0.00990249589085579,none,none,,linear,20.042552947998047,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9978185892105103,model.layers.2.self_attn.q_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.004587870091199875,block_hadamard_last_dim,hadamard,11,linear,23.383888244628906,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9984948039054871,model.layers.2.self_attn.q_proj,rot_lm,rot_lm_w4a4,,0.003081848379224539,block_hadamard_last_dim,hadamard,11,linear,25.111886978149414,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9964168667793274,model.layers.2.self_attn.q_proj,rot_lm,rot_lm_w3a4,,0.007854503579437733,block_hadamard_last_dim,hadamard,11,linear,21.048812866210938,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9961975812911987,model.layers.2.self_attn.k_proj,mxfp4,mxfp4_w4a4,32,0.0077926162630319595,none,none,,linear,21.083166122436523,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9992071986198425,model.layers.2.self_attn.k_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.0018926517805084586,block_hadamard_last_dim,hadamard,11,linear,27.229291915893555,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9993991851806641,model.layers.2.self_attn.k_proj,rot_lm,rot_lm_w4a4,,0.0012980867177248001,block_hadamard_last_dim,hadamard,11,linear,28.866962432861328,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9985139966011047,model.layers.2.self_attn.k_proj,rot_lm,rot_lm_w3a4,,0.0038657495751976967,block_hadamard_last_dim,hadamard,11,linear,24.127662658691406,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9444854259490967,model.layers.2.self_attn.v_proj,mxfp4,mxfp4_w4a4,32,0.11027113348245621,none,none,,linear,9.5753812789917,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9304665923118591,model.layers.2.self_attn.v_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.1503337323665619,block_hadamard_last_dim,hadamard,11,linear,8.229435920715332,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9473955631256104,model.layers.2.self_attn.v_proj,rot_lm,rot_lm_w4a4,,0.11046796292066574,block_hadamard_last_dim,hadamard,11,linear,9.567636489868164,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.8822680711746216,model.layers.2.self_attn.v_proj,rot_lm,rot_lm_w3a4,,0.26347264647483826,block_hadamard_last_dim,hadamard,11,linear,5.792644500732422,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9877985119819641,model.layers.2.self_attn.o_proj,mxfp4,mxfp4_w4a4,32,0.0242779403924942,none,none,,linear,16.14788246154785,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9896699786186218,model.layers.2.self_attn.o_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.02056817151606083,block_hadamard_last_dim,hadamard,11,linear,16.8680419921875,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9918490052223206,model.layers.2.self_attn.o_proj,rot_lm,rot_lm_w4a4,,0.016326626762747765,block_hadamard_last_dim,hadamard,11,linear,17.871034622192383,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9820462465286255,model.layers.2.self_attn.o_proj,rot_lm,rot_lm_w3a4,,0.03575905039906502,block_hadamard_last_dim,hadamard,11,linear,14.466140747070312,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9919271469116211,model.layers.2.mlp.gate_proj,mxfp4,mxfp4_w4a4,32,0.016183972358703613,none,none,,linear,17.909149169921875,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9921426773071289,model.layers.2.mlp.gate_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.01574445515871048,block_hadamard_last_dim,hadamard,11,linear,18.028722763061523,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9946969151496887,model.layers.2.mlp.gate_proj,rot_lm,rot_lm_w4a4,,0.010697949677705765,block_hadamard_last_dim,hadamard,11,linear,19.706995010375977,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9874131679534912,model.layers.2.mlp.gate_proj,rot_lm,rot_lm_w3a4,,0.02530551701784134,block_hadamard_last_dim,hadamard,11,linear,15.96784782409668,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9891284108161926,model.layers.2.mlp.up_proj,mxfp4,mxfp4_w4a4,32,0.02166822925209999,none,none,,linear,16.641765594482422,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9893762469291687,model.layers.2.mlp.up_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.021177470684051514,block_hadamard_last_dim,hadamard,11,linear,16.74125862121582,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9927393198013306,model.layers.2.mlp.up_proj,rot_lm,rot_lm_w4a4,,0.014522489160299301,block_hadamard_last_dim,hadamard,11,linear,18.379589080810547,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9829434752464294,model.layers.2.mlp.up_proj,rot_lm,rot_lm_w3a4,,0.03391776606440544,block_hadamard_last_dim,hadamard,11,linear,14.695728302001953,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.998812735080719,model.layers.2.mlp.down_proj,mxfp4,mxfp4_w4a4,32,0.09134536236524582,none,none,,linear,10.393135070800781,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.996799647808075,model.layers.2.mlp.down_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.02615606039762497,block_hadamard_last_dim,hadamard,11,linear,15.824277877807617,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.997760534286499,model.layers.2.mlp.down_proj,rot_lm,rot_lm_w4a4,,0.008072620257735252,block_hadamard_last_dim,hadamard,11,linear,20.929853439331055,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9904014468193054,model.layers.2.mlp.down_proj,rot_lm,rot_lm_w3a4,,0.02231832593679428,block_hadamard_last_dim,hadamard,11,linear,16.513383865356445,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9970293641090393,model.layers.3.self_attn.q_proj,mxfp4,mxfp4_w4a4,32,0.006139678880572319,none,none,,linear,22.118545532226562,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.998566746711731,model.layers.3.self_attn.q_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.003128963988274336,block_hadamard_last_dim,hadamard,11,linear,25.04599380493164,4,mxfp4_e2m1_fake_quant,group_power2
4,non-uniform codebook,block_rms,W4A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9990496039390564,model.layers.3.self_attn.q_proj,rot_lm,rot_lm_w4a4,,0.002027698326855898,block_hadamard_last_dim,hadamard,11,linear,26.929967880249023,4,non-uniform codebook,block_rms
4,non-uniform codebook,block_rms,W3A4,128,non-uniform codebook fake quant; not native INT GEMM,0.9977045059204102,model.layers.3.self_attn.q_proj,rot_lm,rot_lm_w3a4,,0.005401059985160828,block_hadamard_last_dim,hadamard,11,linear,22.675209045410156,3,non-uniform codebook,block_rms
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,MXFP4 E2M1 fake quant with 32-value group scales,0.9972092509269714,model.layers.3.self_attn.k_proj,mxfp4,mxfp4_w4a4,32,0.006044476293027401,none,none,,linear,22.186412811279297,4,mxfp4_e2m1_fake_quant,group_power2
4,mxfp4_e2m1_fake_quant,group_power2,W4A4,128,Hadamard rotation + MXFP4 E2M1 fake quant,0.9988998770713806,model.layers.3.self_attn.k_proj,rot_mxfp4,rot_mxfp4_w4a4,32,0.002428317442536354,block_hadamard_last_dim,hadamard,11,linear,26.14694595336914,4,mxfp4_e2m1_fake_quant,group_power2
