method_key,method,bits,relative_mse,cosine,sqnr_db
mxfp4_w4a4,mxfp4,W4A4,0.024439650043458133,0.9881903366609053,17.20245583645709
rot_lm_w3a4,rot_lm,W3A4,0.03720936999057552,0.9823363988430469,16.415884985552207
rot_lm_w4a4,rot_lm,W4A4,0.01585380160688217,0.9922991662056415,20.22192408512165
rot_mxfp4_w4a4,rot_mxfp4,W4A4,0.022690586128888968,0.9891123280122682,18.590157750365023
