a_bits,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,k_proj_relative_mse,key_relative_mse,kv_bits,kv_method,layer,layer_index,layer_output_cosine,layer_output_relative_mse,linear_bits,linear_method,method,method_key,output_cosine,output_relative_mse,pre_o_output_cosine,pre_o_output_relative_mse,projection_cosine,projection_relative_mse,q_proj_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,v_proj_relative_mse,value_path,value_relative_mse,w_bits
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.0978032350540161,0.00343314534984529,6.275223731994629,4,0.00248476630076766,0.011205784045159817,K4V4,hadamard_lm,model.layers.4.self_attn,4,0.95900958776474,0.08120973408222198,W4A4,rot_lm,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,0.9512103796005249,0.09998559206724167,0.9512074589729309,0.09998606145381927,0.995344897111257,0.009377166318396727,0.002890035044401884,0.11688119173049927,0.00343314534984529,0.0050383685156702995,0.900805652141571,4,0.022756697610020638,o_proj_absorb,0.0317809171974659,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,3.2068910598754883,0.013003558851778507,18.048988342285156,3,0.006722611840814352,0.036923475563526154,K3V4,hadamard_lm,model.layers.4.self_attn,4,0.8896063566207886,0.23692584037780762,W3A4,rot_lm,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,0.8821349740028381,0.28411585092544556,0.8821329474449158,0.2841165363788605,0.9887709816296896,0.02284606033936143,0.007381262257695198,0.4427052438259125,0.013003558851778507,0.022510787472128868,0.837451159954071,4,0.05443430691957474,o_proj_absorb,0.06291871517896652,3
3,rotated LM W4A3 plus HLM K4V3 with value rotation absorbed into o_proj,2.0806586742401123,0.005771008785814047,8.245169639587402,4,0.005831689108163118,0.01445077359676361,K4V3,hadamard_lm,model.layers.4.self_attn,4,0.9258395433425903,0.14915093779563904,W4A3,rot_lm,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,0.916065514087677,0.17918050289154053,0.9160618782043457,0.17918314039707184,0.9891046285629272,0.021950102876871824,0.006740881130099297,0.19647358357906342,0.005771008785814047,0.008542206138372421,0.890185534954071,3,0.05327773839235306,o_proj_absorb,0.08582393079996109,4
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,model.layers.5.self_attn,5,1.0,0.0,FP16,fp16,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,identity attention wrapper; no quantization,-0.001838830066844821,6.978114441835714e-08,0.0001307629281654954,16,4.0142126067621575e-08,1.150507813463264e-07,K16V16,fp16,model.layers.5.self_attn,5,1.000005841255188,1.1475651717773871e-06,FP16,fp16,attn_identity_fp16,attn_identity_fp16,1.0000381469726562,1.158310965365672e-06,1.0000340938568115,1.2006104270767537e-06,1.0000036756197612,4.1403097839065595e-08,4.135767994739581e-08,2.096003299811855e-06,6.978114441835714e-08,1.3029087142513163e-07,0.999584972858429,16,4.27094875021794e-08,reconstruct,4.27094875021794e-08,16
16,KV-only HLM K4V4 with value reconstruction,0.1197040006518364,0.002274640602990985,4.358340263366699,4,4.0142126067621575e-08,0.0085567906498909,K4V4,hadamard_lm,model.layers.5.self_attn,5,0.9827466607093811,0.03845386207103729,FP16,fp16,attn_kv_only_hlm_k4v4_reconstruct,attn_kv_only_hlm_k4v4_reconstruct,0.9795380234718323,0.04613481089472771,0.9795343279838562,0.046133819967508316,1.0000036756197612,4.1403097839065595e-08,4.135767994739581e-08,0.06832295656204224,0.002274640602990985,0.0051045771688222885,0.907397449016571,4,4.27094875021794e-08,reconstruct,0.009401379153132439,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.1197040006518364,0.002274640602990985,4.358340263366699,4,4.0142126067621575e-08,0.0085567906498909,K4V4,hadamard_lm,model.layers.5.self_attn,5,0.9827463626861572,0.03845782205462456,FP16,fp16,attn_kv_only_hlm_k4v4_oabsorb,attn_kv_only_hlm_k4v4_oabsorb,0.9795380234718323,0.04613481089472771,0.9795343279838562,0.046133819967508316,1.0000036756197612,4.1403097839065595e-08,4.135767994739581e-08,0.06832295656204224,0.002274640602990985,0.0051045771688222885,0.907397449016571,4,4.27094875021794e-08,o_proj_absorb,0.009401379153132439,16
16,KV-only HLM K3V4 with value rotation absorbed into o_proj,0.8117605447769165,0.008896649815142155,16.443574905395508,3,4.0142126067621575e-08,0.031104056164622307,K3V4,hadamard_lm,model.layers.5.self_attn,5,0.9474309682846069,0.1149844229221344,FP16,fp16,attn_kv_only_hlm_k3v4_oabsorb,attn_kv_only_hlm_k3v4_oabsorb,0.9358108639717102,0.13866719603538513,0.9358076453208923,0.13866539299488068,1.0000036756197612,4.1403097839065595e-08,4.135767994739581e-08,0.26722702383995056,0.008896649815142155,0.017611514776945114,0.83984375,4,4.27094875021794e-08,o_proj_absorb,0.009401379153132439,16
16,KV-only HLM K4V3 with value rotation absorbed into o_proj,0.1197040006518364,0.002274640602990985,4.358340263366699,4,4.0142126067621575e-08,0.0085567906498909,K4V3,hadamard_lm,model.layers.5.self_attn,5,0.9776610732078552,0.04664945602416992,FP16,fp16,attn_kv_only_hlm_k4v3_oabsorb,attn_kv_only_hlm_k4v3_oabsorb,0.9711575508117676,0.061767708510160446,0.9711537957191467,0.061766646802425385,1.0000036756197612,4.1403097839065595e-08,4.135767994739581e-08,0.06832295656204224,0.002274640602990985,0.0051045771688222885,0.907397449016571,3,4.27094875021794e-08,o_proj_absorb,0.0344662219285965,16
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.9682236909866333,0.003351818071678281,5.505930423736572,4,0.0018731201998889446,0.010354449041187763,K4V4,hadamard_lm,model.layers.5.self_attn,5,0.9587382078170776,0.08430759608745575,W4A4,rot_lm,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,0.9473952651023865,0.11602970212697983,0.9473916888237,0.11602859199047089,0.995545506477356,0.008931280967469016,0.0023688434157520533,0.10067793726921082,0.003351818071678281,0.006448269356042147,0.9002685546875,4,0.022551879286766052,o_proj_absorb,0.031714241951704025,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,3.309190273284912,0.015100701712071896,18.07818603515625,3,0.0053396583534777164,0.03566688671708107,K3V4,hadamard_lm,model.layers.5.self_attn,5,0.885486364364624,0.2646465301513672,W3A4,rot_lm,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,0.8707228899002075,0.33936768770217896,0.8707199692726135,0.33936455845832825,0.9892702301343282,0.02189326984807849,0.006291918456554413,0.4535769522190094,0.015100701712071896,0.026888618245720863,0.8301025629043579,4,0.05404823273420334,o_proj_absorb,0.06285518407821655,3
3,rotated LM W4A3 plus HLM K4V3 with value rotation absorbed into o_proj,2.0721795558929443,0.005971204023808241,7.184852123260498,4,0.0045594219118356705,0.012933931313455105,K4V3,hadamard_lm,model.layers.5.self_attn,5,0.9218757152557373,0.1727115958929062,W4A3,rot_lm,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,0.9045398831367493,0.23128412663936615,0.9045358300209045,0.23128382861614227,0.9897521535555521,0.02062737786521514,0.005702213384211063,0.1793559491634369,0.005971204023808241,0.011880438774824142,0.8926757574081421,3,0.051620498299598694,o_proj_absorb,0.08468089252710342,4
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,model.layers.6.self_attn,6,1.0,0.0,FP16,fp16,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,identity attention wrapper; no quantization,-0.0030214404687285423,8.372759907615546e-08,0.00017680924793239683,16,3.79032059072415e-08,1.0994954635634713e-07,K16V16,fp16,model.layers.6.self_attn,6,1.0000007152557373,1.821728574213921e-06,FP16,fp16,attn_identity_fp16,attn_identity_fp16,1.0000249147415161,1.9151591459376505e-06,1.0000216960906982,1.956460664587212e-06,1.0000046094258626,4.0988116012385944e-08,4.2477857675748965e-08,2.9052866921119858e-06,8.372759907615546e-08,2.594505019715143e-07,0.999707043170929,16,4.258328445416737e-08,reconstruct,4.258328445416737e-08,16
16,KV-only HLM K4V4 with value reconstruction,0.2812483310699463,0.002642606385052204,5.7894768714904785,4,3.79032059072415e-08,0.008816944435238838,K4V4,hadamard_lm,model.layers.6.self_attn,6,0.9835431575775146,0.033558908849954605,FP16,fp16,attn_kv_only_hlm_k4v4_reconstruct,attn_kv_only_hlm_k4v4_reconstruct,0.9799657464027405,0.041072580963373184,0.9799626469612122,0.04107271879911423,1.0000046094258626,4.0988116012385944e-08,4.2477857675748965e-08,0.09169651567935944,0.002642606385052204,0.008258618414402008,0.9048827886581421,4,4.258328445416737e-08,reconstruct,0.009110302664339542,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.2812483310699463,0.002642606385052204,5.7894768714904785,4,3.79032059072415e-08,0.008816944435238838,K4V4,hadamard_lm,model.layers.6.self_attn,6,0.983542799949646,0.03356015309691429,FP16,fp16,attn_kv_only_hlm_k4v4_oabsorb,attn_kv_only_hlm_k4v4_oabsorb,0.9799656271934509,0.041072580963373184,0.9799626469612122,0.04107271507382393,1.0000046094258626,4.0988116012385944e-08,4.2477857675748965e-08,0.09169651567935944,0.002642606385052204,0.008258618414402008,0.9048827886581421,4,4.258328445416737e-08,o_proj_absorb,0.009110302664339542,16
16,KV-only HLM K3V4 with value rotation absorbed into o_proj,0.7280548810958862,0.00941607728600502,20.380722045898438,3,3.79032059072415e-08,0.031270530074834824,K3V4,hadamard_lm,model.layers.6.self_attn,6,0.9447669386863708,0.11808611452579498,FP16,fp16,attn_kv_only_hlm_k3v4_oabsorb,attn_kv_only_hlm_k3v4_oabsorb,0.9338858127593994,0.14738675951957703,0.933882474899292,0.1473885029554367,1.0000046094258626,4.0988116012385944e-08,4.2477857675748965e-08,0.32673102617263794,0.00941607728600502,0.028904596343636513,0.8354736566543579,4,4.258328445416737e-08,o_proj_absorb,0.009110302664339542,16
16,KV-only HLM K4V3 with value rotation absorbed into o_proj,0.2812483310699463,0.002642606385052204,5.7894768714904785,4,3.79032059072415e-08,0.008816944435238838,K4V3,hadamard_lm,model.layers.6.self_attn,6,0.977288007736206,0.04538082703948021,FP16,fp16,attn_kv_only_hlm_k4v3_oabsorb,attn_kv_only_hlm_k4v3_oabsorb,0.9706951379776001,0.0588044635951519,0.9706920981407166,0.058804403990507126,1.0000046094258626,4.0988116012385944e-08,4.2477857675748965e-08,0.09169651567935944,0.002642606385052204,0.008258618414402008,0.9048827886581421,3,4.258328445416737e-08,o_proj_absorb,0.03295401111245155,16
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.454966425895691,0.004533109255135059,7.949989318847656,4,0.0019465662771835923,0.01067781075835228,K4V4,hadamard_lm,model.layers.6.self_attn,6,0.9567903280258179,0.09169789403676987,W4A4,rot_lm,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,0.9521453380584717,0.10832066088914871,0.9521424174308777,0.10832149535417557,0.9948656360308329,0.010367578555208942,0.0024799969978630543,0.1572955846786499,0.004533109255135059,0.011810756288468838,0.9005126953125,4,0.026676172390580177,o_proj_absorb,0.03543371707201004,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,3.352814197540283,0.01603974960744381,24.378969192504883,3,0.005294313188642263,0.035939544439315796,K3V4,hadamard_lm,model.layers.6.self_attn,6,0.8777841925621033,0.2642395496368408,W3A4,rot_lm,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,0.8687707781791687,0.3108217716217041,0.8687681555747986,0.31082355976104736,0.9883735378583273,0.02370757268120845,0.006563748698681593,0.5565676689147949,0.01603974960744381,0.03952382877469063,0.8278564214706421,4,0.0592646561563015,o_proj_absorb,0.06751199811697006,3
3,rotated LM W4A3 plus HLM K4V3 with value rotation absorbed into o_proj,2.6064682006835938,0.007750603370368481,10.418502807617188,4,0.004632368218153715,0.013250404968857765,K4V3,hadamard_lm,model.layers.6.self_attn,6,0.9249218702316284,0.1574321836233139,W4A3,rot_lm,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,0.9223573803901672,0.1756599098443985,0.9223542213439941,0.17566163837909698,0.9884704947471619,0.02336771662036578,0.005820073653012514,0.2689402997493744,0.007750603370368481,0.01844004914164543,0.88916015625,3,0.05965070798993111,o_proj_absorb,0.09035025537014008,4
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,model.layers.7.self_attn,7,1.0,0.0,FP16,fp16,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,identity attention wrapper; no quantization,-0.0022075618617236614,1.1041662872912639e-07,8.935198275139555e-05,16,3.838468387584726e-08,1.057173975027581e-07,K16V16,fp16,model.layers.7.self_attn,7,1.0000032186508179,7.060260145408392e-07,FP16,fp16,attn_identity_fp16,attn_identity_fp16,1.0000221729278564,5.659962880599778e-07,1.0000181198120117,6.069185474188998e-07,1.0000042120615642,4.1470735586320494e-08,4.316155965966573e-08,1.4722704690939281e-06,1.1041662872912639e-07,1.9854829247378802e-07,0.9994872808456421,16,4.286596322344849e-08,reconstruct,4.286596322344849e-08,16
16,KV-only HLM K4V4 with value reconstruction,0.11459606885910034,0.004065569490194321,3.456268548965454,4,3.838468387584726e-08,0.008660069666802883,K4V4,hadamard_lm,model.layers.7.self_attn,7,0.9880774021148682,0.024676701053977013,FP16,fp16,attn_kv_only_hlm_k4v4_reconstruct,attn_kv_only_hlm_k4v4_reconstruct,0.9884403944015503,0.02374153397977352,0.9884366393089294,0.0237412191927433,1.0000042120615642,4.1470735586320494e-08,4.316155965966573e-08,0.0542093887925148,0.004065569490194321,0.008696697652339935,0.8942626714706421,4,4.286596322344849e-08,reconstruct,0.009317967109382153,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.11459606885910034,0.004065569490194321,3.456268548965454,4,3.838468387584726e-08,0.008660069666802883,K4V4,hadamard_lm,model.layers.7.self_attn,7,0.9880772233009338,0.024675624445080757,FP16,fp16,attn_kv_only_hlm_k4v4_oabsorb,attn_kv_only_hlm_k4v4_oabsorb,0.9884403944015503,0.02374153397977352,0.9884366393089294,0.023741217330098152,1.0000042120615642,4.1470735586320494e-08,4.316155965966573e-08,0.0542093887925148,0.004065569490194321,0.008696697652339935,0.8942626714706421,4,4.286596322344849e-08,o_proj_absorb,0.009317967109382153,16
16,KV-only HLM K3V4 with value rotation absorbed into o_proj,0.44121837615966797,0.015836672857403755,13.319734573364258,3,3.838468387584726e-08,0.030702682211995125,K3V4,hadamard_lm,model.layers.7.self_attn,7,0.9591343402862549,0.11920648068189621,FP16,fp16,attn_kv_only_hlm_k3v4_oabsorb,attn_kv_only_hlm_k3v4_oabsorb,0.9622454643249512,0.1082628145813942,0.9622417688369751,0.10826258361339569,1.0000042120615642,4.1470735586320494e-08,4.316155965966573e-08,0.21116262674331665,0.015836672857403755,0.03499910235404968,0.81689453125,4,4.286596322344849e-08,o_proj_absorb,0.009317967109382153,16
16,KV-only HLM K4V3 with value rotation absorbed into o_proj,0.11459606885910034,0.004065569490194321,3.456268548965454,4,3.838468387584726e-08,0.008660069666802883,K4V3,hadamard_lm,model.layers.7.self_attn,7,0.9821306467056274,0.03597221523523331,FP16,fp16,attn_kv_only_hlm_k4v3_oabsorb,attn_kv_only_hlm_k4v3_oabsorb,0.9811359643936157,0.03780445456504822,0.9811319708824158,0.03780464828014374,1.0000042120615642,4.1470735586320494e-08,4.316155965966573e-08,0.0542093887925148,0.004065569490194321,0.008696697652339935,0.8942626714706421,3,4.286596322344849e-08,o_proj_absorb,0.033335939049720764,16
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.5092148780822754,0.006203120108693838,5.034204483032227,4,0.0023281704634428024,0.010838382877409458,K4V4,hadamard_lm,model.layers.7.self_attn,7,0.9586309790611267,0.08200576156377792,W4A4,rot_lm,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,0.9585545063018799,0.08305578678846359,0.958550214767456,0.0830565094947815,0.9943171342213949,0.011429680821796259,0.003011341206729412,0.08271100372076035,0.006203120108693838,0.011386232450604439,0.8818603754043579,4,0.02894953079521656,o_proj_absorb,0.03794412314891815,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,1.8713618516921997,0.02330349013209343,16.384307861328125,3,0.006416607648134232,0.036128778010606766,K3V4,hadamard_lm,model.layers.7.self_attn,7,0.8854218125343323,0.24591615796089172,W3A4,rot_lm,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,0.8879867196083069,0.25487393140792847,0.8879829049110413,0.254874587059021,0.986542820930481,0.027340687811374664,0.007674183696508408,0.3107234835624695,0.02330349013209343,0.043088361620903015,0.801586925983429,4,0.06793127208948135,o_proj_absorb,0.07652244716882706,3
3,rotated LM W4A3 plus HLM K4V3 with value rotation absorbed into o_proj,1.3246254920959473,0.01029477920383215,7.03053617477417,4,0.005573640577495098,0.014013159088790417,K4V3,hadamard_lm,model.layers.7.self_attn,7,0.9185445308685303,0.15635724365711212,W4A3,rot_lm,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,0.9276490211486816,0.13972362875938416,0.9276452660560608,0.13972355425357819,0.9872249563535055,0.02579325856640935,0.007120216730982065,0.13726826012134552,0.01029477920383215,0.015528513118624687,0.8680175542831421,3,0.06468591839075089,o_proj_absorb,0.09590671956539154,4
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,model.layers.8.self_attn,8,1.0,0.0,FP16,fp16,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,identity attention wrapper; no quantization,-0.0021084710024297237,9.249563248658887e-08,0.00036744450335390866,16,4.02917414987769e-08,1.1135846733623112e-07,K16V16,fp16,model.layers.8.self_attn,8,1.0000042915344238,1.9217568478779867e-06,FP16,fp16,attn_identity_fp16,attn_identity_fp16,1.0000574588775635,2.0294148725952255e-06,1.0000550746917725,2.0713569028885104e-06,1.0000034372011821,4.081775391758432e-08,3.962409067526096e-08,5.810783477500081e-06,9.249563248658887e-08,3.439876650190854e-07,0.99951171875,16,4.253742957871509e-08,reconstruct,4.253742957871509e-08,16
16,KV-only HLM K4V4 with value reconstruction,0.37018078565597534,0.0017711948603391647,6.984274387359619,4,4.02917414987769e-08,0.008826840668916702,K4V4,hadamard_lm,model.layers.8.self_attn,8,0.9820555448532104,0.03792622312903404,FP16,fp16,attn_kv_only_hlm_k4v4_reconstruct,attn_kv_only_hlm_k4v4_reconstruct,0.9804946184158325,0.0437299944460392,0.9804924130439758,0.04373030737042427,1.0000034372011821,4.081775391758432e-08,3.962409067526096e-08,0.11127044260501862,0.0017711948603391647,0.008148127235472202,0.9187988042831421,4,4.253742957871509e-08,reconstruct,0.009002355858683586,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.37018078565597534,0.0017711948603391647,6.984274387359619,4,4.02917414987769e-08,0.008826840668916702,K4V4,hadamard_lm,model.layers.8.self_attn,8,0.982054591178894,0.03792664408683777,FP16,fp16,attn_kv_only_hlm_k4v4_oabsorb,attn_kv_only_hlm_k4v4_oabsorb,0.9804946184158325,0.0437299944460392,0.9804924130439758,0.04373031109571457,1.0000034372011821,4.081775391758432e-08,3.962409067526096e-08,0.11127044260501862,0.0017711948603391647,0.008148127235472202,0.9187988042831421,4,4.253742957871509e-08,o_proj_absorb,0.009002355858683586,16
16,KV-only HLM K3V4 with value rotation absorbed into o_proj,1.384476900100708,0.007002474740147591,26.237539291381836,3,4.02917414987769e-08,0.031568288803100586,K3V4,hadamard_lm,model.layers.8.self_attn,8,0.9452563524246216,0.12582555413246155,FP16,fp16,attn_kv_only_hlm_k3v4_oabsorb,attn_kv_only_hlm_k3v4_oabsorb,0.9475532174110413,0.1352090835571289,0.9475496411323547,0.1352129876613617,1.0000034372011821,4.081775391758432e-08,3.962409067526096e-08,0.4399111866950989,0.007002474740147591,0.028839802369475365,0.8608642816543579,4,4.253742957871509e-08,o_proj_absorb,0.009002355858683586,16
16,KV-only HLM K4V3 with value rotation absorbed into o_proj,0.37018078565597534,0.0017711948603391647,6.984274387359619,4,4.02917414987769e-08,0.008826840668916702,K4V3,hadamard_lm,model.layers.8.self_attn,8,0.9745805263519287,0.05248125642538071,FP16,fp16,attn_kv_only_hlm_k4v3_oabsorb,attn_kv_only_hlm_k4v3_oabsorb,0.9708218574523926,0.06233576685190201,0.9708197712898254,0.06233564391732216,1.0000034372011821,4.081775391758432e-08,3.962409067526096e-08,0.11127044260501862,0.0017711948603391647,0.008148127235472202,0.9187988042831421,3,4.253742957871509e-08,o_proj_absorb,0.03286926820874214,16
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.7482843399047852,0.003445871639996767,10.798054695129395,4,0.0029636011458933353,0.011743666604161263,K4V4,hadamard_lm,model.layers.8.self_attn,8,0.9529626369476318,0.09919634461402893,W4A4,rot_lm,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,0.9578064680099487,0.09549453109502792,0.957804262638092,0.09549512714147568,0.9927178025245667,0.014705022176106771,0.004519147332757711,0.2164773941040039,0.003445871639996767,0.011701956391334534,0.9092041254043579,4,0.036632318049669266,o_proj_absorb,0.045243848115205765,4
4,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,5.349735260009766,0.01674673520028591,38.712650299072266,3,0.007621044293045998,0.03847620263695717,K3V4,hadamard_lm,model.layers.8.self_attn,8,0.8623940944671631,0.31981170177459717,W3A4,rot_lm,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,attn_rot_lm_w3a4_hlm_k3v4_oabsorb,0.8825883865356445,0.3325141668319702,0.8825860619544983,0.33251655101776123,0.9834882020950317,0.0337595601255695,0.011501186527311802,1.052067518234253,0.01674673520028591,0.04636316001415253,0.844799816608429,4,0.08215644955635071,o_proj_absorb,0.0910363420844078,3
3,rotated LM W4A3 plus HLM K4V3 with value rotation absorbed into o_proj,3.135556221008301,0.006575119215995073,16.604368209838867,4,0.006864238064736128,0.015439975075423717,K4V3,hadamard_lm,model.layers.8.self_attn,8,0.9118473529815674,0.18178832530975342,W4A3,rot_lm,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,attn_rot_lm_w4a3_hlm_k4v3_oabsorb,0.9231548309326172,0.16948114335536957,0.9231515526771545,0.16948416829109192,0.9842555125554403,0.03200690122321248,0.01030750758945942,0.41306376457214355,0.006575119215995073,0.017855126410722733,0.8919433355331421,3,0.0788489580154419,o_proj_absorb,0.10988122969865799,4
16,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,fp16,model.layers.9.self_attn,9,1.0,0.0,FP16,fp16,fp16,fp16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
16,identity attention wrapper; no quantization,-0.0031887730583548546,1.1409906619519461e-07,0.00019050635455641896,16,4.201039871531975e-08,1.208463515922631e-07,K16V16,fp16,model.layers.9.self_attn,9,1.0000017881393433,1.2988080015929881e-06,FP16,fp16,attn_identity_fp16,attn_identity_fp16,1.0000451803207397,1.0150309890377684e-06,1.000043272972107,1.0629397593220347e-06,1.0000048677126567,4.1378468059368366e-08,3.945709536878894e-08,3.1355407372757327e-06,1.1409906619519461e-07,3.175366884988762e-07,0.9996582269668579,16,4.26679100939964e-08,reconstruct,4.26679100939964e-08,16
16,KV-only HLM K4V4 with value reconstruction,0.1503899097442627,0.0029259936418384314,5.123547554016113,4,4.201039871531975e-08,0.008585646748542786,K4V4,hadamard_lm,model.layers.9.self_attn,9,0.9852949380874634,0.030898412689566612,FP16,fp16,attn_kv_only_hlm_k4v4_reconstruct,attn_kv_only_hlm_k4v4_reconstruct,0.9861494302749634,0.029353853315114975,0.9861472845077515,0.029354572296142578,1.0000048677126567,4.1378468059368366e-08,3.945709536878894e-08,0.08040882647037506,0.0029259936418384314,0.010250292718410492,0.924755871295929,4,4.26679100939964e-08,reconstruct,0.009116741828620434,16
16,KV-only HLM K4V4 with value rotation absorbed into o_proj,0.1503899097442627,0.0029259936418384314,5.123547554016113,4,4.201039871531975e-08,0.008585646748542786,K4V4,hadamard_lm,model.layers.9.self_attn,9,0.985293984413147,0.030899347737431526,FP16,fp16,attn_kv_only_hlm_k4v4_oabsorb,attn_kv_only_hlm_k4v4_oabsorb,0.9861494302749634,0.029353853315114975,0.9861472845077515,0.029354572296142578,1.0000048677126567,4.1378468059368366e-08,3.945709536878894e-08,0.08040882647037506,0.0029259936418384314,0.010250292718410492,0.924755871295929,4,4.26679100939964e-08,o_proj_absorb,0.009116741828620434,16
16,KV-only HLM K3V4 with value rotation absorbed into o_proj,0.48171350359916687,0.01047725509852171,18.19508934020996,3,4.201039871531975e-08,0.030569374561309814,K3V4,hadamard_lm,model.layers.9.self_attn,9,0.9594457745552063,0.0877252072095871,FP16,fp16,attn_kv_only_hlm_k3v4_oabsorb,attn_kv_only_hlm_k3v4_oabsorb,0.9610474109649658,0.08792904764413834,0.9610457420349121,0.08792917430400848,1.0000048677126567,4.1378468059368366e-08,3.945709536878894e-08,0.28792399168014526,0.01047725509852171,0.032696060836315155,0.8683837652206421,4,4.26679100939964e-08,o_proj_absorb,0.009116741828620434,16
16,KV-only HLM K4V3 with value rotation absorbed into o_proj,0.1503899097442627,0.0029259936418384314,5.123547554016113,4,4.201039871531975e-08,0.008585646748542786,K4V3,hadamard_lm,model.layers.9.self_attn,9,0.9787190556526184,0.043123241513967514,FP16,fp16,attn_kv_only_hlm_k4v3_oabsorb,attn_kv_only_hlm_k4v3_oabsorb,0.9791345596313477,0.04245728254318237,0.9791324138641357,0.04245802015066147,1.0000048677126567,4.1378468059368366e-08,3.945709536878894e-08,0.08040882647037506,0.0029259936418384314,0.010250292718410492,0.924755871295929,3,4.26679100939964e-08,o_proj_absorb,0.03290990740060806,16
4,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.144914984703064,0.0045874821953475475,6.757518768310547,4,0.0020482123363763094,0.010520757175981998,K4V4,hadamard_lm,model.layers.9.self_attn,9,0.9583021402359009,0.08782527595758438,W4A4,rot_lm,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,attn_rot_lm_w4a4_hlm_k4v4_oabsorb,0.9692928194999695,0.06719820201396942,0.9692909121513367,0.067198745906353,0.9949760039647421,0.01011333412801226,0.0032508803997188807,0.12606796622276306,0.0045874821953475475,0.013768642209470272,0.9159911870956421,4,0.02504090964794159,o_proj_absorb,0.03422946855425835,4
