method_key,linear_bits,kv_bits,value_path,projection_relative_mse,score_relative_mse,softmax_kl,topk_overlap,pre_o_output_relative_mse,pre_o_output_cosine,layer_output_relative_mse,layer_output_cosine
attn_identity_fp16,FP16,K16V16,reconstruct,4.1989394372273746e-08,1.1562055183973867e-07,2.6749035180790254e-07,0.9995683214881204,8.760097888295025e-07,1.0000264156948437,9.212949453027167e-07,1.0000052506273442
attn_kv_only_hlm_k3v4_oabsorb,FP16,K3V4,o_proj_absorb,4.1989394372273746e-08,0.013185272543606434,0.035260535861280834,0.8567393963987177,0.09121422224085439,0.959010200067,0.0838764284483411,0.9618249833583832
attn_kv_only_hlm_k4v3_oabsorb,FP16,K4V3,o_proj_absorb,4.1989394372273746e-08,0.0035584255079315467,0.009539898357946764,0.9187588772990487,0.04320769900964065,0.9786422442306172,0.036435468651523646,0.9819158884611997
attn_kv_only_hlm_k4v4_oabsorb,FP16,K4V4,o_proj_absorb,4.1989394372273746e-08,0.0035584255079315467,0.009539898357946764,0.9187588772990487,0.02742059054699811,0.9867647994648326,0.02462281621145931,0.9880339069799944
attn_kv_only_hlm_k4v4_reconstruct,FP16,K4V4,reconstruct,4.1989394372273746e-08,0.0035584255079315467,0.009539898357946764,0.9187588772990487,0.027420590758662333,0.986764826557853,0.02462243988305669,0.988034264607863
attn_rot_lm_w3a4_hlm_k3v4_oabsorb,W3A4,K3V4,o_proj_absorb,0.041716818577807506,0.02098504284566099,0.0465992454608733,0.8467196388678118,0.4883417168801481,0.8517033064907248,0.25579961795698514,0.8816721710291776
attn_rot_lm_w4a3_hlm_k4v3_oabsorb,W4A3,K4V3,o_proj_absorb,0.040370775146804976,0.010173168710686943,0.0195061713880436,0.8959761126474901,0.24922629716721448,0.9037531912326813,0.16229456070471893,0.9209491231224753
attn_rot_lm_w4a4_hlm_k4v4_oabsorb,W4A4,K4V4,o_proj_absorb,0.01742981045302286,0.005677257992581211,0.013770633885128931,0.908910022540526,0.1632652279328216,0.9365477182648398,0.08909828402101994,0.9568992907350714
fp16,FP16,K16V16,reference,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
