method_key,linear_bits,kv_bits,value_path,block_size,kv_block_size,o_proj_domain_block_size,projection_relative_mse,score_relative_mse,softmax_kl,topk_overlap,pre_o_output_relative_mse,pre_o_output_cosine,layer_output_relative_mse,layer_output_cosine
attn_mxfp4_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,32,64.0,64.0,0.02376679325419845,0.012066083134744655,0.02453803010708229,0.8885908614505421,0.1258240823041309,0.9416261152787642,0.12004023409363898,0.9425162700089541
attn_rot_lm_w3a4_hlm_k3v4,W3A4,K3V4,o_proj_absorb,32,64.0,64.0,0.038158215628231344,0.019489149436015974,0.046538631855086846,0.8474309742450714,0.4551989808678627,0.856349141760306,0.24693361297249794,0.8860202621329915
attn_rot_lm_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,32,64.0,64.0,0.015623174173842099,0.005681268362836404,0.013870939464223657,0.9095536714250391,0.1461218073964119,0.9418045282363892,0.08642264116894115,0.9585611955686049
attn_rot_mxfp4_w4a4_hlm_k4v4,W4A4,K4V4,o_proj_absorb,32,64.0,64.0,0.02317239239346236,0.007534099044278264,0.016425572716715662,0.9044500210068442,0.19866364110599866,0.9237893955274061,0.11846304464746606,0.9428300315683539
fp16,FP16,K16V16,reference,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
