a_bits,block_size,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,k_proj_relative_mse,key_relative_mse,kv_bits,kv_block_size,kv_method,kv_rotation_backend,layer,layer_index,layer_output_cosine,layer_output_relative_mse,linear_bits,linear_method,linear_rotation_backend,method,method_key,mxfp4_group_size,o_proj_domain_block_size,output_cosine,output_relative_mse,pre_o_output_cosine,pre_o_output_relative_mse,projection_cosine,projection_relative_mse,q_proj_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,v_proj_relative_mse,value_path,value_relative_mse,w_bits
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.2.self_attn,2,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,0.4039478600025177,0.018731199204921722,4.905566692352295,4,0.0077926162630319595,0.017205484211444855,K4V4,64,hadamard_lm,hadamard,model.layers.2.self_attn,2,0.9409933090209961,0.11475428938865662,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.8688568472862244,0.2667262852191925,0.8688550591468811,0.2667250633239746,0.9785792827606201,0.04265542017916838,0.00990249589085579,0.07919907569885254,0.018731199204921722,0.021541226655244827,0.902514636516571,4,0.1102711483836174,o_proj_absorb,0.11827714741230011,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,0.2680484354496002,0.012007586658000946,3.17745304107666,4,0.0028225763235241175,0.012083339504897594,K4V4,64,hadamard_lm,hadamard,model.layers.2.self_attn,2,0.9218412637710571,0.15382207930088043,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.756024956703186,0.6624109148979187,0.7560224533081055,0.6624137163162231,0.9764078656832377,0.05046745211196443,0.004907999187707901,0.050770360976457596,0.012007586658000946,0.012904769740998745,0.9223877191543579,4,0.14367178082466125,o_proj_absorb,0.15146656334400177,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.4446784555912018,0.010308787226676941,2.591862201690674,4,0.0013833045959472656,0.010704281739890575,K4V4,64,hadamard_lm,hadamard,model.layers.2.self_attn,2,0.9464215040206909,0.10559330135583878,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.8200012445449829,0.4506353735923767,0.8199982643127441,0.450638085603714,0.983932614326477,0.03363613846401373,0.003139214590191841,0.043587516993284225,0.010308787226676941,0.0126107856631279,0.9254150390625,4,0.0963858962059021,o_proj_absorb,0.10471346229314804,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,0.819850504398346,0.03329520672559738,8.337667465209961,3,0.0038275495171546936,0.037854671478271484,K3V4,64,hadamard_lm,hadamard,model.layers.2.self_attn,2,0.8387090563774109,0.3207892179489136,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.5843870043754578,1.4705617427825928,0.5843853950500488,1.4705663919448853,0.9623997608820597,0.08262634696438909,0.007645790930837393,0.14077848196029663,0.03329520672559738,0.041203320026397705,0.8761230707168579,4,0.23640570044517517,o_proj_absorb,0.24382124841213226,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.3.self_attn,3,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,2.0742759704589844,0.00721535412594676,8.18254280090332,4,0.006044476293027401,0.014755775220692158,K4V4,64,hadamard_lm,hadamard,model.layers.3.self_attn,3,0.947778046131134,0.1141161322593689,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9335323572158813,0.1557672917842865,0.9335309267044067,0.15576575696468353,0.9901997645696005,0.019814895155529182,0.006139678880572319,0.1950806975364685,0.00721535412594676,0.012335273437201977,0.877148449420929,4,0.047260530292987823,o_proj_absorb,0.055509909987449646,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.6948676109313965,0.004420373123139143,4.77626371383667,4,0.002455333713442087,0.01121459435671568,K4V4,64,hadamard_lm,hadamard,model.layers.3.self_attn,3,0.9516614079475403,0.11369427293539047,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9344304203987122,0.1596166342496872,0.9344284534454346,0.1596154272556305,0.9933822751045227,0.013376508140936494,0.0030407069716602564,0.1195131167769432,0.004420373123139143,0.009259038604795933,0.891308605670929,4,0.03463348373770714,o_proj_absorb,0.04327341914176941,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.930008053779602,0.0029653976671397686,4.266292095184326,4,0.0015151575207710266,0.010321597568690777,K4V4,64,hadamard_lm,hadamard,model.layers.3.self_attn,3,0.9663235545158386,0.06956888735294342,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9527645707130432,0.10227372497320175,0.9527620077133179,0.10227417200803757,0.9954601526260376,0.009115312364883721,0.0019040558254346251,0.08017511665821075,0.0029653976671397686,0.006663661915808916,0.8971191644668579,4,0.02392672374844551,o_proj_absorb,0.03272906318306923,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.75394606590271,0.012211347930133343,13.545817375183105,3,0.003782394342124462,0.03566383197903633,K3V4,64,hadamard_lm,hadamard,model.layers.3.self_attn,3,0.8995591402053833,0.22900468111038208,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.868066668510437,0.3546234965324402,0.8680641651153564,0.3546244502067566,0.9894446134567261,0.02128854440525174,0.004831770900636911,0.3301568031311035,0.012211347930133343,0.026014547795057297,0.826342761516571,4,0.05525146797299385,o_proj_absorb,0.06356614828109741,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.4.self_attn,4,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,2.3013968467712402,0.007191197946667671,10.372298240661621,4,0.006746171973645687,0.015391341410577297,K4V4,64,hadamard_lm,hadamard,model.layers.4.self_attn,4,0.9447730779647827,0.13120026886463165,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.942733645439148,0.14454568922519684,0.9427312016487122,0.14454667270183563,0.9905817707379659,0.019044033251702785,0.007188012823462486,0.24482382833957672,0.007191197946667671,0.011921504512429237,0.881591796875,4,0.04319791495800018,o_proj_absorb,0.05226319655776024,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,2.1487278938293457,0.005330491345375776,6.997445106506348,4,0.0037353483494371176,0.01241596881300211,K4V4,64,hadamard_lm,hadamard,model.layers.4.self_attn,4,0.9456479549407959,0.13361714780330658,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9412823915481567,0.14913828670978546,0.9412803649902344,0.1491377353668213,0.9932763576507568,0.013593740994110703,0.004295540042221546,0.18147620558738708,0.005330491345375776,0.01019558310508728,0.8970947265625,4,0.03275033459067345,o_proj_absorb,0.04122762382030487,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.0140938758850098,0.0031311248894780874,5.793944358825684,4,0.0023251394741237164,0.011029858142137527,K4V4,64,hadamard_lm,hadamard,model.layers.4.self_attn,4,0.9618239402770996,0.07992216944694519,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9575436115264893,0.09233833849430084,0.9575408101081848,0.09233875572681427,0.9955658117930094,0.008912501391023397,0.002695956267416477,0.10659892857074738,0.0031311248894780874,0.005409044213593006,0.904125988483429,4,0.02171640843153,o_proj_absorb,0.031009217724204063,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.633512020111084,0.012256922200322151,19.770919799804688,3,0.005918358918279409,0.036625076085329056,K3V4,64,hadamard_lm,hadamard,model.layers.4.self_attn,4,0.8955388069152832,0.24306201934814453,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8806850910186768,0.29276466369628906,0.8806829452514648,0.29276546835899353,0.9894642233848572,0.0212138369679451,0.006698331329971552,0.4172860383987427,0.012256922200322151,0.02024931088089943,0.830078125,4,0.051024820655584335,o_proj_absorb,0.05993420630693436,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.5.self_attn,5,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.8945473432540894,0.006827022414654493,9.534658432006836,4,0.005584601312875748,0.014014022424817085,K4V4,64,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.934157133102417,0.16747888922691345,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9315580129623413,0.1893399953842163,0.9315544366836548,0.18933825194835663,0.9908241828282675,0.018634264046947163,0.006071543321013451,0.20506200194358826,0.006827022414654493,0.015703342854976654,0.887451171875,4,0.044246647506952286,o_proj_absorb,0.05357949808239937,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.6571869850158691,0.004478713031858206,5.863412380218506,4,0.0029571005143225193,0.011405267752707005,K4V4,64,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.9494895935058594,0.11814108490943909,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9405654668807983,0.1392693668603897,0.9405615329742432,0.1392686516046524,0.9934884707132975,0.013177669684713086,0.0035809676628559828,0.13452626764774323,0.004478713031858206,0.009003965184092522,0.899975597858429,4,0.032994940876960754,o_proj_absorb,0.04197924584150314,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.9335773587226868,0.003414358012378216,5.69204568862915,4,0.0018261191435158253,0.010367490351200104,K4V4,64,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.9614601731300354,0.08861181139945984,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9567963480949402,0.10604154318571091,0.9567921757698059,0.10604129731655121,0.9956148862838745,0.008810424013063312,0.002250432735309005,0.10255643725395203,0.003414358012378216,0.00729069858789444,0.9026123285293579,4,0.022354720160365105,o_proj_absorb,0.03174010291695595,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.2737576961517334,0.012584871612489223,19.022628784179688,3,0.0047300769947469234,0.035405684262514114,K3V4,64,hadamard_lm,hadamard,model.layers.5.self_attn,5,0.8922600150108337,0.27240851521492004,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8739660978317261,0.3371259868144989,0.8739625811576843,0.337124228477478,0.9899997115135193,0.02012886293232441,0.005753104109317064,0.3780094385147095,0.012584871612489223,0.02746179886162281,0.8245849609375,4,0.04990340769290924,o_proj_absorb,0.058727435767650604,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.6.self_attn,6,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.669679045677185,0.006914351135492325,12.567240715026855,4,0.005028602667152882,0.013779704459011555,K4V4,64,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.9411690831184387,0.13839058578014374,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9391535520553589,0.14876008033752441,0.9391506314277649,0.14876121282577515,0.9899890422821045,0.02020727765435974,0.006339338142424822,0.23992295563220978,0.006914351135492325,0.02073477767407894,0.882153332233429,4,0.04925389215350151,o_proj_absorb,0.05787106975913048,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.7064476013183594,0.004953356459736824,8.088220596313477,4,0.0028601696249097586,0.011509446427226067,K4V4,64,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.9462099075317383,0.10932100564241409,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9428321719169617,0.12282702326774597,0.9428291916847229,0.1228276714682579,0.9929535190264384,0.014255392753208676,0.0035647363401949406,0.17187786102294922,0.004953356459736824,0.012486385181546211,0.897705078125,4,0.03634127229452133,o_proj_absorb,0.045129258185625076,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.087146282196045,0.003892682259902358,7.462800979614258,4,0.0018057923298329115,0.010503679513931274,K4V4,64,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.9582870602607727,0.09205637127161026,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9560520052909851,0.10248950868844986,0.9560487866401672,0.1024911105632782,0.995171050230662,0.009717568444708983,0.0022681320551782846,0.1350732445716858,0.003892682259902358,0.012929324992001057,0.893994152545929,4,0.025078780949115753,o_proj_absorb,0.03402005508542061,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,2.528681755065918,0.013650611974298954,23.920413970947266,3,0.004757818300276995,0.03521590307354927,K3V4,64,hadamard_lm,hadamard,model.layers.6.self_attn,6,0.889287531375885,0.23972202837467194,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8861251473426819,0.27965742349624634,0.8861223459243774,0.2796594500541687,0.9886521100997925,0.022947190795093775,0.005679256282746792,0.47366631031036377,0.013650611974298954,0.03985565900802612,0.827099621295929,4,0.05840449780225754,o_proj_absorb,0.0666571855545044,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.7.self_attn,7,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.169034481048584,0.01238262839615345,9.200217247009277,4,0.006944808177649975,0.015359420329332352,K4V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9420341849327087,0.13021788001060486,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.953538179397583,0.10579331964254379,0.9535344839096069,0.10579320788383484,0.9892072677612305,0.021885891755421955,0.008207150734961033,0.16510717570781708,0.01238262839615345,0.024344898760318756,0.857373058795929,4,0.05050571635365486,o_proj_absorb,0.059605564922094345,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,1.1487650871276855,0.008038630709052086,5.540196895599365,4,0.0035825835075229406,0.012056946754455566,K4V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9460517168045044,0.10974759608507156,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9521737098693848,0.10175091028213501,0.9521698355674744,0.10175083577632904,0.9922287464141846,0.015737155529980857,0.004505873192101717,0.10718528926372528,0.008038630709052086,0.01269158348441124,0.885083019733429,4,0.03912300989031792,o_proj_absorb,0.04781400412321091,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.5462509393692017,0.006194122601300478,4.987436771392822,4,0.002106317086145282,0.010716365650296211,K4V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.9602549076080322,0.08425736427307129,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9644260406494141,0.0775781124830246,0.9644221663475037,0.07757838815450668,0.9946714639663696,0.010714554693549871,0.0028521118219941854,0.08259103447198868,0.006194122601300478,0.013953940011560917,0.8863769769668579,4,0.027185235172510147,o_proj_absorb,0.036233652383089066,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,1.6290709972381592,0.020435474812984467,14.7849760055542,3,0.005433648359030485,0.03536634147167206,K3V4,64,hadamard_lm,hadamard,model.layers.7.self_attn,7,0.8777202367782593,0.31599658727645874,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8962745070457458,0.28829875588417053,0.8962703347206116,0.2883002460002899,0.9877065618832906,0.024824191971371572,0.006895814090967178,0.2724820077419281,0.020435474812984467,0.0522705502808094,0.8198486566543579,4,0.06214311346411705,o_proj_absorb,0.07060696929693222,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.8.self_attn,8,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.7001795768737793,0.006230050232261419,22.158079147338867,4,0.008452779613435268,0.017125971615314484,K4V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9221961498260498,0.1569090634584427,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9297793507575989,0.1513679176568985,0.9297766089439392,0.15136966109275818,0.9862829645474752,0.027629311196506023,0.009950490668416023,0.3913857638835907,0.006230050232261419,0.018940243870019913,0.890942394733429,4,0.06448466330766678,o_proj_absorb,0.07249027490615845,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,2.2100930213928223,0.0045050582848489285,13.228632926940918,4,0.004321168642491102,0.013050406239926815,K4V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.931809663772583,0.13488420844078064,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.9437410235404968,0.12000458687543869,0.9437388181686401,0.1200052872300148,0.9898490508397421,0.02043278266986211,0.006366074550896883,0.2830178737640381,0.0045050582848489285,0.014163212850689888,0.9026855230331421,4,0.05061110481619835,o_proj_absorb,0.059303637593984604,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,1.1240646839141846,0.002952439710497856,10.607128143310547,4,0.002704692305997014,0.011485379189252853,K4V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.9546606540679932,0.09175139665603638,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.9589970707893372,0.08572503179311752,0.9589959383010864,0.08572305738925934,0.9933216770490011,0.01342285261489451,0.004158736672252417,0.18547889590263367,0.002952439710497856,0.011021053418517113,0.908251941204071,4,0.0334051288664341,o_proj_absorb,0.04191754758358002,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,3.833214282989502,0.01258944347500801,35.923885345458984,3,0.006982041522860527,0.03827633708715439,K3V4,64,hadamard_lm,hadamard,model.layers.8.self_attn,8,0.8687607049942017,0.28279000520706177,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.8863327503204346,0.2735603153705597,0.8863300085067749,0.27356281876564026,0.9846295317014059,0.031189178116619587,0.010179155506193638,0.7908971309661865,0.01258944347500801,0.03802907094359398,0.8487548828125,4,0.0764063373208046,o_proj_absorb,0.08466089516878128,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.9.self_attn,9,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
