a_bits,block_size,compute_interpretation,ip_bias,ip_relative_mse,ip_variance,k_bits,k_proj_relative_mse,key_relative_mse,kv_bits,kv_block_size,kv_method,kv_rotation_backend,layer,layer_index,layer_output_cosine,layer_output_relative_mse,linear_bits,linear_method,linear_rotation_backend,method,method_key,mxfp4_group_size,o_proj_domain_block_size,output_cosine,output_relative_mse,pre_o_output_cosine,pre_o_output_relative_mse,projection_cosine,projection_relative_mse,q_proj_relative_mse,score_mse,score_relative_mse,softmax_kl,topk_overlap,v_bits,v_proj_relative_mse,value_path,value_relative_mse,w_bits
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.0.self_attn,0,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,0.09672209620475769,0.0314871184527874,2.13789963722229,4,0.015305165201425552,0.02343263290822506,K4V4,64,hadamard_lm,hadamard,model.layers.0.self_attn,0,0.9916833639144897,0.021588681265711784,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.9391530752182007,0.11876754462718964,0.9391516447067261,0.118767648935318,0.9826748967170715,0.03454464394599199,0.014167378656566143,0.03355085477232933,0.0314871184527874,0.0070249768905341625,0.8774169683456421,4,0.07416138797998428,o_proj_absorb,0.08212114125490189,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,-0.06550369411706924,0.016635028645396233,1.1301301717758179,4,0.004573624115437269,0.012890695594251156,K4V4,64,hadamard_lm,hadamard,model.layers.0.self_attn,0,0.9815969467163086,0.036595556885004044,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.8189060091972351,0.46064293384552,0.8189043402671814,0.4606418013572693,0.9655360579490662,0.07667177263647318,0.005295976530760527,0.017725326120853424,0.016635028645396233,0.005294661037623882,0.901782214641571,4,0.22014571726322174,o_proj_absorb,0.22928163409233093,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,-0.10907134413719177,0.011886108666658401,0.7986730933189392,4,0.0020104735158383846,0.01012185588479042,K4V4,64,hadamard_lm,hadamard,model.layers.0.self_attn,0,0.9859538078308105,0.02884773164987564,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.8562743663787842,0.3172217011451721,0.85627281665802,0.3172212243080139,0.9780857364336649,0.046208246455838285,0.002015816979110241,0.012665150687098503,0.011886108666658401,0.003873886540532112,0.9291747808456421,4,0.13459844887256622,o_proj_absorb,0.14120258390903473,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,-0.1262103021144867,0.03515765815973282,2.38163685798645,3,0.004071430768817663,0.03370998054742813,K3V4,64,hadamard_lm,hadamard,model.layers.0.self_attn,0,0.9558377861976624,0.08811678737401962,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.6626062989234924,1.0024515390396118,0.6626054644584656,1.002447485923767,0.9465537468592325,0.12644084232548872,0.004178744275122881,0.03746197000145912,0.03515765815973282,0.011061171069741249,0.881030261516571,4,0.37107235193252563,o_proj_absorb,0.3796420395374298,3
16,,baseline,0.0,0.0,0.0,16,0.0,0.0,K16V16,,fp16,,model.layers.1.self_attn,1,1.0,0.0,FP16,fp16,,fp16,fp16,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16,0.0,reference,0.0,16
4,32,MXFP4 W4A4 linear fake quant plus HLM K4V4,1.7511560916900635,0.026822157204151154,13.84062385559082,4,0.015217702835798264,0.024922022596001625,K4V4,64,hadamard_lm,hadamard,model.layers.1.self_attn,1,0.9103655815124512,0.17264911532402039,W4A4,mxfp4,none,attn_mxfp4_w4a4_hlm_k4v4,attn_mxfp4_w4a4_hlm_k4v4,32,64,0.8569299578666687,0.28058406710624695,0.856927752494812,0.2805846929550171,0.9776656230290731,0.04533167245487372,0.017208663746714592,0.26417452096939087,0.026822157204151154,0.035357534885406494,0.8854736089706421,4,0.1035686507821083,o_proj_absorb,0.1110781654715538,4
4,32,Hadamard-rotated MXFP4 W4A4 linear fake quant plus HLM K4V4,0.7172463536262512,0.008548852056264877,4.874269962310791,4,0.001974353799596429,0.0118493577465415,K4V4,64,hadamard_lm,hadamard,model.layers.1.self_attn,1,0.8308497667312622,0.36790090799331665,W4A4,rot_mxfp4,hadamard,attn_rot_mxfp4_w4a4_hlm_k4v4,attn_rot_mxfp4_w4a4_hlm_k4v4,32,64,0.6186437010765076,1.3766576051712036,0.6186424493789673,1.3766576051712036,0.95962921778361,0.09339680483875175,0.004824903327971697,0.08419863134622574,0.008548852056264877,0.016967272385954857,0.9096435308456421,4,0.27339115738868713,o_proj_absorb,0.2803122103214264,4
4,32,rotated LM W4A4 plus HLM K4V4 with value rotation absorbed into o_proj,0.7304842472076416,0.007880044169723988,4.433526992797852,4,0.0015848303446546197,0.01139555312693119,K4V4,64,hadamard_lm,hadamard,model.layers.1.self_attn,1,0.8742194771766663,0.277210533618927,W4A4,rot_lm,hadamard,attn_rot_lm_w4a4_hlm_k4v4,attn_rot_lm_w4a4_hlm_k4v4,32,64,0.6881861686706543,1.0613957643508911,0.6881847381591797,1.0613956451416016,0.9685221115748087,0.0719530910331135,0.003224722109735012,0.07761146873235703,0.007880044169723988,0.01641341671347618,0.9168945550918579,4,0.21104972064495087,o_proj_absorb,0.21922576427459717,4
4,32,rotated LM W3A4 plus HLM K3V4 with value rotation absorbed into o_proj,1.0703126192092896,0.02106456272304058,12.132339477539062,3,0.0032064931001514196,0.03867762163281441,K3V4,64,hadamard_lm,hadamard,model.layers.1.self_attn,1,0.7012948989868164,0.7258714437484741,W3A4,rot_lm,hadamard,attn_rot_lm_w3a4_hlm_k3v4,attn_rot_lm_w3a4_hlm_k3v4,32,64,0.4280637800693512,3.2920076847076416,0.4280630648136139,3.292006731033325,0.933101236820221,0.17584804204913476,0.007153852377086878,0.20746731758117676,0.02106456272304058,0.046659473329782486,0.8645263910293579,4,0.517183780670166,o_proj_absorb,0.5220932364463806,3
